tempObjectNumber: 1, Title: Pendant with paste bead,  Medium: Gold glass paste,  Dimensions: Other: 5/16 x 5/16 x 3/8 in. (0.8 x 0.8 x 1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3690
tempObjectNumber: 2, Title: Glass perfume bottle,  Period: Early to Mid Imperial,  Date: late 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 1 1/4 x 1 1/8 in. (3.2 x 2.9 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5772
tempObjectNumber: 60, Title: Cup toy,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Diameter: 1 7/16 × 13/16 in. (3.7 × 2.1 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.208
tempObjectNumber: 61, Title: Vase fragment,  Culture: Roman Gaul,  Medium: Terracotta,  Dimensions: 1 7/8 × 2 3/16 × 3/16 in. (4.7 × 5.5 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2026
tempObjectNumber: 62, Title: Bronze statuette of a human figure,  Period: Archaic,  Date: late 6th–early 4th century B.C.,  Culture: Italic Umbrian,  Medium: Bronze,  Dimensions: H.: 2 1/8 x 1 1/8 in. (5.4 x 2.9 cm),  Classification: Bronzes,  Credit Line: Gift of James David Draper 2007,  Accession Number: 2007.93.1
tempObjectNumber: 63, Title: Terracotta amphoriskos (perfume vase),  Period: Late Corinthian,  Date: ca. 575–550 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta; black-figure,  Dimensions: H. 7 3/8 in. (18.8 cm),  Classification: Vases,  Credit Line: Purchase Ruth E. White Gift 1969,  Accession Number: 69.11.4
tempObjectNumber: 64, Title: Kylix fragment,  Attribution: the Painter of the Oxford Brygos,  Period: Late Archaic,  Date: early 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: greatest dim.  5.13 cm.,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1973,  Accession Number: 1973.175.2
tempObjectNumber: 65, Title: Jug,  Period: Cypro-Archaic II,  Date: 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 6 3/8in. (16.2cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.677
tempObjectNumber: 66, Title: Terracotta statuette of a woman,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta,  Dimensions: H.: 10 9/16 in. (26.9 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1088
tempObjectNumber: 67, Title: Bronze statuette of a priest or offrant,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: Diam.: 4 1/2 in. (11.4 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.411
tempObjectNumber: 68, Title: Amber from bow of a fibula (safety pin),  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Etruscan,  Medium: Amber,  Dimensions: Other: 2 3/16 x 3 1/4 in. (5.6 x 8.3 cm),  Classification: Miscellaneous-Amber,  Credit Line: Purchase 1896,  Accession Number: 96.9.447
tempObjectNumber: 69, Title: Terracotta thymiaterion (incense burner),  Period: Late Classical,  Date: ca. 350–325 B.C.,  Culture: Greek South Italian Apulian Gnathian,  Medium: Terracotta; added color,  Dimensions: H. 10 11/16 in. (27.1 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.74
tempObjectNumber: 70, Title: Amber from bow of a fibula (safety pin),  Period: Archaic,  Date: 7th century B.C.,  Culture: Etruscan,  Medium: Amber,  Dimensions: Other: 1 1/4 in. (3.2 cm),  Classification: Miscellaneous-Amber,  Credit Line: Purchase Renée E. and Robert A. Belfer Patti Cadby Birch and The Joseph Rosen Foundation Inc. Gifts and Harris Brisbane Dick Fund 1992,  Accession Number: 1992.11.31
tempObjectNumber: 71, Title: Terracotta relief,  Period: Classical ?,  Date: ca. 450 B.C. or later,  Culture: Greek ?,  Medium: Terracotta,  Dimensions: H.: 6 5/16 in. (16 cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1931,  Accession Number: 31.11.9
tempObjectNumber: 72, Title: Standing female tambourine player,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta; wheel-made hand-made and mold-made,  Dimensions: H. 4 1/2 in. (11.4 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1676
tempObjectNumber: 73, Title: Mace head,  Medium: Bronze,  Dimensions: 3 1/2in. (8.9cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5572
tempObjectNumber: 74, Title: Terracotta jug,  Period: Cypro-Geometric III,  Date: 850–750 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 6 13/16 in. (17.3 cm); diameter  2 3/8 in. (6 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.549
tempObjectNumber: 75, Title: Frontlet of gold leaf,  Medium: Gold,  Dimensions: Other: 2 3/4 × 7 1/2 in. (6.9 × 19.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3536
tempObjectNumber: 76, Title: Bronze bracelet,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Diam.: 3 11/16 in. (9.3 cm),  Classification: Bronzes,  Credit Line: Gift of Norman Jacobson 1983,  Accession Number: 1983.571.12
tempObjectNumber: 77, Title: Marble bust of a man,  Period: Early Imperial Julio-Claudian,  Date: A.D. 14–68,  Culture: Roman,  Medium: Marble,  Dimensions: H.: 7 in. (17.8 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.11
tempObjectNumber: 78, Title: Glass flask,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: Other: 2 11/16in. (6.8cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.29
tempObjectNumber: 79, Title: Vase fragment,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 2 11/16 × 2 9/16 × 1/4 in. (6.9 × 6.5 × 0.6 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2012
tempObjectNumber: 80, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Agate,  Dimensions: Other: 5/16 x 1/2 x 1/4 in. (0.8 x 1.2 x 0.6 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.1000
tempObjectNumber: 81, Title: Glass miniature cylindrical jar,  Period: Imperial,  Date: late 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 3/8 in. (6 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.113
tempObjectNumber: 82, Title: Stamnos fragment,  Attribution: the Triptolemos Painter,  Period: Classical,  Date: ca. 480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1985,  Accession Number: 1985.201.2
tempObjectNumber: 83, Title: Terracotta lekythos (oil flask),  Attribution: the Painter of the New York Hypnos,  Period: Classical,  Date: ca. 440–430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; white-ground,  Dimensions: H. 7 7/8 in. (20 cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.43a b
tempObjectNumber: 84, Title: Gold and banded agate ring,  Period: Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman Cypriot,  Medium: Gold and banded agate stone,  Dimensions: Diam.: 7/8 in. (2.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4264
tempObjectNumber: 85, Title: Ring with garnet,  Medium: Gold garnet,  Dimensions: Width: 0.1 cm,  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4267
tempObjectNumber: 86, Title: Glass perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 4 7/16 in. (11.3 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.247
tempObjectNumber: 87, Title: Papyrus letter in Greek,  Period: Late Imperial,  Date: early 3rd century A.D.,  Culture: Roman Egyptian,  Medium: Papyrus,  Dimensions: H.: 4 x 3 1/8 in. (10.2 x 7.9 cm),  Classification: Miscellaneous-Documents,  Credit Line: Gift of M. Nahman 1925,  Accession Number: 25.8
tempObjectNumber: 88, Title: Three beads,  Medium: Glass,  Dimensions: Other: 2 9/16 x 9/16 in. (6.5 x 1.5 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.681
