tempObjectNumber: 1, Title: Intaglio,  Culture: Roman,  Medium: Carnelian burnt,  Dimensions: Other: 1/2 x 7/16 x 1/8 in. (1.3 x 1.1 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.876
tempObjectNumber: 2, Title: Vase fragment,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 7/16 × 1 13/16 × 3/16 in. (3.6 × 4.6 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2127
tempObjectNumber: 3, Title: Glass jar,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: Overall: 1 5/8 x 1 3/4in. (4.1 x 4.4cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.197
tempObjectNumber: 44, Title: Dish,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Other: 7 1/4in. (18.4cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.140
tempObjectNumber: 45, Title: Relief of Eros,  Medium: Bone,  Dimensions: Other: 2 1/4 x 2 5/16 x 5/8 in. (5.8 x 5.8 x 1.6 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Rogers Fund 1912,  Accession Number: 12.229.23a
tempObjectNumber: 46, Title: Glass alabastron (perfume bottle),  Period: Classical,  Date: late 6th–5th century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group I,  Dimensions: H.: 3 7/8 in. (9.9 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.770
tempObjectNumber: 47, Title: Head of a youth,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H. 5 in. (12.7 cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.85
tempObjectNumber: 48, Title: Glass jar,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown in a dip mold,  Dimensions: H.: 3 1/8 in. (7.9 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1369
tempObjectNumber: 49, Title: Glass jar,  Period: Late Imperial or Late Antique,  Date: late 3rd to 4th century A.D.,  Culture: Roman,  Medium: Glass; pre-molded blown and trailed,  Dimensions: Overall: 3 1/2 x 3 1/16in. (8.9 x 7.8cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.238
tempObjectNumber: 50, Title: Carnelian intaglio of a gladiator fighting a lion,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: H. 9/16 in. (1.5 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.710
tempObjectNumber: 51, Title: Terracotta fragment of a cup with spiral and bands,  Period: Middle Minoan II,  Date: ca. 1800–1700 B.C.,  Culture: Minoan,  Medium: Terracotta; Kamares ware,  Dimensions: Overall: 1 5/16 x 1 5/16in. (3.3 x 3.3cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.39
tempObjectNumber: 52, Title: Terracotta neck-amphora (jar),  Attribution: the Bolsena Group,  Period: Hellenistic,  Date: ca. 200 B.C.,  Culture: Etruscan,  Medium: Terracotta; Volsinian Silvered Ware,  Dimensions: diameter of body  8 5/16 in. (21.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.250
tempObjectNumber: 53, Title: Silver swivel ring with agate scarab in gold setting,  Period: Archaic,  Date: 7th–early 5th century B.C.,  Culture: Cypriot or Phoenician,  Medium: Silver agate,  Dimensions: Other: 1 15/16 in. (4.9 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4186
tempObjectNumber: 54, Title: Terracotta statuette of a seated nymph,  Period: Hellenistic,  Date: late 4th–early 3rd century B.C.,  Culture: Greek perhaps Boeotian,  Medium: Terracotta,  Dimensions: H. 5 3/4 in. (14.6 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1109
tempObjectNumber: 55, Title: Glass indented beaker,  Period: Imperial,  Date: mid–1st to 3rd century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: Diam.: 3 1/8 in. (7.9 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1398
tempObjectNumber: 56, Title: Ornament ? Tassel ?,  Medium: Bronze,  Dimensions: Other: 1 15/16 in. (4.9 cm),  Classification: Bronzes,  Credit Line: Purchase 1898,  Accession Number: 98.11.4
tempObjectNumber: 57, Title: Glass bottle,  Period: Late Imperial,  Date: 4th–5th century A.D. or later,  Culture: Roman,  Medium: Glass; blown in a dip mold,  Dimensions: 6in. (15.2cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.55
tempObjectNumber: 58, Title: Lead figure of a woman,  Period: Archaic,  Date: late 7th–early 6th century B.C.,  Culture: Greek Laconian,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.23
tempObjectNumber: 59, Title: Terracotta tray,  Period: Archaic,  Date: ca. 550–500 B.C.,  Culture: Etruscan,  Medium: Terracotta; bucchero pesante,  Dimensions: Diam.: 12 7/8 in. (32.7 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.148a
tempObjectNumber: 60, Title: Bronze dragon-type fibula (safety pin),  Period: Archaic,  Date: 700–650 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: Other: 4 7/16 in. (11.3 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.334
tempObjectNumber: 61, Title: Terracotta tumbler,  Period: Middle Minoan IA,  Date: ca. 2100–1950 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: Greatest diameter 2 15/16 in. (7.5 cm.),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.6
tempObjectNumber: 62, Title: Amphoriskos,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 4 3/16 in. (10.6 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.847
tempObjectNumber: 63, Title: Glass perfume bottle,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Overall: 1 7/16 x 1/2in. (3.6 x 1.3cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.159
tempObjectNumber: 64, Title: Glass jar,  Medium: Glass,  Dimensions: H.: 3 in. (7.6 cm),  Classification: Glass,  Credit Line: Gift of Mrs. Elias Kempner 1934,  Accession Number: 34.132.13
tempObjectNumber: 65, Title: Statuette of a woman,  Medium: Terracotta,  Dimensions: H.: 11 3/4 in. (29.8 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1094
tempObjectNumber: 66, Title: Glass bottle shaped like a bird,  Period: Imperial,  Date: 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: 1 9/16 x 2 5/8in. (4 x 6.7cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.206
tempObjectNumber: 67, Title: Earring with disc suspended grapes,  Medium: Gold garnet,  Dimensions: Other: 1/4 × 1 1/8 × 9/16 in. (0.7 × 2.9 × 1.4 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.197
tempObjectNumber: 68, Title: Terracotta horse's head,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek South Italian (?),  Medium: Terracotta,  Dimensions: 3 1/2 x 4 1/4 in.  (8.9 x 10.8 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.83
tempObjectNumber: 69, Title: Alabaster one-handled jug,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Calcite (alabaster),  Dimensions: H. 6 1/16 in. (15.4 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5107
tempObjectNumber: 70, Title: Glass beaker,  Period: Late Imperial,  Date: probably 3rd century A.D.,  Culture: Roman Cypriot,  Medium: Glass; blown and cut,  Dimensions: Overall: 3 9/16 x 3 3/16in. (9 x 8.1cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.248
tempObjectNumber: 71, Title: Earring trumpet-shaped,  Date: 5th–3rd century B.C.,  Culture: Etruscan,  Medium: Gold,  Dimensions: Other (b): 7/8 × 5/16 × 1 in. (2.2 × 0.9 × 2.6 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.177a b
tempObjectNumber: 72, Title: Mosaic glass hemispherical bowl,  Period: Late Hellenistic,  Date: 2nd–mid-1st century B.C.,  Culture: Greek,  Medium: Glass; cast,  Dimensions: H. 2 13/16 in. (7.1 cm); diameter  4 11/16 in. (11.9 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1400
tempObjectNumber: 73, Title: Glass head-shaped flask,  Period: Late Imperial,  Date: ca. 3rd century A.D.,  Culture: Roman,  Medium: Glass; mold-blown,  Dimensions: H.: 2 1/2 x 2 in. (6.4 x 5.1 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.253
tempObjectNumber: 74, Title: Kylix,  : Signed by Kachrylion as potter Attributed to the Thalia Painter,  Period: Archaic,  Date: ca. 520–510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Other (diameter of tondo): 4 3/8in. (11.2cm),  Classification: Vases,  Credit Line: Purchase Anonymous Gift 1980,  Accession Number: 1980.11.3
tempObjectNumber: 75, Title: Limestone fragment of a sphinx supporting an incense burner,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 2 5/8 × 4 3/4 in. (6.7 × 12.1 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2554
tempObjectNumber: 76, Title: Limestone statue of a bearded man with votive offerings,  Period: Classical,  Date: ca. 475–450 B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: H. 64 3/4 in. (164.5 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2461
tempObjectNumber: 77, Title: Terracotta amphora (jar),  : Signed by Andokides as potter,  Period: Archaic,  Date: ca. 540 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 10 3/8 in. (26.4 cm),  Classification: Vases,  Credit Line: Gift of Mr. and Mrs. Christos G. Bastis in honor of Carlos A. Picón 1999,  Accession Number: 1999.30a b
tempObjectNumber: 78, Title: Silver phiale (libation bowl),  Period: Archaic,  Date: 6th century B.C.,  Culture: East Greek,  Medium: Silver,  Dimensions: Diam.: 5 9/16 in. (14.1 cm),  Classification: Gold and Silver,  Credit Line: Purchase The Abraham Foundation Inc. David L Klein Jr. Memorial Foundation Inc. and Gawain McKinley Gifts 1985,  Accession Number: 1985.11.8
tempObjectNumber: 79, Title: Terracotta woman carrying a jar,  Period: Cypro-Archaic I,  Date: ca. 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta; wheel-made and hand-made,  Dimensions: H. 7 3/16 in. (18.3 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1617
tempObjectNumber: 80, Title: Terracotta head of a bearded man,  Period: Classical,  Date: early 4th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H. 4 3/4 in. (12.1 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.71
tempObjectNumber: 81, Title: Marble fragment of a cinerary urn,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Indurated limestone or fine-grained marble,  Dimensions: H. 10 3/4 in. (27.3 cm); width 9 3/4 in. (24.8 cm); depth 1 1/2 in. (3.8 cm),  Classification: Stone Sculpture,  Credit Line: Gift of Ariel Herrmann 2002,  Accession Number: 2002.568
tempObjectNumber: 82, Title: Copper alloy dagger blade,  Period: Bronze Age,  Date: ca. 2500–1050 B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: 3 7/8in. (9.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5296
tempObjectNumber: 83, Title: Glass jar,  Period: Early Imperial,  Date: mid-1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 6 7/8 in. (17.5 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.144
tempObjectNumber: 84, Title: Terracotta aryballos (perfume vase) in the form of a human figure,  Period: Protocorinthian,  Date: ca. 640–625 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: H. 3 1/8 in. (8 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1930,  Accession Number: 30.11.1
tempObjectNumber: 85, Title: Terracotta oinochoe (jug),  Attribution: the Stuttgart Group,  Period: Hellenistic,  Date: ca. 325–300 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: H. 17 in. (43.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.209
tempObjectNumber: 86, Title: Terracotta conical-hemispherical spindle-whorl with rounded base,  Period: Early Cypriot III–Middle Cypriot I,  Date: ca. 2000–1800 B.C.,  Culture: Cypriot,  Medium: Terracotta; handmade,  Dimensions: H. 1 5/16 in. (3.4 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.918
tempObjectNumber: 87, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Overall: 1 x 3 1/8 in. (2.5 x 7.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2042
