tempObjectNumber: 1, Title: Bronze bird,  Period: Geometric,  Date: ca. 750–700 B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H. 4 in. (10.2 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1935,  Accession Number: 35.11.14
tempObjectNumber: 12, Title: Glass ribbed bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: H.: 2 1/4 in. (5.7 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.81
tempObjectNumber: 13, Title: Male head,  Period: Cypro-Archaic II or later,  Date: 6th century B.C. or later,  Culture: Cypriot,  Medium: Terracotta; mold-made,  Dimensions: H. 7 11/16 in. (19.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1468
tempObjectNumber: 14, Title: Marble head from the figure of a woman,  Period: Early Cycladic II,  Date: 2700–2500 B.C.,  Culture: Cycladic,  Medium: Marble,  Dimensions: H. 9 15/16 in. (25.3 cm),  Classification: Stone Sculpture,  Credit Line: Gift of Christos G. Bastis 1964,  Accession Number: 64.246
tempObjectNumber: 15, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 7/16 x 5/16 x 1/8 in. (1.1 x 0.8 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.824
tempObjectNumber: 16, Title: Marble portrait bust of a man,  Period: Late Imperial,  Date: mid–3rd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: H. 10 1/4 in. (26 cm),  Classification: Stone Sculpture,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.27
tempObjectNumber: 17, Title: Limestone head of a wreathed youth,  Period: Classical,  Date: late 5th–4th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 7 1/2 x 5 1/4 x 6 in. (19.1 x 13.3 x 15.2 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2785
tempObjectNumber: 18, Title: Terracotta neck-amphora (jar),  Attribution: the Class of New York 96.9.9,  Period: Archaic,  Date: last quarter of 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H.: 11 5/16 in. (28.7 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.9
tempObjectNumber: 19, Title: Terracotta vase in the form of a squatting man,  Period: Middle Corinthian,  Date: 1st quarter of the 6th century B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: H. 3 3/4 in. (9.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.8
tempObjectNumber: 20, Title: Earring or spiral,  Culture: Cypriot,  Medium: Gold bronze,  Dimensions: Diameter: 11/16 x 3/16 x 1/2 in. (1.7 x 0.4 x 1.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3358
tempObjectNumber: 21, Title: Beaker,  Period: Late Imperial or Late Antique,  Date: 4th century A.D.,  Culture: Roman Syro-Palestinian,  Medium: Glass,  Dimensions: H.: 4 3/4 in. (12.1 cm),  Classification: Glass,  Credit Line: Gift of Miss Ida H. Ogilvie 1951,  Accession Number: 51.80.3
tempObjectNumber: 22, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 3/8 x 1/8 in. (0.9 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.866
tempObjectNumber: 23, Title: Terracotta skyphos (drinking cup),  Attribution: the Vogler Painter,  Period: Middle Corinthian,  Date: ca. 600–575 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: H. 7.49 cm.,  Classification: Vases,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.20
tempObjectNumber: 24, Title: Seal,  Culture: Minoan Crete,  Medium: Serpentine,  Dimensions: Other: 3/8 x 11/16 in. (0.9 x 1.7 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.124
tempObjectNumber: 25, Title: Needle netting,  Medium: Bronze,  Dimensions: H.: 7 1/4 in. (18.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1920,  Accession Number: 20.264.1
tempObjectNumber: 26, Title: Pair of bronze cista (toiletries box) feet with panthers attacking cranes,  Period: Late Classical-Hellenistic,  Date: ca. 350–300 B.C.,  Culture: Praenestine,  Medium: Bronze,  Dimensions: H.: 3 1/4 in. (8.3 cm),  Classification: Bronzes,  Credit Line: Gift of Ernest Erickson Foundation 1988,  Accession Number: 1988.113.1 .2
tempObjectNumber: 27, Title: Vase fragment,  Period: Neolithic first period,  Culture: Neolithic Gonia,  Medium: Terracotta,  Dimensions: length  15/16in. (2.4cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.60
tempObjectNumber: 28, Title: Amphora,  Period: Late Cypriot IIIB,  Date: 1200–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 16 1/2in. (41.9cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.807
tempObjectNumber: 29, Title: Glass perfume bottle,  Period: Late Imperial,  Date: 3rd century A.D. or later,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diameter: 2 1/16 x 13/16 in. (5.2 x 2.1 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.199
tempObjectNumber: 30, Title: Cameo,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Glass opaque white on black,  Dimensions: Other: 5/8 x 9/16 x 1/8 in. (1.6 x 1.5 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.15
tempObjectNumber: 31, Title: Wall painting on red ground: candelabrum from the imperial villa at Boscotrecase,  Period: Early Imperial Augustan,  Date: last decade of the 1st century B.C.,  Culture: Roman Pompeian,  Medium: Fresco,  Dimensions: Overall: 72 x 21in. (182.9 x 53.3cm),  Classification: Miscellaneous-Paintings,  Credit Line: Rogers Fund 1920,  Accession Number: 20.192.12
tempObjectNumber: 32, Title: Alabaster alabastron (perfume vase),  Period: Archaic or Classical,  Date: 6th–5th century B.C.,  Culture: Cypriot,  Medium: Calcite (alabaster),  Dimensions: H. 4 7/8 in. (12.4 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5088
tempObjectNumber: 33, Title: Limestone head of a beardless male votary,  Period: Late Hellenistic (?),  Date: 2nd century B.C.(?),  Culture: Cypriot,  Medium: Limestone,  Dimensions: 12 1/4 x 9 x 8 in.  (31.1 x 22.9 x 20.3 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2809
tempObjectNumber: 34, Title: Terracotta statuette of a veiled woman,  Period: Hellenistic,  Date: late 4th–early 3rd century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H.: 4 9/16 in. (11.6 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1120
tempObjectNumber: 35, Title: Glass double head-shaped bottle,  Period: Mid Imperial,  Date: 2nd century A.D.,  Culture: Roman Syrian,  Medium: Glass; mold-blown,  Dimensions: H.: 2 11/16 in. (6.8 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.235
tempObjectNumber: 36, Title: Chalcedony oval,  Period: Hellenistic,  Date: 2nd century B.C.,  Culture: Greek,  Medium: Chalcedony blue,  Dimensions: H.: 3/4 in. (1.9 cm),  Classification: Gems,  Credit Line: Purchase Joseph Pulitzer Bequest 1942,  Accession Number: 42.11.26
tempObjectNumber: 37, Title: Right foot,  Period: Late Hellenistic,  Date: 2nd century B.C.(?),  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 1 3/4 in. (4.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1462
tempObjectNumber: 38, Title: Billion Tetradrachm,  Culture: Roman Egypt Alexandria,  Medium: Bronze ?,  Dimensions: Diameter: 7/8 × 3/16 in. 0.5oz. (2.3 × 0.5 cm 12.98g),  Classification: Coins,  Credit Line: Rogers Fund 1908,  Accession Number: 08.170.186
tempObjectNumber: 39, Title: Coin,  Culture: Roman,  Medium: Bronze,  Dimensions: Diameter: 1 1/16 × 3/16 in. 0.5oz. (2.7 × 0.4 cm 13.27g),  Classification: Coins,  Credit Line: Rogers Fund 1908,  Accession Number: 08.170.390
tempObjectNumber: 40, Title: Hydria,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta; black-glaze,  Dimensions: 7 1/8in. (18.1cm),  Classification: Vases,  Credit Line: Purchase 1901,  Accession Number: 01.8.11
tempObjectNumber: 41, Title: Bead,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 1 1/8 x 9/16 in. (2.9 x 1.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.398
tempObjectNumber: 42, Title: Jug fragmentary,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 5.79 cm.,  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1749
tempObjectNumber: 43, Title: Standing male figurine holding a quadruped,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 4 7/16 in. (11.3 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1638
tempObjectNumber: 44, Title: Bracelet,  Period: Late Imperial or Late Antique,  Date: 2nd–4th century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Diameter: 3 5/16 × 7/16 in. (8.4 × 1.1 cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1922,  Accession Number: 22.139.70
tempObjectNumber: 45, Title: Terracotta kylix (drinking cup),  Period: Classical,  Date: early 5th century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta; black-figure,  Dimensions: 3 1/8 x 12in. (8 x 30.5cm); diameter  9 5/16in. (23.7cm),  Classification: Vases,  Credit Line: Gift of Ernest Brummer 1957,  Accession Number: 57.12.5
tempObjectNumber: 46, Title: Vase Fragment,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 3/8 × 2 3/4 × 1/4 in. (3.6 × 7.1 × 0.7 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2021
tempObjectNumber: 47, Title: Miniature bronze greave,  Period: Classical,  Date: 5th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: Other: 2 15/16 in. (7.5 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.100
tempObjectNumber: 48, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 6 3/4 in. (17.1 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.99
tempObjectNumber: 49, Title: Bronze grotesque,  Period: Hellenistic,  Date: 2nd century B.C.–1st century A.D.,  Culture: Greek,  Medium: Bronze,  Dimensions: Overall: 4 x 1 1/4 x 7/8 in. (10.2 x 3.2 x 2.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1912,  Accession Number: 12.229.6
tempObjectNumber: 50, Title: Spearhead or point,  Medium: Bronze,  Dimensions: 3 7/8in. (9.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4604
tempObjectNumber: 51, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 2 15/16 x 1 1/4 in. (7.5 x 3.2 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.259
tempObjectNumber: 52, Title: Earring baule type,  Date: 7th–5th Century B.C.,  Culture: Etruscan,  Medium: Gold,  Dimensions: Other: 11/16 × 9/16 × 11/16 in. (1.7 × 1.4 × 1.8 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.148
tempObjectNumber: 53, Title: Terracotta woman,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made,  Dimensions: H. 9 1/8 in. (23.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1579
tempObjectNumber: 54, Title: Vase fragment,  Period: Middle Helladic,  Date: ca. 2000–1600 B.C.,  Culture: Aegean,  Medium: Terracotta,  Dimensions: Other: 15/16in. (2.4cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.111
tempObjectNumber: 55, Title: Marble lunette with Nereid riding Triton,  Period: Mid-Imperial Trajanic,  Date: 1st quarter of 2nd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: Overall: 46 1/2 x 69in. (118.1 x 175.3cm),  Classification: Stone Sculpture,  Credit Line: The Bothmer Purchase Fund 1993,  Accession Number: 1993.11.2
tempObjectNumber: 56, Title: Earring-loop type plain,  Medium: Gold,  Dimensions: Other: 1/2 x 9/16 x 1/16 in. (1.3 x 1.5 x 0.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3845
tempObjectNumber: 57, Title: Amphora,  Period: Middle Cypriot,  Date: 1900–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 10 9/16in. (26.8cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1252
tempObjectNumber: 58, Title: Cameo,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Glass opaque white on yellow,  Dimensions: Other: 3/8 x 1/2 x 1/8 in. (1 x 1.3 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.17
tempObjectNumber: 59, Title: Glass lamp,  Period: Late Imperial or Late Antique,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 3 1/4 in. (8.3 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.310
tempObjectNumber: 60, Title: Juglet,  Period: Cypro-Archaic I,  Date: ca. 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 4 5/8 in. (11.8 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.537
tempObjectNumber: 61, Title: Terracotta hydria (water jar),  Attribution: the Orpheus Painter,  Period: Classical,  Date: ca. 430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 16 3/4 in. (42.49 cm); diameter 12 3/16 in. (31 cm),  Classification: Vases,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.15
tempObjectNumber: 62, Title: Kylix eye-cup,  Attribution: the Essen Group,  Period: Archaic,  Date: last quarter of 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diameter: 8 3/16 × 3 5/16 in. (20.8 × 8.4 cm),  Classification: Vases,  Credit Line: Gift of F. W. Rhinelander 1898,  Accession Number: 98.8.31
tempObjectNumber: 63, Title: Glass cup,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diameter: 2 5/16 x 1 15/16 in. (5.9 x 4.9 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.255
tempObjectNumber: 64, Title: Fragment of a marble head of a bearded man,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek,  Medium: Marble Pentelic,  Dimensions: depth  4 1/4 in. (10.8 cm),  Classification: Stone Sculpture,  Credit Line: Anonymous Gift 1949,  Accession Number: 49.101.15
tempObjectNumber: 65, Title: Pendants,  Period: Archaic,  Date: 7th–5th century B.C.,  Culture: Italic,  Medium: Amber,  Dimensions: H.: 1 15/16 x 1 in. (5 x 2.5 cm)average,  Classification: Miscellaneous-Amber,  Credit Line: Purchase Renée E. and Robert A. Belfer Patti Cadby Birch and The Joseph Rosen Foundation Inc. Gifts and Harris Brisbane Dick Fund 1992,  Accession Number: 1992.11.47a–h
tempObjectNumber: 66, Title: Glass cylindrical bottle,  Period: Early to Mid Imperial,  Date: late 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 4 3/4 in. (12.1 cm),  Classification: Glass,  Credit Line: Rogers Fund 1912,  Accession Number: 12.212.5
tempObjectNumber: 67, Title: Earring crescent-shaped,  Medium: Gold,  Dimensions: Other: 1/2 x 5/8 x 1/8 in. (1.3 x 1.6 x 0.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3862
tempObjectNumber: 68, Title: Pendant in the form a lion's head,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 1 × 5/8 × 15/16 in. (2.6 × 1.6 × 2.4 cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1916,  Accession Number: 16.174.37
tempObjectNumber: 69, Title: Gold necklace with seedlike pendants,  Period: Classical,  Date: ca. 450–400 B.C.,  Culture: Greek Cypriot,  Medium: Gold,  Dimensions: Other (Height of seed-like pendants): 1 1/16in. (2.7cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3397a
tempObjectNumber: 70, Title: Jug,  Period: Late Cypriot,  Date: 1600–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 17in. (43.2cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1083
tempObjectNumber: 71, Title: Chalcedony cone,  Period: Classical,  Date: 2nd half of the 5th century B.C.,  Culture: Greek Ionian,  Medium: Chalcedony smoky silver,  Dimensions: L. 2.1 cm,  Classification: Gems,  Credit Line: Gift of Joseph Brummer 1949,  Accession Number: 49.43.2
tempObjectNumber: 72, Title: Intaglio,  Medium: Jasper,  Dimensions: Other: 13/16 x 5/8 x 3/16 in. (2 x 1.6 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.783
tempObjectNumber: 73, Title: Lid of a vase,  Period: Archaic,  Date: ca. 600 B.C.,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: diameter  4 1/8 in. (10.5 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Exploration of Sardis 1916,  Accession Number: 16.75.18
tempObjectNumber: 74, Title: Ring with inscription,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Diameter: 11/16 × 3/16 in. (1.7 × 0.6 cm),  Classification: Gold and Silver,  Credit Line: Purchase 1898,  Accession Number: 98.11.80
tempObjectNumber: 75, Title: Fragmentary marble head of a helmeted soldier,  Period: Early Imperial Flavian,  Date: ca. A.D. 69–79,  Culture: Roman,  Medium: Marble,  Dimensions: Overall: 7 1/8 x 7 1/16in. (18.1 x 18cm),  Classification: Stone Sculpture,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.62
tempObjectNumber: 76, Title: Marble statue of a youth,  Period: Late Hellenistic or Late Republican,  Date: 1st century B.C.,  Culture: Greek or Roman,  Medium: Marble,  Dimensions: H. 14 5/8 in. (37.1 cm),  Classification: Stone Sculpture,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.428
tempObjectNumber: 77, Title: Terracotta dish,  Period: Hellenistic,  Date: ca. 330–300 B.C.,  Culture: Greek South Italian Campanian Teano,  Medium: Terracotta; applied color,  Dimensions: Other: 1 7/8 x 6 3/8 in. (4.8 x 16.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.46o
tempObjectNumber: 78, Title: Glass jug,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 2 1/4 x 1 1/4 in. (5.7 x 3.2 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5782
tempObjectNumber: 79, Title: Glass double head-shaped jug,  Period: Late Roman Constantinian,  Date: 1st half of 4th century A.D.,  Culture: Roman,  Medium: Glass; blown in a two-part mold and trailed,  Dimensions: H. 7 3/8 in. (18.7 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.223
tempObjectNumber: 80, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 7/16 x 38 3/16 x 122 7/16 in. (1.2 x 97 x 311 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.772
tempObjectNumber: 81, Title: Marble hand with roll,  Period: Imperial,  Date: 1st or 2nd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: total length  19 3/4in. (50.1cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1918,  Accession Number: 18.145.12
tempObjectNumber: 82, Title: Earring or spiral,  Culture: Cypriot,  Medium: Silver,  Dimensions: Height: 9/16 x 11/16 in. (1.4 x 1.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3261
tempObjectNumber: 83, Title: Terracotta mold fragment,  Period: Early Imperial,  Date: ca. 40 B.C.–A.D. 60,  Culture: Roman,  Medium: Terracotta,  Dimensions: width  4 3/4 in. (12.1 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.107
tempObjectNumber: 84, Title: Terracotta hydria: kalpis (water jar),  Attribution: the manner of the Shuvalov Painter,  Period: Classical,  Date: ca. 430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 7 3/16 in. (18.3 cm),  Classification: Vases,  Credit Line: Purchase Sarah Campbell Blaffer Foundation and Schimmel Foundation Inc. Gifts 1984,  Accession Number: 1984.11.1
tempObjectNumber: 85, Title: Alabaster flask,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Calcite (alabaster),  Dimensions: H. 7 7/8 x 3 7/8 in. (20 x 9.8 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5115
tempObjectNumber: 86, Title: Vase foot,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Other: Diameter.:7 x 1 1/16 in. (17.8 x 2.7 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2359
tempObjectNumber: 87, Title: Ladle miniature,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 4 1/8in. (10.5cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5490
tempObjectNumber: 88, Title: Loutrophoros fragmentary,  Period: Classical,  Date: ca. 450–440 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Rogers Fund 1907,  Accession Number: 07.286.56
tempObjectNumber: 89, Title: Gold aureus of Hadrian,  Period: Mid-Imperial Hadrianic,  Date: A.D. 134–138,  Culture: Roman,  Medium: Gold,  Dimensions: 7.4g (7.4g),  Classification: Coins,  Credit Line: Gift of Joseph H. Durkee 1899,  Accession Number: 99.35.177
tempObjectNumber: 90, Title: Striped mosaic glass fragment,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Glass; cast,  Dimensions: Overall: 1 1/16 x 1 3/4 in. (2.7 x 4.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.396.53
