tempObjectNumber: 1, Title: Glass perfume bottle,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 15/16 x 13/16 in. (2.4 x 2.1 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5810
tempObjectNumber: 12, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Jasper red,  Dimensions: Other: 9/16 x 7/16 x 1/8 in. (1.4 x 1.1 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.180
tempObjectNumber: 13, Title: Glass square bottle,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; mold-blown,  Dimensions: Overall: 5 11/16 x 2 3/8 x 2 3/8 in. (14.4 x 6 x 6 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.28
tempObjectNumber: 14, Title: Bronze handle of a vessel,  Period: Hellenistic,  Date: 1st century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: w. 6 4/5 in. (17.3 cm),  Classification: Bronzes,  Credit Line: Gift of Miriam Schaar Schloessinger 1966,  Accession Number: 66.119.1
tempObjectNumber: 15, Title: Jug,  Period: Middle Cypriot,  Date: 1900–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 12 5/8in. (32.1cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.733
tempObjectNumber: 16, Title: Terracotta tondo from a phiale (libation bowl),  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek South Italian Campanian Calenian,  Medium: Terracotta; black-glaze,  Dimensions: diameter  2 7/8in. (7.3cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.276
tempObjectNumber: 17, Title: Two bronze vessel attachments,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H.: 3 1/8 x 2 3/4 in. (7.9 x 7 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.18a b
tempObjectNumber: 18, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 5/8 x 7/16 x 1/8 in. (1.5 x 1.2 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.946
tempObjectNumber: 19, Title: Bead ornaments rosette-shaped,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Diameter (average): 5/16 × 1/8 in. (0.8 × 0.2 cm),  Classification: Gold and Silver,  Credit Line: Purchase 1898,  Accession Number: 98.11.91a–d
tempObjectNumber: 20, Title: Marble bust of a man,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: H. 7 3/4 in. (19.7 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1922,  Accession Number: 22.139.20
tempObjectNumber: 21, Title: Vase fragments 2,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 1 15/16 x 1 5/16in. (5 x 3.3cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.23a b
tempObjectNumber: 22, Title: Mosaic glass fragment,  Period: Early Imperial,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Glass; cast,  Dimensions: Overall: 7/8 x 1 5/16 in. (2.2 x 3.3 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1880
tempObjectNumber: 23, Title: Earring baule type,  Culture: Etruscan,  Medium: Gold,  Dimensions: Other (.157): 1/4 × 5/16 × 7/16 in. (0.6 × 0.8 × 1.2 cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.156 .157
tempObjectNumber: 24, Title: Ribbed glass bowl,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; cast tooled and cut,  Dimensions: Diam.: 5 5/8 in. (14.3 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.39
tempObjectNumber: 25, Title: Papyrus fragment with lines from Homer's Odyssey,  Period: Early Hellenistic,  Date: ca. 285–250 B.C.,  Culture: Greek Ptolemaic,  Medium: Papyrus,  Classification: Miscellaneous-Papyrus,  Credit Line: Gift of Egypt Exploration Fund 1909,  Accession Number: 09.182.50
tempObjectNumber: 26, Title: Terracotta stirrup jar,  Period: Late Helladic III,  Date: ca. 1400–1050 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: 3 11/16 in. (9.4 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5878
tempObjectNumber: 27, Title: Terracotta amphora (jar),  Period: Cypro-Geometric I,  Date: ca. 1050–950 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 9 15/16 in. (25.3 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.637
tempObjectNumber: 28, Title: Fragment of a marble relief with the head of a girl,  Period: Classical,  Date: 4th century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: Overall: 7 x 6 x 3 3/4in. (17.8 x 15.2 x 9.5cm),  Classification: Stone Sculpture,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.110
tempObjectNumber: 29, Title: Statuette of a woman with phiale,  Medium: Bronze,  Dimensions: H.: 5 1/4 in. (13.3 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.418
tempObjectNumber: 30, Title: Pinhead,  Culture: Roman,  Medium: Glass,  Dimensions: Height: 7/16 x 9/16 in. (1.2 x 1.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.483
tempObjectNumber: 31, Title: Glass perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 1 7/8 in. (4.7 cm),  Classification: Glass,  Credit Line: Bequest of Theodore M. Davis 1915,  Accession Number: 30.115.64
tempObjectNumber: 32, Title: Ring with intaglio of schematic figure,  Date: 1st century A.D.,  Culture: Roman,  Medium: Gold gem,  Dimensions: Other: 3/4 × 1/2 × 5/16 in. (1.9 × 1.3 × 0.8 cm),  Classification: Gold and Silver,  Credit Line: Gift of Leon Farber 1992,  Accession Number: 1992.263.9
tempObjectNumber: 33, Title: Terracotta brazier fragment,  Period: Archaic,  Date: ca. 540–530 B.C.,  Culture: Etruscan,  Medium: Terracotta; Caeretan Red Ware,  Dimensions: Overall: 2 11/16 x 6 1/2in. (6.8 x 16.5cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.94
tempObjectNumber: 34, Title: Terracotta lydion (perfume jar),  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: H. 4 1/8 in. (10.5 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.164.27
tempObjectNumber: 35, Title: Bead with pomegranate,  Medium: Gold,  Dimensions: Height: 1/4 x 3/16 in. (0.7 x 0.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3636
tempObjectNumber: 36, Title: Fibula fragment,  Medium: Amber bronze ivory or bone,  Dimensions: Other: 9/16 x 13/16 x 1 3/16 in. (1.5 x 2 x 2.9 cm),  Classification: Miscellaneous-Amber,  Credit Line: Purchase 1896,  Accession Number: 96.9.505
tempObjectNumber: 37, Title: Lead figure of a woman,  Period: Archaic,  Date: late 7th–early 6th century B.C.,  Culture: Greek Laconian,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.16
tempObjectNumber: 38, Title: Knife fragment,  Medium: Bronze,  Dimensions: Other: 3/8 x 2 7/8 in. (1 x 7.3 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.139
tempObjectNumber: 39, Title: Brackets 2,  Period: Archaic,  Date: 6th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 1 1/2 x 1 3/4 in. (3.8 x 4.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.103c d
tempObjectNumber: 40, Title: Skyphos fragments,  Attribution: the Affecter,  Period: Archaic,  Date: ca. 560 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Classification: Vases,  Credit Line: Gift of Mr. and Mrs. Stuart C. Welch 1984,  Accession Number: 1984.501a–c
tempObjectNumber: 41, Title: Glass perfume bottle,  Period: Imperial,  Date: 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 3/4 in. (7 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.257
tempObjectNumber: 42, Title: Earring with plain loop and disc,  Medium: Gold,  Dimensions: Diameter: 5/8 x 3/16 in. (1.6 x 0.6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3708
tempObjectNumber: 43, Title: Silver bracelet,  Period: Classical,  Date: 5th century B.C.,  Culture: Cypriot,  Medium: Silver,  Dimensions: Diam.: 3 3/4 in. (9.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3572
tempObjectNumber: 44, Title: Terracotta kylix (drinking cup),  Attribution: the Penthesilea Painter,  Period: Classical,  Date: ca. 460 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 6 7/16 in. (16.4 cm); diameter  14 7/16 in. (36.7 cm); width with handles  18 1/16 in. (45.8 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.9
tempObjectNumber: 45, Title: Fragment of a terracotta relief,  Period: Archaic,  Date: 7th century B.C.,  Culture: Greek Cretan,  Medium: Terracotta,  Dimensions: 3 in x 2 1/4 in. (7.6 cm x 5.7 cm),  Classification: Terracottas,  Credit Line: Gift of the Archaeological Institute of America 1953,  Accession Number: 53.5.33
tempObjectNumber: 46, Title: Vase in the form of an animal,  Period: Middle Cypriot,  Date: 1900–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 6 1/2in. (16.5cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.792
tempObjectNumber: 47, Title: Mirror,  Culture: Greek Cypriot,  Medium: Bronze,  Dimensions: Other: 5 1/8in. (13cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5414
tempObjectNumber: 48, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 x 3/4 in. (2.5 x 1.9 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.2036
tempObjectNumber: 49, Title: Glass head pendant,  Period: Hellenistic,  Date: 3rd–1st century B.C.,  Culture: Carthaginian or Eastern Mediterranean,  Medium: Glass,  Dimensions: Other: 1 x 11/16 x 7/16 in. (2.5 x 1.7 x 1.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.650
tempObjectNumber: 50, Title: Earring with pendant,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 1/4 x 3/8 x 13/16 in. (0.6 x 0.9 x 2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3804
tempObjectNumber: 51, Title: Vase fragment in the form of a face,  Medium: Terracotta,  Dimensions: 1 15/16in. (5cm),  Classification: Vases,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.530
tempObjectNumber: 52, Title: Vase fragment,  Period: Geometric,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 4 9/16in. (11.5cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.111
tempObjectNumber: 53, Title: Arrowhead,  Medium: Bronze,  Dimensions: Other: 5/8 x 1 5/8 x 1/4 in. (1.6 x 4.1 x 0.6 cm),  Classification: Bronzes,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.495
tempObjectNumber: 54, Title: Ring with sard,  Medium: Gold sard,  Dimensions: Other: 15/16 × 1 × 5/16 in. (2.4 × 2.5 × 0.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4256
tempObjectNumber: 55, Title: Glass jug,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 6 1/4 in. (15.9 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.290
tempObjectNumber: 56, Title: Gold earring with head of a bull,  Period: Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 11/16 x 1/4 x 11/16 in. (1.8 x 0.6 x 1.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3418
tempObjectNumber: 57, Title: Spoon probe,  Medium: Silver ? Bronze ?,  Dimensions: 1/2 × 4 1/8 in. (1.2 × 10.5 cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.117
tempObjectNumber: 58, Title: Vase fragment,  Date: Late 1st century A.D.,  Culture: Roman Gaul,  Medium: Terracotta,  Dimensions: 1 3/8 × 2 3/4 × 5/16 in. (3.5 × 6.9 × 0.8 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2061
tempObjectNumber: 59, Title: Glass snake-thread dropper flask,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: Height: 4 1/8 in. (10.5 cm),  Classification: Glass,  Credit Line: Gift of Renée E. and Robert A. Belfer 2012,  Accession Number: 2012.479.8
tempObjectNumber: 60, Title: Terracotta straight-sided cup,  Period: Middle Minoan IIIA,  Date: ca. 1750–1700 B.C.,  Culture: Minoan,  Medium: Terracotta; Kamares ware,  Dimensions: Diameter as restored 4 11/16 in. (11.9 cm.),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.11
tempObjectNumber: 61, Title: Bronze mirror,  Period: Late Classical,  Date: ca. 350 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: length  13 1/8 in. (33.3 cm); diameter  7 1/16 in. (18 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1907,  Accession Number: 07.260
tempObjectNumber: 62, Title: Standing female figurine,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made,  Dimensions: H. 5 15/16 in. (15.1 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1560
tempObjectNumber: 63, Title: Fragment of a terracotta volute-krater (bowl for mixing wine and water); joins 19.192.81.5.10.11,  Attribution: the Baltimore Painter,  Period: Classical,  Date: last quarter of the 4th century B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: 2 3/4 x 2 3/16in. (7 x 5.5cm),  Classification: Vases,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.81.19
tempObjectNumber: 64, Title: Glass perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 2 9/16 x 1 1/16 in. (6.5 x 2.7 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5725
tempObjectNumber: 65, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Length 8.9 cm.  H. 2.2 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1945
tempObjectNumber: 66, Title: Beads 9,  Culture: Roman,  Medium: Glass,  Dimensions: Diameter (Smallest Diameter): 9/16 in. (1.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.496
tempObjectNumber: 67, Title: Terracotta conical rhyton (vase for liquid offerings),  Period: Late Minoan I,  Date: ca. 1600–1500 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: H. including restored handle  12 1/4 in. (31.1 cm),  Classification: Vases,  Credit Line: Gift of American Exploration Society 1907,  Accession Number: 07.232.26
tempObjectNumber: 68, Title: Bronze double axe,  Period: Late Minoan III,  Date: ca. 1400–1050 B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: 6 1/8 in. x 2 1/4 in. (15.5 x 5.7 cm),  Classification: Bronzes,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.483
tempObjectNumber: 69, Title: Glass bead,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 7/16 in. (1.1 cm),  Classification: Glass,  Credit Line: Purchase 1915,  Accession Number: 15.130.8
tempObjectNumber: 70, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman Cypriot,  Medium: Glass; blown,  Dimensions: diameter  3 5/8 in. (9.2 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2
tempObjectNumber: 71, Title: Terracotta pithoid jar,  Period: Late Helladic IIIA2 early,  Date: ca. 1375–1325 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 6 7/16 in. (16.4 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.762
tempObjectNumber: 72, Title: Gold earring with head of a bull,  Period: Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 9/16 x 1/4 x 11/16 in. (1.5 x 0.6 x 1.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3415
tempObjectNumber: 73, Title: Kylix fragments,  Attribution: Douris,  Period: Late Archaic,  Culture: Greek,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1983,  Accession Number: 1983.466.3
tempObjectNumber: 74, Title: Bead,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 3/8 x 3/8 in. (3.5 x 0.9 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.484
tempObjectNumber: 75, Title: Earring-hook type with disc and paste setting,  Medium: Gold glass paste,  Dimensions: Other: 3/8 × 7/16 × 5/8 in. (1 × 1.1 × 1.6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3979
tempObjectNumber: 76, Title: Volute-krater fragment,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Overall: 1 15/16 x 1in. (5 x 2.5cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.252
tempObjectNumber: 77, Title: Glass oinochoe (perfume jug),  Period: Late Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek Eastern Mediterranean or Italian,  Medium: Glass; core-formed Group II,  Dimensions: H.: 3 5/16 in. (8.4 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.327
tempObjectNumber: 78, Title: Terracotta jug,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 7 15/16 in. (20.2 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.507
tempObjectNumber: 79, Title: Gold aureus of Mark Antony,  Period: Late Republican,  Date: 36 B.C.,  Culture: Roman,  Medium: Gold,  Dimensions: Diam.: 13/16 in. (2 cm),  Classification: Coins,  Credit Line: Gift of Joseph H. Durkee 1899,  Accession Number: 99.35.7
tempObjectNumber: 80, Title: Vase fragment,  Period: Neolithic second period,  Date: ca. 4000–3000 B.C.,  Culture: Neolithic Thessaly,  Medium: Terracotta,  Dimensions: length  2 7/16in. (6.2cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.22
tempObjectNumber: 81, Title: Gold crescent-shaped earring,  Period: Classical-Roman,  Date: 5th century B.C.–1st century A.D.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Other: 7/8 in. (2.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3892
tempObjectNumber: 82, Title: Miniature chlorite stemmed bowl,  Period: Late Bronze Age,  Date: ca. 1600–1200 B.C.,  Culture: Cypriot,  Medium: Chlorite,  Dimensions: Diam.: 2 1/4 in. (5.7 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5024
tempObjectNumber: 83, Title: Terracotta miniature jar with two handles,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: H. 1 5/8 in. (4.1 cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.197
tempObjectNumber: 84, Title: Glass bowl,  Date: mid-1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown and cut,  Dimensions: Diam.: 3 1/4 in. (8.3 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.290
tempObjectNumber: 85, Title: Terracotta statuette of a nude seated boy wearing a wreath,  Period: Hellenistic,  Date: ca. 315–285 B.C.,  Culture: Greek Boeotian,  Medium: Back venting: back moldmade detailed rectangular vent in seat.,  Dimensions: H. 3 5/8 in. (9.2 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1907,  Accession Number: 07.286.28
tempObjectNumber: 86, Title: Modern reconstruction of ancient pendant and beads,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Italic,  Medium: Amber,  Dimensions: Other (Central Pendant): 5/8 x 5/16 x 1 3/16 in. (1.6 x 0.7 x 3 cm),  Classification: Miscellaneous-Amber,  Credit Line: Purchase Renée E. and Robert A. Belfer Patti Cadby Birch and The Joseph Rosen Foundation Inc. Gifts and Harris Brisbane Dick Fund 1992,  Accession Number: 1992.11.55
tempObjectNumber: 87, Title: Ornament cone,  Medium: Glass,  Dimensions: Height: 5/8 x 9/16 in. (1.6 x 1.5 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.642
tempObjectNumber: 88, Title: Steatite block with intaglio motifs,  Period: Late Minoan III,  Date: ca. 1400–1200 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: H. 3 3/8 in. (8.5 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.392
tempObjectNumber: 89, Title: Truncated-biconical spindle-whorl with flat base,  Period: Early Cypriot III–Middle Cypriot II,  Date: ca. 2000–1725 B.C.,  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 1 15/16 in.  (4.9 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.905
tempObjectNumber: 90, Title: Vase with lid,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Diam. of foot: 3 1/4 in. (8.3 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.117a b
