tempObjectNumber: 1, Title: Earring with ball pendant and green stone setting,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 3/16 x 7/16 x 7/16 in. (0.5 x 1.1 x 1.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3812
tempObjectNumber: 2, Title: Green glass oval engraved on both sides,  Period: Hellenistic,  Date: 2nd century B.C.,  Culture: Greek,  Medium: Glass green,  Dimensions: Overall: 1 1/16 x 11/16 in. (2.7 x 1.8 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.445
tempObjectNumber: 37, Title: Statuette of a woman,  Date: 6th–4th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H.: 5 in. (12.7 cm),  Classification: Terracottas,  Credit Line: Gift of Ernest Brummer 1959,  Accession Number: 59.48.32
tempObjectNumber: 38, Title: Glass perfume bottle,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Overall: 4 1/4 x 2 7/16 x 1 in. (10.8 x 6.2 x 2.5 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5829
tempObjectNumber: 39, Title: Terracotta beak-spouted jug,  Period: Late Helladic IIIB,  Date: ca. 1300–1200 B.C.,  Culture: Helladic Mycenaean,  Medium: Terracotta,  Dimensions: H. 2 3/4 in. (7 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.750
tempObjectNumber: 40, Title: Marble corner acroterion with acanthus scrolls,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: Overall: 35 3/8 x 32 1/4in. (89.8 x 81.9cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1917,  Accession Number: 17.149.1
tempObjectNumber: 41, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman Egyptian,  Medium: Glass; blown,  Dimensions: Overall: 7 3/8 x 2 5/8 x 1 1/2 in. (18.7 x 6.7 x 3.8 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5830
tempObjectNumber: 42, Title: Glass sprinkler bottle in the shape of a fish,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown trailed and tooled,  Dimensions: Overall: 1 5/16 x 8 3/4 in. (3.3 x 22.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.137
tempObjectNumber: 43, Title: Limestone statuette of a boy,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 11 1/8 x 3 1/2 x 2 1/8 in. (28.3 x 8.9 x 5.4 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2684
tempObjectNumber: 44, Title: Statuette of a woman votary 5 ?,  Date: ca. 700–500 B.C.,  Culture: Greek Laconian,  Medium: Lead,  Dimensions: Height: 1 1/8 in. (2.9 cm),  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.31
tempObjectNumber: 45, Title: Pendant with pearl,  Medium: Gold pearl,  Dimensions: Other: 3/16 × 1/4 × 5/8 in. (0.4 × 0.6 × 1.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3999
tempObjectNumber: 46, Title: Tile fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 5 1/2 x 4 3/4 in. (14 x 12.1 cm),  Classification: Terracottas,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.80
tempObjectNumber: 47, Title: Bronze phiale (libation bowl),  Period: Cypro-Archaic,  Date: ca. 600 B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 4 7/16in. (11.3cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5597
tempObjectNumber: 48, Title: Bronze handle of a hydria (water jar),  Period: Classical,  Date: ca. 460–450 B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Other: 8 3/8 in. (21.3 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.12
tempObjectNumber: 49, Title: Terracotta lekythos (oil flask),  Attribution: the Sabouroff Painter,  Period: Classical,  Date: ca. 450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; white-ground,  Dimensions: H. 12 7/16 in. (31.6 cm),  Classification: Vases,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.17
tempObjectNumber: 50, Title: Seal,  Period: Early Minoan III,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 5/8 x 11/16 in. (1.6 x 1.8 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.92
tempObjectNumber: 51, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Nicolo,  Dimensions: Other: 3/8 x 1/2 x 3/16 in. (1 x 1.3 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.985
tempObjectNumber: 52, Title: Lekythos,  Period: Classical,  Date: 2nd quarter of 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diameter: 2 1/8 × 1 3/8 × 1 5/8 in. (5.4 × 3.5 × 4.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.252
tempObjectNumber: 53, Title: Terracotta miniature jar with two handles,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: H. 2 1/16 in. (5.2 cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.196
tempObjectNumber: 54, Title: Bronze mirror,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: length  10 5/16 (26.2 cm); diameter  5 3/16in. (13.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.27
tempObjectNumber: 55, Title: Marble pyxis (box),  Period: Classical,  Date: late 5th–early 4th century B.C.,  Culture: Greek Attic,  Medium: Marble,  Dimensions: diameter  4 5/8 in. (11.7 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Bothmer Purchase Fund 1978,  Accession Number: 1978.11.16a b
tempObjectNumber: 56, Title: Gold spiral,  Period: Late Bronze Age,  Date: ca. 1600–1100 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Other: 1 1/4 in. (3.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3070
tempObjectNumber: 57, Title: Vase fragment,  Culture: Roman,  Medium: Terracotta,  Dimensions: 2 1/8in. (5.4cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1666
tempObjectNumber: 58, Title: Bronze kylix (cup),  Period: Late Geometric,  Date: 7th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H. 2 3/8 in. (6 cm); diameter  6 7/8 in. (17.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.21
tempObjectNumber: 59, Title: Hematite intaglio: Mummy of Osiris,  Period: Imperial,  Date: ca. 2nd–3rd century A.D.,  Culture: Roman,  Medium: Hematite,  Dimensions: Other: 7/8 x 1 1/8 in. (2.2 x 2.9 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1393
tempObjectNumber: 60, Title: Glass jug with trefoil rim,  Period: Late Imperial,  Date: 4th–5th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: H.: 3 3/4 in. (9.5 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1282
tempObjectNumber: 61, Title: Terracotta lentoid flask,  Period: Late Helladic III,  Date: ca. 1400–1050 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 5 in. (12.7 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.754
tempObjectNumber: 62, Title: Vase fragment,  Period: Early Minoan II,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 2 7/16 × 2 1/4 × 3/16 in. (6.2 × 5.7 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.148
tempObjectNumber: 63, Title: Glass jug with trefoil rim,  Period: Imperial,  Date: 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 4 3/8 in. (11.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.100
tempObjectNumber: 64, Title: Loutrophoros fragmentary,  Attribution: the Kleophon Painter,  Period: Classical,  Date: ca. 430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Rogers Fund 1907,  Accession Number: 07.286.53
tempObjectNumber: 65, Title: Terracotta jug,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman Asia Minor Tarsus,  Medium: Terracotta; lead-glazed,  Dimensions: H. 6 1/2 in. (16.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1945,  Accession Number: 45.11.6
tempObjectNumber: 66, Title: Krater,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Other (diameter of mouth): 13 15/16in. (35.4cm),  Classification: Vases,  Credit Line: Rogers Fund 1916,  Accession Number: 16.174.9
tempObjectNumber: 67, Title: Standing Herakles (?),  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 3 3/4 in. (9.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1601
tempObjectNumber: 68, Title: Mirror with modern head in relief,  Period: Late Classical,  Date: 2nd half of the 4th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Diam. (greatest diameter): 3 7/8 in. (9.8 cm),  Classification: Bronzes,  Credit Line: Purchase 1901,  Accession Number: 01.16.2a–c
tempObjectNumber: 69, Title: Mosaic glass bowl,  Period: Hellenistic,  Date: 2nd–mid-1st century B.C.,  Culture: Greek Eastern Mediterranean or Italian,  Medium: Glass; cast,  Dimensions: Other: 5in. (12.7cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1415
tempObjectNumber: 70, Title: Terracotta pelike (wine jar),  Attribution: the Pasithea Painter,  Period: Late Classical,  Date: ca. 400–375 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H.: 9 3/4 x 8 1/4 in. (24.8 x 21 cm),  Classification: Vases,  Credit Line: Rogers Fund 1908,  Accession Number: 08.258.20
tempObjectNumber: 71, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: H. 4 in. (10.2 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.155
tempObjectNumber: 72, Title: Part of a bronze box mirror,  Period: Hellenistic,  Date: 2nd century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Diam.: 6 3/4 in. (17.1 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1940,  Accession Number: 40.11.19a b
tempObjectNumber: 73, Title: Mug oinochoe shape 8,  Attribution: the Painter of Berlin 2268,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diameter: 3 7/16 × 3 5/16 in. (8.7 × 8.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.172
tempObjectNumber: 74, Title: Opaque blue glass oval engraved gem,  Period: Late Republican,  Date: 1st century B.C.,  Culture: Roman,  Medium: Glass opaque blue paste,  Dimensions: Overall: 11/16 x 9/16 in. (1.7 x 1.4 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.36
tempObjectNumber: 75, Title: Agate scarab,  Period: Classical,  Date: late 4th century B.C.,  Culture: Etruscan,  Medium: Agate,  Dimensions: H.: 1/2 x 7/16 in. (1.3 x 1.1 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.519
tempObjectNumber: 76, Title: Head of a woman or man,  Period: Classical,  Date: 5th–4th century B.C.,  Medium: Terracotta,  Dimensions: H. 3 in. (7.6 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.101
tempObjectNumber: 77, Title: Bowl with foot,  Date: 4th century B.C.,  Culture: Etruscan,  Medium: Terracotta; black-glaze,  Dimensions: H. 5.59 cm. Diameter 13.79 cm.,  Classification: Vases,  Credit Line: Gift of Mrs. Cyrus R. Vance 1977,  Accession Number: 1977.92.2
tempObjectNumber: 78, Title: Terracotta hydria: kalpis (water jar),  Attribution: the Deepdene Painter,  Period: Classical,  Date: ca. 470 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 28.80 cm.,  Classification: Vases,  Credit Line: Fletcher Fund 1956,  Accession Number: 56.171.54
tempObjectNumber: 79, Title: Terracotta statuette of a male figure holding the head and neck of a mask or image,  Period: Cypro-Archaic I,  Date: ca. 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta; handmade,  Dimensions: H. 5 1/8 in. (13 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1608
tempObjectNumber: 80, Title: Glass jug,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 2 1/16in. (5.2cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.106
tempObjectNumber: 81, Title: Gold roundel with stamped designs,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diam.: 1 7/16 in. (3.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3009
tempObjectNumber: 82, Title: Carved amber bow of a fibula (safety pin),  Period: Archaic or Classical,  Date: ca. 500 B.C.,  Culture: Etruscan,  Medium: Amber,  Dimensions: Other: 5 1/2 x 1 1/4in. (14 x 3.1cm),  Classification: Miscellaneous-Amber,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.190.2067
tempObjectNumber: 83, Title: Ring,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sard gold,  Dimensions: Other: 3/4 x 11/16 x 7/16 in. (1.8 x 1.7 x 1.1 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4243
tempObjectNumber: 84, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Agate,  Dimensions: Other: 5/8 x 7/16 x 1/8 in. (1.6 x 1.2 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.763
tempObjectNumber: 85, Title: Red jasper ring stone,  Period: Late Republican or Imperial,  Date: ca. 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Jasper red,  Dimensions: Length: 11/16 in. (1.7 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.88
tempObjectNumber: 86, Title: Glass cylindrical bottle,  Period: Early to Mid Imperial,  Date: late 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 5 1/2 in. (14 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.101
tempObjectNumber: 87, Title: Lamp,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 1/4 x 3 1/8 in. (3.2 x 7.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2237
