tempObjectNumber: 1, Title: Hinge,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 1 7/8in. (4.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5352
tempObjectNumber: 2, Title: Terracotta vase in the form of a bird,  Period: Early Corinthian,  Date: ca. 620–590 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: H. 2 3/16 in. (5.6 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.22
tempObjectNumber: 23, Title: Glass jug with spout,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 1/4 in. (8.2 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1278
tempObjectNumber: 24, Title: Bead tubular,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 1/4 x 5/16 in. (0.6 x 0.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3310
tempObjectNumber: 25, Title: Limestone fragment of a sarcophagus,  Period: Hellenistic,  Date: 3rd century  B.C.,  Culture: Cypriot,  Medium: Limestone (not marble as in Doell),  Dimensions: Overall: 18 × 69 × 2 15/16 in. (45.7 × 175.3 × 7.5 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2491
tempObjectNumber: 26, Title: Intaglios,  Medium: Gemstones-various,  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.265–.290
tempObjectNumber: 27, Title: Skyphos,  Period: Geometric,  Date: 8th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: Other (height as preserved): 2 3/4in. (6.9cm),  Classification: Vases,  Credit Line: Gift of the Greek Government 1930,  Accession Number: 30.118.35
tempObjectNumber: 28, Title: Juglet,  Period: Late Cypriot,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 6 3/16in. (15.7cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1134
tempObjectNumber: 29, Title: Statuette of two standing women,  Medium: Lead,  Dimensions: Other: 1 5/8 x 1 x 5/16 in. (4.2 x 2.6 x 0.7 cm),  Classification: Miscellaneous-Lead,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5250
tempObjectNumber: 30, Title: Glass jug,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 7 11/16 in. (19.5 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1411
tempObjectNumber: 31, Title: Neck-amphora Tyrrhenian fragments,  Attribution: the Prometheus Painter,  Period: Archaic,  Date: ca. 575–550 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Classification: Vases,  Credit Line: Gift of Mario Astarita 1956 (56.128),  Accession Number: 56.128
tempObjectNumber: 32, Title: Glass amphoriskos (perfume bottle),  Period: Late Classical or Hellenistic,  Date: 3rd century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group II,  Dimensions: H.: 3 1/8 x 1 1/2 x 1 5/8 in. (8 x 3.8 x 4.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.776
tempObjectNumber: 33, Title: Scarab,  Culture: Etruscan,  Medium: Carnelian,  Dimensions: Other: 1/2 x 3/8 x 1/4 in. (1.3 x 0.9 x 0.6 cm),  Classification: Gems,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.30
tempObjectNumber: 34, Title: Amphora,  Culture: Etruscan,  Medium: Terracotta,  Classification: Vases,  Credit Line: Gift of L. P. di Cesnola 1875,  Accession Number: 75.4.36
tempObjectNumber: 35, Title: Spirals,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 3/8 x 1/16 in. (1 x 0.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3095
tempObjectNumber: 36, Title: Terracotta lekythos (oil flask),  Period: Classical,  Date: ca. 440–430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; white-ground,  Dimensions: Diam.: 11 in. (27.9 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1075
tempObjectNumber: 37, Title: Terracotta alabastron (perfume vase),  Period: Archaic,  Date: mid-7th–mid-6th century B.C.,  Culture: Greek Corinthian,  Medium: Terracotta; black-figure,  Dimensions: H. 5 1/8 in. (13 cm),  Classification: Vases,  Credit Line: Bequest of George D. Pratt 1935,  Accession Number: 37.128.2
tempObjectNumber: 38, Title: Marble portrait of the emperor Augustus,  Period: Early Imperial Julio-Claudian,  Date: ca. A.D. 14–37,  Culture: Roman,  Medium: Marble,  Dimensions: 11in. (27.9cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1908,  Accession Number: 08.258.47
tempObjectNumber: 39, Title: Ring with scarab,  Medium: Gold glass paste,  Dimensions: Diam. (ring diameter): 11/16 in. (1.7 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4218
tempObjectNumber: 40, Title: Marble portrait bust of Severus Alexander,  Period: Late Severan,  Date: ca. A.D. 230–235,  Culture: Roman,  Medium: marble,  Dimensions: Overall: 29 1/8 x 29 1/2 in. (74 x 75 cm),  Classification: Stone Sculpture,  Credit Line: Purchase Lila Acheson Wallace and Philodoroi Gifts 2011,  Accession Number: 2011.87
tempObjectNumber: 41, Title: Juglet,  Period: Cypro-Classical I or II,  Date: 480–310 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 4 13/16in. (12.2cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.419
tempObjectNumber: 42, Title: Lamp,  Culture: Greek or Roman,  Medium: Terracotta,  Dimensions: Overall: 1 3/8 x 4 in. (3.5 x 10.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2135
tempObjectNumber: 43, Title: Limestone statuette of a female votary (worshipper) playing a tambourine,  Period: Archaic,  Date: 2nd–3rd quarter of the 6th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 17 3/4 x 4 3/4 x 2 3/4 in. (45.1 x 12.1 x 7 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2502
tempObjectNumber: 44, Title: Terracotta hydria (water jar),  Attribution: the manner of the Meidias Painter,  Period: Classical,  Date: ca. 420–410 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: diameter  13 5/16 in. (33.8 cm),  Classification: Vases,  Credit Line: Gift of John Marshall 1916,  Accession Number: 16.52
tempObjectNumber: 45, Title: Glass beaker,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: H.: 3 1/2 x 3 in. (8.9 x 7.6 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.202
tempObjectNumber: 46, Title: Pin eyelet type,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 3 3/4in. (9.5cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5528
tempObjectNumber: 47, Title: Bronze candelabrum,  Period: Hellenistic,  Date: early 3rd century B.C.,  Culture: Etruscan,  Medium: Bronze and iron,  Dimensions: H.: 34 3/4 in. (88.3 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1903,  Accession Number: 03.24.21
tempObjectNumber: 48, Title: Pinhead,  Medium: Glass,  Dimensions: Height: 1/4 x 3/4 in. (0.6 x 1.9 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.828
tempObjectNumber: 49, Title: Kylix,  Attribution: the Epeleios Painter,  Period: Archaic,  Date: ca. 510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diam. of foot: 4 7/8 in. (12.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.48
tempObjectNumber: 50, Title: Juglet,  Period: Late Cypriot IIIB,  Date: 1200–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 5 15/16in. (15.1cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1395
tempObjectNumber: 51, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 7/16 x 3/8 x 1/8 in. (1.1 x 0.9 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.1006
tempObjectNumber: 52, Title: Terracottas lekythos (oil flask),  Attribution: the Sappho Painter,  Period: Archaic,  Date: ca. 500–490 B.C.,  Culture: Greek Attic,  Medium: Terracotta; Six's technique,  Dimensions: 7 1/16in. (18cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.87
tempObjectNumber: 53, Title: Limestone votive throne,  Period: Archaic,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 30 1/2 × 18 1/2 × 15 in. (77.5 × 47 × 38.1 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2498
tempObjectNumber: 54, Title: Kylix band-cup,  Period: Archaic,  Date: ca. 540 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 12.29 cm.,  Classification: Vases,  Credit Line: Gift of Mrs. James E. Marcuse 1980,  Accession Number: 1980.536.1
tempObjectNumber: 55, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 1/8 x 3 in. (2.9 x 7.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2257
tempObjectNumber: 56, Title: Vase stamped,  Culture: Cypriot ?,  Medium: Stone,  Dimensions: H.: 2 1/2 x 3 x 5/8 in. (6.4 x 7.6 x 1.6 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2427
tempObjectNumber: 57, Title: Kylix fragments,  : Signed by Hieron as potter Attributed to Makron,  Period: Late Archaic,  Date: ca. 490 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Purchase Norbert Schimmel Gift Fund 1979,  Accession Number: 1979.11.16
tempObjectNumber: 58, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 3/8 x 1/4 x 1/8 in. (1 x 0.7 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.830
tempObjectNumber: 59, Title: Vase fragment,  Period: Early Minoan III,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 9/16 × 1 1/2 × 1/8 in. (4 × 3.8 × 0.2 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.213
tempObjectNumber: 60, Title: Horse and rider,  Period: Cypro-Classical II–Early Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made and hand-made,  Dimensions: H. 6 3/4 in. (17.1 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1786
tempObjectNumber: 61, Title: Glass ornament,  Period: Late Helladic III,  Date: ca. 1370–1200 B.C.,  Culture: Helladic Mycenaean,  Medium: Glass; mold-pressed,  Classification: Glass,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.416
tempObjectNumber: 62, Title: Gold spiral,  Period: Late Bronze Age,  Date: ca. 1600–1100 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Length: 3/4 in. (1.9 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3084
tempObjectNumber: 63, Title: Marble head of a goddess wearing a diadem,  Period: Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: H. 9 1/16 in. (23 cm),  Classification: Stone Sculpture,  Credit Line: Gift of Francis Neilson 1942,  Accession Number: 42.201.11
tempObjectNumber: 64, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Agate moss burnt,  Dimensions: Other: 9/16 x 7/16 x 1/8 in. (1.5 x 1.1 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.1004
tempObjectNumber: 65, Title: Limestone group of a male banqueter and a woman,  Period: Cypro-Archaic II,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 7 1/16 × 9 7/16 in. (18 × 24 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2504a b
tempObjectNumber: 66, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 1/8 x 2 7/8 in. (2.9 x 7.3 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2234
tempObjectNumber: 67, Title: Gilded silver cup with two handles,  Period: Latter part of the Early Bronze Age,  Date: ca. 2300–2000 B.C.,  Culture: Anatolian,  Medium: Silver gold foil,  Dimensions: H. 3 3/16 in. (8.1 cm),  Classification: Gold and Silver,  Credit Line: Gift of Norbert Schimmel Trust 1989,  Accession Number: 1989.281.46
tempObjectNumber: 68, Title: Marble grave stele of Demetrios,  Period: Late Hellenistic,  Date: 1st century B.C.,  Culture: Greek Cypriot,  Medium: Marble,  Dimensions: Overall: 36 x 15 in. (91.4 x 38.1 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2407
tempObjectNumber: 69, Title: Bronze trowel or cutter,  Period: Middle or Late Bronze Age,  Date: 2nd millennium B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: L. 1 3/4 in. (4.3 cm),  Classification: Bronzes,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.474
tempObjectNumber: 70, Title: Lamp saucer-shaped,  Date: 4th century B.C.,  Medium: Terracotta,  Dimensions: Overall: 7/8 x 2 3/4 in. (2.2 x 7 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1893
tempObjectNumber: 71, Title: Pair of terracotta plaques with glass inlays,  Period: Hellenistic,  Date: late 4th century B.C.,  Culture: Greek South Italian,  Medium: Terracotta glass,  Dimensions: length  5 11/16in. (14.5cm),  Classification: Terracottas,  Credit Line: Purchase Sandra Brue Gift 1998,  Accession Number: 1998.210.1 .2
tempObjectNumber: 72, Title: Gold pendant in the form of a gorgoneion (Gorgon's face),  Period: Classical,  Date: ca. 450 B.C.,  Culture: Greek Cypriot,  Medium: Gold,  Dimensions: Overall: 1 1/8 x 11/16in. (2.9 x 1.8cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3397b
tempObjectNumber: 73, Title: Limestone statuette of a boy holding a pyxis,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 26 x 9 x 5 1/2 in. (66 x 22.9 x 14 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2779
tempObjectNumber: 74, Title: Steatite Lentoid,  Period: Late Minoan IIIA,  Date: ca. 1400–1375 B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Overall: 11/16 x 5/8 in. (1.7 x 1.6 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.340
tempObjectNumber: 75, Title: Glass jar,  Period: Late Imperial,  Date: 4th–5th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 7/8 in. (7.3 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.238
tempObjectNumber: 76, Title: Vase fragment,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 3/8 × 2 1/16 × 7/16 in. (3.5 × 5.3 × 1.1 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2041
tempObjectNumber: 77, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 1/2 x 3/8 x 3/16 in. (1.2 x 0.9 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.920
tempObjectNumber: 78, Title: Glass mosaic bowl,  Period: Early Imperial,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman probably Italian,  Medium: Glass; cast,  Dimensions: Diam.: 3 9/16 in. (9 cm),  Classification: Glass,  Credit Line: Rogers Fund 1923,  Accession Number: 23.45
tempObjectNumber: 79, Title: Bronze Eros,  Period: Classical,  Date: 5th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H.: 2 1/2 in. (6.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.22
tempObjectNumber: 80, Title: Arretine ware fragment,  Period: Early Imperial,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 3/4 × 1 15/16 × 3/16 in. (4.4 × 5 × 0.4 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1933
tempObjectNumber: 81, Title: Vase fragment,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 2 3/16 × 1 5/16 × 5/16 in. (5.6 × 3.4 × 0.8 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2107
tempObjectNumber: 82, Title: Necklace with palmette pendants,  Medium: Gold,  Dimensions: Diameter (smallest bead): 1/8 in. (0.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3393
tempObjectNumber: 83, Title: Gold earring with head of a goat,  Period: Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 9/16 x 1/8 x 9/16 in. (1.5 x 0.3 x 1.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3462
tempObjectNumber: 84, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 15/16 x 1 1/16 in. (2.4 x 2.7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1857
tempObjectNumber: 85, Title: Terracotta statuette of Aphrodite and Eros,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek South Italian,  Medium: Terracotta,  Dimensions: H. 8 1/4 in. (21.0 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1912,  Accession Number: 12.232.11
tempObjectNumber: 86, Title: Terracotta jug,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 10 9/16 in. (26.8 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.566
tempObjectNumber: 87, Title: Agate Lentoid,  Period: Late Minoan II,  Date: ca. 1450–1400 B.C.,  Culture: Minoan,  Medium: Agate,  Dimensions: Diam.: 9/16 in. (1.4 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.235
tempObjectNumber: 88, Title: Bronze horse,  Period: Geometric,  Date: 750–725 B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: Overall: 3 15/16 x 2 7/16 in. (10 x 6.2 cm),  Classification: Bronzes,  Credit Line: Gift of H. L. Bache Foundation 1969,  Accession Number: 69.61.2
tempObjectNumber: 89, Title: Terracotta focolare (offering tray),  Period: Archaic,  Date: ca. 550–500 B.C.,  Culture: Etruscan,  Medium: Terracotta; bucchero pesante,  Dimensions: length without handles  21 3/8 in. (54.3 cm),  Classification: Terracottas,  Credit Line: Purchase 1896,  Accession Number: 96.9.145a
