tempObjectNumber: 1, Title: Terracotta pyxis (cosmetic box) with domed lid,  Period: Hellenistic,  Date: 2nd–1st century B.C.,  Culture: Greek Asia Minor,  Medium: Terracotta; white-ground,  Dimensions: h. with lid 6 3/4 in. (17.1 cm); h. without lid 4 7/16 in. (11.4 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.12a b
tempObjectNumber: 12, Title: Jug,  Period: Middle Cypriot II or III,  Date: 1800–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 12 1/2in. (31.8cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.809
tempObjectNumber: 13, Title: Terracotta neck-amphora (jar),  Attribution: the Edinburgh Painter,  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 5 3/4 in. (14.6 cm.),  Classification: Vases,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.92
tempObjectNumber: 14, Title: Glass perfume bottle,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Glass; cast and blown,  Dimensions: Diam. of rim: 3/4 in. (1.9 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.269
tempObjectNumber: 15, Title: Terracotta protome of a woman,  Period: Classical,  Date: mid-5th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 3 17/32 in. (7 cm),  Classification: Terracottas,  Credit Line: Purchase Mrs. Helen H. Mertens Gift 1961,  Accession Number: 61.11.6
tempObjectNumber: 16, Title: Marble head of a man,  Period: Imperial,  Date: 1st half of the 2nd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: 10 1/8 × 8 1/2 × 8 1/2 in. (25.7 × 21.6 × 21.6 cm),  Classification: Stone Sculpture,  Credit Line: Gift of Meyer and Lillian Schapiro 1988,  Accession Number: 1988.407
tempObjectNumber: 17, Title: Earring trumpet-shaped,  Date: 5th–3rd century B.C.,  Culture: Etruscan,  Medium: GOLD,  Dimensions: Other: 9/16 × 3/16 × 5/8 in. (1.5 × 0.5 × 1.6 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.192
tempObjectNumber: 18, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 6 x 3 3/4in. (15.2 x 9.5cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.202
tempObjectNumber: 19, Title: Patera,  Medium: Silver,  Dimensions: 1 3/4 × 6 3/16 in. (4.4 × 15.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4579
tempObjectNumber: 20, Title: Wall painting on black ground: supports with entrablature from the imperial villa at Boscotrecase,  Period: Early Imperial,  Date: last decade of the 1st century B.C.,  Culture: Roman Pompeian,  Medium: Fresco,  Dimensions: Overall: 76 x 19in. (193 x 48.3cm),  Classification: Miscellaneous-Paintings,  Credit Line: Rogers Fund 1920,  Accession Number: 20.192.4
tempObjectNumber: 21, Title: Bead ornament oval-shaped,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 1/4 × 1/16 × 7/16 in. (0.7 × 0.2 × 1.1 cm),  Classification: Gold and Silver,  Credit Line: Purchase 1898,  Accession Number: 98.11.78
tempObjectNumber: 22, Title: Gold ornament,  Period: Late Minoan III,  Date: ca. 1500–1400 B.C.,  Culture: Minoan,  Medium: Gold,  Dimensions: H.: 1/2 in. (1.3 cm),  Classification: Gold and Silver,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.13
tempObjectNumber: 23, Title: Bone needle,  Date: 2nd–5th century A.D.,  Culture: Roman,  Medium: Ivory or bone,  Dimensions: H.: 5 in. (12.7 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Purchase 1896,  Accession Number: 96.9.460
tempObjectNumber: 24, Title: Terracotta lantern,  Period: Imperial,  Date: ca. 2nd century A.D.,  Culture: Roman Egyptian,  Medium: Terracotta,  Dimensions: H.: 5 1/2 in. (14 cm),  Classification: Terracottas,  Credit Line: Gift of Mrs. Lucy W. Drexel 1889,  Accession Number: 89.2.2047
tempObjectNumber: 25, Title: Terracotta bust of a female figure,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Greek Cretan,  Medium: Terracotta,  Dimensions: 4 in. x 2 1/2 in. (10.1 cm x 6.5 cm),  Classification: Terracottas,  Credit Line: Gift of the Archaeological Institute of America 1953,  Accession Number: 53.5.31
tempObjectNumber: 26, Title: Vase fragment,  Period: Early Minoan II,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 7/16 × 2 11/16 × 3/16 in. (3.7 × 6.8 × 0.4 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.63
tempObjectNumber: 27, Title: Bronze statuette of a male votary,  Period: Late Minoan IIIA,  Date: ca. 1400–1300 B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: H. 4 in. (10.2 cm.),  Classification: Bronzes,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.106
tempObjectNumber: 28, Title: Bronze furniture attachment,  Period: Early Imperial Augustan,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 11 in. (28 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1933,  Accession Number: 33.11.4a b
tempObjectNumber: 29, Title: Terracotta krater,  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: diameter  13 7/16 in. (34.2 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Exploration of Sardis 1914,  Accession Number: 14.30.24
tempObjectNumber: 30, Title: Glass ornaments,  Period: Late Helladic III,  Date: ca. 1370–1200 B.C.,  Culture: Helladic Mycenaean,  Medium: Glass,  Dimensions: Other: 8 1/4 in. (21 cm),  Classification: Glass,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.22
tempObjectNumber: 31, Title: Glass finger ring,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek,  Medium: Glass,  Dimensions: H.: 1 in. (2.6 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.363
tempObjectNumber: 32, Title: Fibula,  Culture: Greek Cypriot,  Medium: Bronze,  Dimensions: Other: 3 15/16in. (10cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5545
tempObjectNumber: 33, Title: Standing female lyre player,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 6 9/16 in. (16.7 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1672
tempObjectNumber: 34, Title: Vase fragment,  Period: Early Minoan II,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 11/16 × 2 7/16 × 5/16 in. (4.4 × 6.2 × 0.8 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.55
tempObjectNumber: 35, Title: Amphora,  Period: Cypro-Archaic II,  Date: 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other (rim): 3 1/8in. (8cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.524
tempObjectNumber: 36, Title: Marble fragment of an Ionic column capital,  Period: Hellenistic,  Date: 3rd–1st century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: Other: 11 7/8 in. (30.2 cm),  Classification: Stone Sculpture,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.275
tempObjectNumber: 37, Title: Bracelet,  Medium: Bronze,  Dimensions: Diam.: 2 1/8 in. (5.4 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.435
tempObjectNumber: 38, Title: Terracotta statuette of woman with bird face,  Period: Late Cypriot II,  Date: ca. 1450–1200 B.C.,  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 8 3/16 in. (20.80 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1542
tempObjectNumber: 39, Title: Gold earring with head of a lion,  Period: Classical or Hellenistic,  Date: 4th‒3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 1/2 x 3/16 x 7/16 in. (1.3 x 0.5 x 1.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3490
tempObjectNumber: 40, Title: Vase fragment,  Period: Neolithic first period,  Date: ca. 4000 B.C.,  Culture: Neolithic Nemea,  Medium: Terracotta,  Dimensions: length  2 1/4in. (5.8cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.47
tempObjectNumber: 41, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 5 3/8 in. (13.7 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.189
tempObjectNumber: 42, Title: Marble sarcophagus with garlands,  Period: Severan,  Date: ca. A.D. 200–225,  Culture: Roman,  Medium: Marble Proconnesian,  Dimensions: ,  Classification: Stone Sculpture,  Credit Line: Gift of Abdo Debbas 1870,  Accession Number: 70.1
tempObjectNumber: 43, Title: Terracotta amphora (jar),  Attribution: the Acheloös Painter,  Period: Archaic,  Date: ca. 520–510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 15 3/4 in. (40 cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.17
tempObjectNumber: 44, Title: Bronze statuette of a standing male figure,  Period: Late Archaic–Early Classical,  Date: ca. 500–450 B.C.,  Culture: Campanian or South Italian Greek,  Medium: Bronze,  Dimensions: Overall: 9 3/4 x 2 3/8 x 2 3/8 in. (24.8 x 6 x 6 cm),  Classification: Bronzes,  Credit Line: Purchase Jeannette and Jonathan Rosen Gift 2000,  Accession Number: 2000.40
tempObjectNumber: 45, Title: Earring of simple form,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 13/16 x 3/16 in. (2.1 x 0.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3155
tempObjectNumber: 46, Title: Necklace with pearls and beryl beads,  Period: Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Gold pearl beryl,  Dimensions: Diameter (pearl): 3/16 × 1/8 in. (0.5 × 0.4 cm),  Classification: Gold and Silver,  Credit Line: Gift of George D. Pratt 1925,  Accession Number: 25.192.1
tempObjectNumber: 47, Title: Steatite (?) pendant in the form of a bull's head,  Period: Middle or Late Bronze Age,  Date: ca. 2200–1050 B.C.,  Culture: Minoan,  Medium: Steatite ?,  Dimensions: H. 1 3/4 in. (3.44 cm); Diameter 1 in. (2.54 cm),  Classification: Miscellaneous-Stone,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.513
tempObjectNumber: 48, Title: Intaglio,  Culture: Roman,  Medium: Chalcedony,  Dimensions: Other: 1/2 x 1/8 in. (1.2 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.874
tempObjectNumber: 49, Title: Statuette of a boy,  Medium: Terracotta,  Dimensions: Height: 5 7/16 in. (13.8 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1096
tempObjectNumber: 50, Title: Amphora,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 12 3/8in. (31.5cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.442
tempObjectNumber: 51, Title: Terracotta lekythos (oil flask),  Attribution: the Brygos Painter,  Period: Classical,  Date: ca. 480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diameter  3 7/8 in. (9.8 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.28
tempObjectNumber: 52, Title: Glass jug,  Period: Imperial,  Date: 1st–3rd century A.D.,  Culture: Roman,  Medium: Glass; mold-blown,  Dimensions: Diam.: 7/8 in. (2.2 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.115
tempObjectNumber: 53, Title: Lamp,  Period: Early Byzantine,  Date: late 5th–6th century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Overall: 3/4 x 3 3/8 in. (1.9 x 8.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2048
tempObjectNumber: 54, Title: Terracotta one-handled cup,  Period: Late Minoan I,  Date: ca. 1600–1500 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: diameter  4 1/8 in. (10.5 cm),  Classification: Vases,  Credit Line: The Cesnola Collection by exchange 1914,  Accession Number: 14.89.2
tempObjectNumber: 55, Title: Relief of a head of a woman,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 3 1/2 in. (8.89 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.164
tempObjectNumber: 56, Title: Cup from a torch-holder,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other (diameter of mouth): 2 15/16in. (7.5cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5595
tempObjectNumber: 57, Title: Gold and beryl ring,  Period: Early Imperial Augustan,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman Cypriot,  Medium: Gold plasma,  Dimensions: Diam.: 1 1/16 in. (2.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4272
tempObjectNumber: 58, Title: Terracotta tumbler,  Period: Middle Minoan IA,  Date: ca. 2100–1950 B.C.,  Culture: Minoan,  Medium: Terracotta; White-on-dark ware,  Dimensions: Other: 3in. (7.6cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.4
tempObjectNumber: 59, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 3 5/8 x 2 1/4in. (9.2 x 5.7cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.175
tempObjectNumber: 60, Title: Glass amphoriskos (perfume bottle),  Period: Classical,  Date: late 6th–5th century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group I,  Dimensions: H.: 4 5/8 in. (11.8 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1368
tempObjectNumber: 61, Title: Terracotta vessel fragment with grass motif,  Period: Late Minoan I,  Date: ca. 1600–1450 B.C.,  Culture: Minoan,  Medium: Terracotta; Dark-on-light ware,  Dimensions: Overall: 1 7/16 x 1 5/8in. (3.7 x 4.1cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.47
tempObjectNumber: 62, Title: Head of a youth,  Culture: Greek Locrian possibly,  Medium: Terracotta,  Dimensions: H.: 3 7/8 in. (9.8 cm),  Classification: Terracottas,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.460
tempObjectNumber: 63, Title: Vase fragment,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 1/4 × 1 9/16 × 3/16 in. (3.2 × 3.9 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1974
tempObjectNumber: 64, Title: Lekythos,  Attribution: the Class of Athens 581,  Period: Late Archaic,  Date: early 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: 7 5/16in. (18.6cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.83
tempObjectNumber: 65, Title: Vase fragment,  Period: Neolithic first period,  Date: ca. 4000 B.C.,  Culture: Neolithic Nemea,  Medium: Terracotta,  Dimensions: length  2 1/4in. (5.8cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.43
tempObjectNumber: 66, Title: Glass trulla (pan),  Period: Imperial,  Date: 1st–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 3/8 in. (6 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.125
tempObjectNumber: 67, Title: Head of a woman from a statuette,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek Asia Minor,  Medium: Terracotta,  Dimensions: H.: 2 13/16 in. (7.1 cm),  Classification: Terracottas,  Credit Line: Gift of Miss Harriet Faxon 1962,  Accession Number: 62.176
tempObjectNumber: 68, Title: Glass beaker,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: H.: 4 in. (10.1 cm),  Classification: Glass,  Credit Line: Bequest of Theodore M. Davis 1915,  Accession Number: 30.115.72
tempObjectNumber: 69, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 7/8 x 15/16 in. (2.2 x 2.5 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1895
tempObjectNumber: 70, Title: Glass beaker,  Period: Imperial,  Date: mid-1st–early 2nd century A.D.,  Culture: Roman,  Medium: Glass; blown and cut,  Dimensions: Diam.: 2 3/4 in. (7 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1397
tempObjectNumber: 71, Title: Ivory button,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Ivory,  Dimensions: Diam.: 1 9/16 in. (4 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5229
tempObjectNumber: 72, Title: Wreath of ivy and berries funerary,  Period: Late Classical,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: 8 3/4 × 11 1/4 × 2 7/8 in. (22.2 × 28.6 × 7.3 cm),  Classification: Gold and Silver,  Credit Line: Gift of C. Ruxton Love Jr. 1964,  Accession Number: 64.304.7
tempObjectNumber: 73, Title: Fibula,  Medium: Bronze,  Dimensions: Other: 2 15/16 in. (7.5 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.442
tempObjectNumber: 74, Title: Marble lamp,  Period: Archaic,  Date: 6th century B.C.,  Culture: Greek,  Medium: Marble Calcite,  Dimensions: diameter  6 1/2 in. (16.5 cm),  Classification: Miscellaneous-Stone,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1072
tempObjectNumber: 75, Title: Earring with pendant,  Medium: Gold,  Dimensions: Other: 9/16 x 3/16 x 1 in. (1.5 x 0.4 x 2.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3771
tempObjectNumber: 76, Title: Vase fragment,  Period: Neolithic second period,  Date: ca. 4000–3000 B.C.,  Culture: Neolithic Thessaly,  Medium: Terracotta,  Dimensions: length  1 3/4in. (4.4cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.11
tempObjectNumber: 77, Title: Terracotta squat lekythos (oil jar),  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 5 in. (12.7 cm),  Classification: Vases,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.149
tempObjectNumber: 78, Title: Beads 25,  Medium: Glass,  Dimensions: Width (smallest bead): 1/4 in. (0.6 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2353
tempObjectNumber: 79, Title: Jug with lid,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Diameter: 12 × 7 13/16 × 5 1/4 in. (30.5 × 19.8 × 13.3 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.56a b
tempObjectNumber: 80, Title: Terracotta lamp,  Period: Classical,  Date: 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-glaze,  Dimensions: Overall: 7/8 x 3 1/8 x 4 5/16 in. (2.2 x 8 x 11 cm),  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1947,  Accession Number: 47.129
tempObjectNumber: 81, Title: Terracotta one-handled jug,  Period: Early Bronze Age,  Date: ca. 2500–1900 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 17in. (43.2cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1190
tempObjectNumber: 82, Title: Terracotta rim and handle fragment from a jug,  Period: Early Minoan III,  Date: ca. 2300–2100 B.C.,  Culture: Minoan,  Medium: Terracotta; White-on-dark ware,  Dimensions: Other: 2 1/2 in. (6.3 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.162
tempObjectNumber: 83, Title: Silver didrachm,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek Rhodes,  Medium: Silver,  Dimensions: Diameter: 11/16 × 1/8 in. 0.2oz. (1.8 × 0.3 cm 6.72g),  Classification: Coins,  Credit Line: Gift of J. Pierpont Morgan 1905,  Accession Number: 05.44.708
tempObjectNumber: 84, Title: Fragment of a terracotta calyx-krater (mixing bowl),  Attribution: the Black Fury Painter,  Period: Late Classical,  Date: ca. 400–380 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: Overall: 7 3/4 x 9 1/16in. (19.7 x 23cm),  Classification: Vases,  Credit Line: Rogers Fund 1920,  Accession Number: 20.195
tempObjectNumber: 85, Title: Fibula boat-shaped type,  Medium: Bronze,  Dimensions: Other: 3 7/16 in. (8.7 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.360
tempObjectNumber: 86, Title: Terracotta stirrup jar,  Period: Late Bronze Age,  Date: ca. 1300–1230 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H.: 4 1/8 in. (10.5 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.770
tempObjectNumber: 87, Title: Gold necklace,  Period: Mid Imperial,  Date: 2nd–early 3rd century A.D.,  Culture: Roman Cypriot,  Medium: Gold,  Dimensions: Other: 16 3/8 in. (41.6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3675
tempObjectNumber: 88, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 2 1/4 x 2 3/4in. (5.7 x 7cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.181
tempObjectNumber: 89, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 7/8 x 3 1/2 in. (2.2 x 8.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2107
tempObjectNumber: 90, Title: Intaglio ?,  Medium: Amethyst,  Dimensions: Other: 9/16 × 7/16 × 5/16 in. (1.5 × 1.2 × 0.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4255
