tempObjectNumber: 1, Title: Amulet Khnum,  Medium: Clay glazed,  Dimensions: Other: 2 1/16 x 7/16 x 11/16 in. (5.2 x 1.1 x 1.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4480
tempObjectNumber: 2, Title: Lamp,  Culture: Greek or Roman,  Medium: Terracotta,  Dimensions: Overall: 1 1/4 x 3 3/4 in. (3.2 x 9.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1885
tempObjectNumber: 3, Title: Terracotta applique fragment of ivy leaves and berries,  Period: Hellenistic,  Date: 200–100 B.C.,  Culture: Greek Pergamene,  Medium: Terracotta; mold made,  Dimensions: h. 2 1/8 in. (5.5 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2027
tempObjectNumber: 29, Title: Terracotta situla (bucket),  Period: Hellenistic,  Date: 2nd–1st century B.C.,  Culture: Greek Asia Minor,  Medium: Terracotta; white-ground,  Dimensions: h. 3 in. (7.62 cm),  Classification: Vases,  Credit Line: Gift of the American Society for the Excavation of Sardis 1926,  Accession Number: 26.164.29
tempObjectNumber: 30, Title: Glass cup,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 3 1/8 in. (7.9 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.280
tempObjectNumber: 31, Title: Gold lion's head bracelet with copper-alloy core,  Period: Classical,  Date: ca. 450–400 B.C.,  Culture: Greek Cypriot,  Medium: Gold copper,  Dimensions: length of head  15/16in. (2.3cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3561
tempObjectNumber: 32, Title: Terracotta neck-amphora (jar),  Attribution: the Ptoon Painter,  Period: Archaic,  Date: ca. 570–560 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: diameter of mouth  5 15/16in. (15cm),  Classification: Vases,  Credit Line: Gift of Eugene Holman 1959,  Accession Number: 59.64
tempObjectNumber: 33, Title: Two fulcra (headrest) attachments in the form of mule's heads,  Period: Hellenistic,  Date: ca. late 3rd–1st century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H. 3 1/2 in. (8.9 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1913,  Accession Number: 13.227.9 .10
tempObjectNumber: 34, Title: Gold fibula (safety pin) with recumbent lion,  Period: Archaic-Classical,  Date: 6th–5th century B.C.,  Culture: Etruscan,  Medium: Gold,  Dimensions: Other: 1 7/16 in. (3.6 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.240
tempObjectNumber: 35, Title: Silver bracelet ending in snake's heads,  Period: Classical,  Date: 5th century B.C.,  Culture: Greek,  Medium: Silver,  Dimensions: Diam.: 3 3/4 in. (9.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3574
tempObjectNumber: 36, Title: Cameo glass with three portrait heads,  Period: Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass blue and brown,  Dimensions: Length: 7/8 in. (2.2 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.268
tempObjectNumber: 37, Title: Terracotta Columbus alabastron (perfume vase),  : Related to the Beldam Painter,  Period: Classical,  Date: ca. 470 B.C.,  Culture: Greek Attic,  Medium: Terracotta;  white-ground,  Dimensions: H. 3 3/4 in. (9.6 cm),  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1985,  Accession Number: 1985.201.1
tempObjectNumber: 38, Title: Terracotta pithoid jar,  Period: Late Helladic III,  Date: ca. 1400–1050 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 5 11/16 in. (14.5 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.763
tempObjectNumber: 39, Title: Vase fragment,  Period: Geometric,  Date: ca. 1100–700 B.C.,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: 1 11/16 × 1 11/16 × 1/8 in. (4.3 × 4.3 × 0.4 cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.202
tempObjectNumber: 40, Title: Terracotta bell-krater (bowl for mixing wine and water),  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta; red-figure,  Dimensions: Other: 8 5/8 x 8 1/8 in. (21.9 x 20.6 cm),  Classification: Vases,  Credit Line: Gift of Samuel G. Ward 1875,  Accession Number: 75.2.17
tempObjectNumber: 41, Title: Glass two-handled bottle (amphoriskos),  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 4 3/16 in. (10.6 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.260
tempObjectNumber: 42, Title: Terracotta kylix (drinking cup),  Period: Archaic,  Date: 6th century B.C.,  Culture: Greek Laconian,  Medium: Terracotta; black-figure,  Dimensions: diameter  7 3/8 in. (18.8 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Exploration of Sardis 1914,  Accession Number: 14.30.26
tempObjectNumber: 43, Title: Terracotta stirrup jar,  Period: Late Helladic IIIB,  Date: ca. 1300–1190 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 6 7/8 in. (16.4 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.745
tempObjectNumber: 44, Title: Bowl,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 3.61 cm.,  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1817
tempObjectNumber: 45, Title: Gold earring with head of a goat,  Period: Hellenistic,  Date: 2nd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 11/16 x 3/16 x 5/8 in. (1.8 x 0.4 x 1.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3469
tempObjectNumber: 46, Title: Vase,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other (length of spout): 8 9/16in. (21.7cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5564
tempObjectNumber: 47, Title: Jug,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 4 3/8in. (11.1cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.473
tempObjectNumber: 48, Title: Chain,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 13 3/4 in. (34.9 cm),  Classification: Gold and Silver,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.190.1653
tempObjectNumber: 49, Title: Glass double cosmetic flask (kohl tube),  Period: Late Imperial,  Date: 4th–5th century A.D.,  Culture: Roman Syrian,  Medium: Glass,  Dimensions: H.: 4 3/8 in. (11.1 cm),  Classification: Glass,  Credit Line: Gift of Miss Ida H. Ogilvie 1952,  Accession Number: 52.109.1
tempObjectNumber: 50, Title: Terracotta amphora (jar) with lid,  Period: Archaic,  Date: last quarter of 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Other (height without cover): 17 3/8in. (44.2cm),  Classification: Vases,  Credit Line: Gift of F. W. Rhinelander 1898,  Accession Number: 98.8.9a b
tempObjectNumber: 51, Title: Limestone statuette of a female votary of the kore type,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: H.:5 7/8 x W.:2 7/8 x D.:1 1/4 in. (14.9 x 7.3 x 3.2 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2546
tempObjectNumber: 52, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 11/16 x 1 5/16 in. (4.3 x 3.4 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1640
tempObjectNumber: 53, Title: Spirals,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 7/16 x 1/16 in. (1.1 x 0.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3101
tempObjectNumber: 54, Title: Vase fragment,  Period: Early Minoan II,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 7/16 × 1 15/16 × 3/16 in. (3.7 × 4.9 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.60
tempObjectNumber: 55, Title: Handle of an amphora stamped,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek Kos,  Medium: Terracotta,  Dimensions: H. 5.69 cm.  Length: 2.4 cm./Actual width: 1.4 cm.,  Classification: Vases,  Credit Line: Anonymous Gift 1982,  Accession Number: 1982.329
tempObjectNumber: 56, Title: Gold earring with head of an antelope,  Period: Classical or Hellenistic,  Date: 4th‒3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 7/16 x 1/8 x 1/2 in. (1.1 x 0.3 x 1.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3482
tempObjectNumber: 57, Title: Terracotta kylix (drinking cup),  Attribution: the Painter of New York 06.1021.159,  Period: Archaic,  Date: ca. 550 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Other: 4 13/16 x 10 in. (12.2 x 25.4 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.159
tempObjectNumber: 58, Title: Lamp,  Date: 2nd century A.D.,  Medium: Terracotta,  Dimensions: Overall: 7/8 x 2 3/4 in. (2.2 x 7 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2000
tempObjectNumber: 59, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: diameter  2 3/16 in. (5.6 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.150
tempObjectNumber: 60, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 7/16 x 1/4 x 3/16 in. (1 x 0.7 x 0.5 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.825
tempObjectNumber: 61, Title: Terracotta neck-amphora (jar),  Attribution: the Swing Painter,  Period: Archaic,  Date: ca. 540–530 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 14 3/4 in. (37.5 cm),  Classification: Vases,  Credit Line: Gift of F. W. Rhinelander 1898,  Accession Number: 98.8.11
tempObjectNumber: 62, Title: Glass globular bottle,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 11 3/16 in. (28.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.128
tempObjectNumber: 63, Title: Terracotta squat lekythos (oil jar),  Period: Classical,  Date: early 4th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H.: 4 1/4 in. (10.8 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.200
tempObjectNumber: 64, Title: Terracotta lekythos (oil flask),  Attribution: the Carlsruhe Painter,  Period: Classical,  Date: ca. 460–450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; white-ground,  Dimensions: H.: 11 3/8 in. (28.9 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.129
tempObjectNumber: 65, Title: Terracotta relief,  Period: Archaic,  Date: ca. 550–525 B.C.,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: 3 3/8 x 2 5/8 in.  (8.6 x 6.7 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1912,  Accession Number: 12.229.18
tempObjectNumber: 66, Title: Glass aryballos (oil bottle),  Period: Imperial,  Date: 1st–3rd century A.D.,  Culture: Roman Eastern Mediterranean,  Medium: Glass; blown,  Dimensions: H.: 3 1/16 in. (7.8 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.257
tempObjectNumber: 67, Title: Amphora,  Period: Cypro-Archaic II,  Date: 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 11 9/16in. (29.4cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.780
tempObjectNumber: 68, Title: Intaglio,  Date: 2nd century B.C.–2nd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 5/16 x 1/2 x 1/8 in. (0.9 x 1.2 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.698
tempObjectNumber: 69, Title: Stone spindle whorl,  Period: Ealy Minoan III-Middle Bronze Age,  Date: ca. 2400–1600 B.C.,  Culture: Minoan,  Medium: Stone,  Dimensions: Diameter 15/16 in. (2.3 cm); H. 7/16 in. (1 cm),  Classification: Miscellaneous-Stone,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.399
tempObjectNumber: 70, Title: Mosaic glass relief fragment,  Period: Hellenistic,  Date: late 4th to 3rd century B.C.,  Culture: Egyptian Ptolemaic,  Medium: Glass; cast,  Dimensions: Other: 1 3/16 in. (3 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.386
tempObjectNumber: 71, Title: Sard ring stone,  Period: Late Republican or Imperial,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sard,  Dimensions: Length: 1/2 in. (1.2 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.47
tempObjectNumber: 72, Title: Terracotta kylix: eye-cup (drinking cup),  Period: Archaic,  Date: ca. 530 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: diameter  11 7/8 in. (30.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.39
tempObjectNumber: 73, Title: Bone doll with articulated limbs,  Period: Hellenistic,  Date: late 4th or 3rd century B.C.,  Culture: Greek,  Medium: Bone,  Dimensions: H.: 3 in. (7.6 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Rogers Fund 1911,  Accession Number: 11.212.43
tempObjectNumber: 74, Title: Earring with head of lion,  Period: Late Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Medium: Gold,  Dimensions: Diameter: 1 5/8 × 3/8 in. (4.1 × 1 cm),  Classification: Gold and Silver,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.42
tempObjectNumber: 75, Title: Limestone plinth with the remains of a group of Herakles and the Hydra,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 4 3/8 × 9 3/8 × 25 in. (11.1 × 23.8 × 63.5 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2744
tempObjectNumber: 76, Title: Terracotta vessel fragment with rosettes,  Period: Late Minoan II,  Date: ca. 1450–1400 B.C.,  Culture: Minoan,  Medium: Terracotta; Dark-on-light ware,  Dimensions: Overall: 2 9/16 x 2 3/8in. (6.5 x 6cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.53
tempObjectNumber: 77, Title: Terracotta carinated bridge-spouted jug,  Period: Middle Minoan II,  Date: ca. 1900–1750 B.C.,  Culture: Minoan,  Medium: Terracotta; Red-slipped ware,  Dimensions: Diameter at mouth 3 9/16 in. (9 cm.),  Classification: Vases,  Credit Line: Gift of American Exploration Society 1907,  Accession Number: 07.232.20
tempObjectNumber: 78, Title: Oinochoe,  Period: Hellenic,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 13 1/4 in. (33.7 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.614
tempObjectNumber: 79, Title: Bronze spoon,  Period: Imperial,  Culture: Roman,  Medium: Bronze,  Dimensions: 4 7/16in. (11.2cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1920,  Accession Number: 20.49.10
tempObjectNumber: 80, Title: Askos in the form of an animal,  Period: Middle Cypriot,  Date: 1900–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 5 5/8in. (14.3cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.799
tempObjectNumber: 81, Title: Terracotta oinochoe (jug),  Period: Classical,  Date: ca. 430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 8 1/2 in. (21.6 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.171
tempObjectNumber: 82, Title: Glass perfume bottle,  Period: Early Imperial,  Date: early to mid-1st century A.D.,  Culture: Roman,  Medium: Glass; blown with marvered and tooled trails,  Dimensions: Other: 1 7/16in. (3.7cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.157
tempObjectNumber: 83, Title: Glass two-handled bottle,  Period: Late Imperial,  Date: ca. 4th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: Diam.: 7 1/4 in. (18.4 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.170
tempObjectNumber: 84, Title: Earring with head of bull,  Culture: Etruscan,  Medium: Gold,  Dimensions: Other: 5/8 × 3/16 × 7/8 in. (1.7 × 0.6 × 2.2 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.215
tempObjectNumber: 85, Title: Mosaic glass inlay,  Period: Late Hellenistic or Early Imperial,  Date: late 1st century B.C.–1st century A.D.,  Culture: Roman probably Egyptian,  Medium: Glass,  Dimensions: Overall: 7/16 x 1 in. (1.1 x 2.6 cm),  Classification: Glass,  Credit Line: Fletcher Fund 1942,  Accession Number: 42.11.41
tempObjectNumber: 86, Title: Plaque,  Medium: Bronze Gold,  Dimensions: Other: 4 5/16 x 7 3/16 in. (11 x 18.3 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.111
tempObjectNumber: 87, Title: Glass perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 2 1/2 x 13/16 in. (6.4 x 2.1 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5766
