tempObjectNumber: 1, Title: Glass pendant in the form of a vase,  Period: Late Imperial,  Date: 4th–early 5th century A.D.,  Culture: Roman,  Medium: Glass; rod-formed and trailed,  Dimensions: Height: 7/8 x 9/16 in. (2.2 x 1.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.476
tempObjectNumber: 15, Title: Glass pendant in the form of a miniature jar,  Period: Late Imperial,  Date: late 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; rod-formed blobbed and tooled,  Dimensions: Height: 11/16 x 5/8 in. (1.8 x 1.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4043
tempObjectNumber: 16, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Agate,  Dimensions: Other: 5/8 x 7/16 x 3/16 in. (1.5 x 1.1 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.703
tempObjectNumber: 17, Title: Bronze portrait head of the emperor Gaius (Caligula),  Period: Early Imperial Julio-Claudian,  Date: ca. A.D. 37–41,  Culture: Roman,  Medium: Bronze,  Dimensions: H. 2 11/16 in. (6.8 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.35
tempObjectNumber: 18, Title: Ribbed glass bowl,  Period: Early Imperial,  Date: late 1st century B.C.–mid 1st century A.D.,  Culture: Roman,  Medium: Glass; cast tooled and cut,  Dimensions: diameter  5 in. (12.7 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.42
tempObjectNumber: 19, Title: Bronze head of a youth,  Period: Hellenistic or Imperial,  Date: ca. 200 B.C.–A.D. 200,  Culture: Etruscan or Roman,  Medium: Bronze,  Dimensions: H.: 1 1/16 in. (2.7 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.252
tempObjectNumber: 20, Title: Silver beaker,  Period: Latter part of the Early Bronze Age,  Date: ca. 2300–2000 B.C.,  Culture: Anatolian,  Medium: Silver,  Dimensions: H. 4 1/16 in. (10.4 cm),  Classification: Gold and Silver,  Credit Line: Gift of Norbert Schimmel Trust 1989,  Accession Number: 1989.281.48
tempObjectNumber: 21, Title: Bronze hydria (water jar),  Period: Classical,  Date: 4th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H. 19 3/4 in. (50.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1944,  Accession Number: 44.11.9
tempObjectNumber: 22, Title: Intaglio,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 1/2 x 3/8 x 1/8 in. (1.2 x 1 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.856
tempObjectNumber: 23, Title: Terracotta lekythos in the form of a flying Eros,  Period: Late Classical,  Date: 2nd half of the 4th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: 8 3/4in. (22.2cm),  Classification: Vases,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.64
tempObjectNumber: 24, Title: Fibula,  Culture: Cypriot,  Medium: Silver,  Dimensions: Other: 1 1/16 x 9/16 x 2 5/16 in. (2.6 x 1.4 x 6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3202
tempObjectNumber: 25, Title: Marble funerary altar,  Period: Early Imperial Julio-Claudian,  Date: ca. A.D. 14–68,  Culture: Roman,  Medium: Marble,  Dimensions: H. 31 3/4 in. (80.7 cm),  Classification: Stone Sculpture,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.29
tempObjectNumber: 26, Title: Intaglio,  Culture: Roman,  Medium: Serpentine,  Dimensions: Other: 3/8 x 5/16 x 1/8 in. (1 x 0.8 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.847
tempObjectNumber: 27, Title: Serpentine ax head,  Period: Probably Middle Bronze Age,  Date: ca. 2000–1600 B.C.,  Culture: Anatolian,  Medium: Serpentine,  Dimensions: H. 8 5/8 in. (21.9 cm),  Classification: Miscellaneous-Stone,  Credit Line: Anonymous Gift 1936,  Accession Number: 36.122
tempObjectNumber: 28, Title: Oinochoe,  Period: Iron Age,  Date: ca. 1050–900 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 9 3/16 in. (23.3 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.734
tempObjectNumber: 29, Title: Intaglio,  Culture: Roman,  Medium: Agate,  Dimensions: Other: 1/2 x 3/8 x 1/4 in. (1.3 x 1 x 0.6 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.931
tempObjectNumber: 30, Title: Glass cup,  Period: Mid-Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 4 1/8 x 2 7/8 x 3 in. (10.5 x 7.3 x 7.6 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.279
tempObjectNumber: 31, Title: Intaglio,  Culture: Roman,  Medium: Agate,  Dimensions: Other: 1/4 x 1/8 in. (0.6 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.872
tempObjectNumber: 32, Title: Fibula boat-shaped type,  Medium: Bronze,  Dimensions: Other: 1 7/16 in. (3.7 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.309
tempObjectNumber: 33, Title: Intaglio,  Medium: Carnelian,  Dimensions: Other: 5/8 x 9/16 x 1/8 in. (1.6 x 1.4 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1407
tempObjectNumber: 34, Title: Sarcophagus fragment,  Date: late 2nd–3rd century A.D.,  Culture: Roman,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of Dr. Ernst Harms 1961,  Accession Number: 61.36
tempObjectNumber: 35, Title: Lamp,  Period: Early Byzantine,  Date: late 5th–6th century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Overall: 3/4 x 3 5/8 in. (1.9 x 9.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2046
tempObjectNumber: 36, Title: Terracotta lekythos (oil flask),  Attribution: the Icarus Painter,  Period: Classical,  Date: 2nd quarter of the 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 5 1/2 in. (14 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.37
tempObjectNumber: 37, Title: Kylix,  Period: Late Classical,  Date: ca. 400–350 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-glaze,  Dimensions: H. 5.89 cm.,  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.242
tempObjectNumber: 38, Title: Terracotta oinochoe (jug),  Period: Geometric,  Date: late 8th century B.C.–early 7th century B.C.,  Culture: Greek Cumaean,  Medium: Terracotta,  Dimensions: H. 13 in. (33 cm),  Classification: Vases,  Credit Line: Rogers Fund 1911,  Accession Number: 11.212.6
tempObjectNumber: 39, Title: Sard ring stone,  Period: Late Republican or Imperial,  Date: ca. 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sard,  Dimensions: Length: 9/16 in. (1.5 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.707
tempObjectNumber: 40, Title: Plate fragment,  Culture: East Greek Rhodian,  Medium: Terracotta,  Dimensions: 1 9/16 × 5 1/16 × 8 15/16 × 3/8 in. (4 × 12.9 × 22.7 × 1 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2129
tempObjectNumber: 41, Title: Glass bracelet,  Medium: Glass,  Dimensions: Diam.: 1 3/4 in. (4.5 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.341
tempObjectNumber: 42, Title: Intaglio,  Culture: Roman,  Medium: Amethyst,  Dimensions: Other: 7/16 x 1/4 x 1/8 in. (1.2 x 0.7 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.905
tempObjectNumber: 43, Title: Vase fragment,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 1 × 1 1/4 × 1/8 in. (2.5 × 3.1 × 0.3 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2047
tempObjectNumber: 44, Title: Vase fragment,  Period: Archaic,  Date: 7th century B.C.,  Culture: East Greek,  Medium: Terracotta,  Dimensions: 1/2 × 1 13/16 × 1/4 in. (1.3 × 4.7 × 0.7 cm),  Classification: Vases,  Credit Line: Gift of Elinor R. Price 1926,  Accession Number: 26.211.13
tempObjectNumber: 45, Title: Marble male torso,  Period: Imperial,  Date: 1st or 2nd century A.D.,  Culture: Roman,  Medium: Marble Island,  Dimensions: H. 9 1/4 in. (23.5 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.83
tempObjectNumber: 46, Title: Amphora,  Period: Hellenic,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 10 9/16 in. (26.8 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.666
tempObjectNumber: 47, Title: Terracotta inscribed alabastron (perfume vase),  Period: Archaic,  Date: ca. 600 B.C.,  Culture: Etruscan Etrusco-Corinthian,  Medium: Terracotta,  Dimensions: H. 5 5/16 in. (13.5 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.94
tempObjectNumber: 48, Title: Head of a youth,  Period: Classical,  Date: 5th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 4 1/2 in. (11.43 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.163
tempObjectNumber: 49, Title: Fibula,  Period: Geometric,  Date: 9th–8th century B.C.,  Culture: Italic Villanovan,  Medium: Bronze,  Dimensions: Other: 2 9/16 in. (6.5 cm),  Classification: Bronzes,  Credit Line: Gift of Mr. and Mrs. Jonathan P. Rosen 1991,  Accession Number: 1991.171.25
tempObjectNumber: 50, Title: Miniature amber amphora (jar),  Period: Early Imperial Julio-Claudian or Flavian,  Date: 1st century A.D.,  Culture: Roman,  Medium: Amber,  Dimensions: H.: 1 5/16 in. (3.3 cm),  Classification: Miscellaneous-Amber,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.53
tempObjectNumber: 51, Title: Vase fragment,  Date: 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: 2 1/16 × 2 1/4 × 3/16 in. (5.2 × 5.7 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2090
tempObjectNumber: 52, Title: Hydria fragment,  Attribution: the Princeton Painter,  Period: Archaic,  Date: ca. 540 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Other (greatest height): 4 5/8in. (11.8cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.92
tempObjectNumber: 53, Title: Handles of a situla,  Period: Archaic or Classical,  Date: 6th–5th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 3 3/4 x 8 3/4 in. (9.5 x 22.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.103a b
tempObjectNumber: 54, Title: Appliqué with Diomedes and Andromache,  Period: Late Imperial or Late Antique,  Date: 4th century A.D.,  Culture: Roman,  Medium: Bronze Silver,  Dimensions: Overall: 4 7/16 x 2 x 1/16 in. (11.3 x 5.1 x 0.2 cm),  Classification: Bronzes,  Credit Line: Purchase J. Paul Getty Trust and Mr. and Mrs. Michael Jaharis Marjorie de G. Litchfield Gawain McKinley Shearson and Nicholas S. Zoullas Gifts 1989,  Accession Number: 1989.11.2
tempObjectNumber: 55, Title: Kylix fragment,  Attribution: the Foundry Painter,  Period: Late Archaic,  Date: ca. 490 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1973,  Accession Number: 1973.96.1
tempObjectNumber: 56, Title: Cup,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Other (diameter of mouth): 6 7/16in. (16.3cm),  Classification: Vases,  Credit Line: Rogers Fund 1916,  Accession Number: 16.174.21
tempObjectNumber: 57, Title: Intaglio in ring,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Agate gold,  Dimensions: Other: 7/8 x 1 x 7/16 in. (2.2 x 2.6 x 1.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.449
tempObjectNumber: 58, Title: Fragment of a terracotta architectural tile,  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: 5 3/4 in. x 6 7/8 in. (14.6 cm x 17.5 cm),  Classification: Terracottas,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.164.17
tempObjectNumber: 59, Title: Perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diameter: 1 7/16 x 3/4 in. (3.7 x 1.9 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.218
tempObjectNumber: 60, Title: Bronze statuette of a draped youth,  Period: Classical,  Date: 5th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 3 11/16 in. (9.4 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1927,  Accession Number: 27.122.11
tempObjectNumber: 61, Title: Terracotta lekythos (oil flask),  Period: Classical,  Date: ca. 475–450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Height: 7 3/8 in. (18.7 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.206
tempObjectNumber: 62, Title: Gold earring with two bulls' heads,  Period: Early Hellenistic,  Date: 3rd century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 11/16 x 3/8 x 13/16 in. (1.8 x 0.9 x 2.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3477
tempObjectNumber: 63, Title: Lamp convex top,  Culture: Greek or Roman,  Medium: Terracotta,  Dimensions: Overall: 1 1/4 x 3 1/8 in. (3.2 x 7.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1878
tempObjectNumber: 64, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Agate banded,  Dimensions: Other: 11/16 x 3/8 x 1/8 in. (1.8 x 1 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.770
tempObjectNumber: 65, Title: Wall painting on red ground: candelabrum with frieze from the imperial villa at Boscotrecase,  Period: Augustan,  Date: last decade of the 1st century B.C.,  Culture: Roman,  Medium: Fresco,  Dimensions: width  60 in. (152.4 cm.),  Classification: Miscellaneous-Paintings,  Credit Line: Rogers Fund 1920,  Accession Number: 20.192.13
tempObjectNumber: 66, Title: Fragment of a terracotta architectural tile,  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: Overall: 4 1/8 x 4 1/2 in. (10.5 x 11.4 cm),  Classification: Terracottas,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.81
tempObjectNumber: 67, Title: Vase fragment,  Period: Archaic,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 3 1/4 x 1 15/16in. (8.2 x 5cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.110
tempObjectNumber: 68, Title: Bowl,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Diameter: 10 1/2 × 4 1/8 in. (26.7 × 10.5 cm),  Classification: Vases,  Credit Line: Gift of L. P. di Cesnola 1875,  Accession Number: 75.4.35
tempObjectNumber: 69, Title: Limestone head of a warrior wearing a crested helmet,  Period: Classical,  Date: 5th century B.C.?,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 4 1/4 x 3 1/2 x 2 1/4in. (10.8 x 8.9 x 5.7cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2689
tempObjectNumber: 70, Title: Silver strainer,  Period: Archaic,  Date: 6th century B.C.,  Culture: East Greek,  Medium: Silver,  Dimensions: H.: 8 7/16 in. (21.5 cm),  Classification: Gold and Silver,  Credit Line: Purchase Anonymous Gift 1973,  Accession Number: 1973.11.7
tempObjectNumber: 71, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 2 3/4 x 2 5/8in. (7 x 6.7cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.124
tempObjectNumber: 72, Title: Glass unguentarium (perfume bottle),  Period: Hellenistic,  Date: late 3rd–early 2nd century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group II,  Dimensions: H.: 3 9/16 in. (9 cm),  Classification: Glass,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.172
tempObjectNumber: 73, Title: Bronze shovel,  Period: Classical,  Date: 5th century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: Other: 9 15/16 in. (25.2 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.131
tempObjectNumber: 74, Title: Pendant in the form of Hathor's head,  Medium: Gold,  Dimensions: Other (length w/  fused chain): 1 3/8 in. (3.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3259
tempObjectNumber: 75, Title: Limestone statue of Artemis with quiver and fawn,  Period: Hellenistic,  Date: 3rd–1st century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 19 1/2 x 6 x 3 3/4in. (49.5 x 15.2 x 9.5cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2738
tempObjectNumber: 76, Title: Terracotta vessel fragment with scale pattern,  Period: Late Minoan II,  Date: ca. 1450–1400 B.C.,  Culture: Minoan,  Medium: Terracotta; Dark-on-light ware,  Dimensions: Overall: 1 3/8 x 2in. (3.5 x 5.1cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.60
tempObjectNumber: 77, Title: Glass lid,  Period: Mid-Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman Cypriot,  Medium: Glass; blown,  Dimensions: Diameter: 2 15/16 in. (7.5 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.233
tempObjectNumber: 78, Title: Bronze bracelet,  Period: Geometric,  Date: 7th century B.C.,  Culture: Greek,  Medium: bronze,  Dimensions: diameter  5 1/8 in. (13 cm),  Classification: Bronzes,  Credit Line: Purchase Moses Fried Foundation Gift 1998,  Accession Number: 1998.25
tempObjectNumber: 79, Title: Handle of a bowl,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 1 1/2in. (3.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5451
tempObjectNumber: 80, Title: Terracotta pyxis (box),  Attribution: the Thaliarchos Painter,  Period: Late Archaic,  Date: ca. 510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. of box  1 5/8 in. (4.2 cm); H. with cover  2 1/16 in. (5.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1920,  Accession Number: 20.253a b
tempObjectNumber: 81, Title: Glass jug,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: Diam.: 1 1/4 x 1 7/8 x 1 in. (3.2 x 4.8 x 2.5 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1309
tempObjectNumber: 82, Title: Gold pendant,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Cypro-Phoenician,  Medium: Gold,  Dimensions: Other: 1 1/2 in. (3.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3180
tempObjectNumber: 83, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 1 1/8 x 7/8in. (2.8 x 2.3cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.253
tempObjectNumber: 84, Title: Silver handle from a serving dish,  Period: Mid-Imperial Severan,  Date: early 3rd century A.D.,  Culture: Roman,  Medium: Silver,  Dimensions: length (preserved)    22.71 cm,  Classification: Gold and Silver,  Credit Line: Rogers Fund 1954,  Accession Number: 54.11.8
tempObjectNumber: 85, Title: Fragmentary terracotta kylix (drinking cup),  Attribution: the Triptolemos Painter,  Period: Classical,  Date: ca. 460 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: diameter  5 1/4in. (13.4cm),  Classification: Vases,  Credit Line: Rogers Fund 1914,  Accession Number: 14.105.7
tempObjectNumber: 86, Title: Seal,  Period: Early Minoan III,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 1/2 x 9/16 in. (1.3 x 1.4 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.16
tempObjectNumber: 87, Title: Baby feeder,  Period: Cypro-Geometric I,  Date: 1050–950 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 5in. (12.7cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.597
tempObjectNumber: 88, Title: Terracotta  neck-amphora (jar),  Period: Archaic,  Date: ca. 510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diameter of foot  5 15/16 in. (15 cm.),  Classification: Vases,  Credit Line: Fletcher Fund 1956,  Accession Number: 56.171.23
tempObjectNumber: 89, Title: Lamp,  Date: 2nd century A.D.,  Medium: Terracotta,  Dimensions: Length 11.6 cm.  H. 5.7 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2078
tempObjectNumber: 90, Title: Jug,  Period: Hellenic,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 5 1/4 in. (13.3 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.901
