tempObjectNumber: 1, Title: Female head,  Period: Late Hellenistic–Early Roman,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta; mold-made,  Dimensions: H. 2 5/16 in. (5.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1510
tempObjectNumber: 2, Title: Earring with plain loop and disc,  Medium: Gold,  Dimensions: Diameter: 1/2 x 1/8 in. (1.3 x 0.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3707
tempObjectNumber: 3, Title: Bronze portrait head of a pharaoh,  Period: Late Dynastic-Hellenistic,  Date: 664–31 B.C.,  Culture: Egyptian,  Medium: Bronze,  Dimensions: 2 5/8in. (6.7cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5585
tempObjectNumber: 14, Title: Fragment of an iron sword,  Period: Cypro-Archaic II,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Bronze iron silver ivory,  Dimensions: H. 4 3/4 in. (12.1 cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5672
tempObjectNumber: 15, Title: Silver mirror,  Period: Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Silver,  Dimensions: Diam.: 5 3/16 in. (13.2 cm),  Classification: Gold and Silver,  Credit Line: Gift of Norbert Schimmel Trust 1989,  Accession Number: 1989.281.82
tempObjectNumber: 16, Title: Bronze goat,  Period: Archaic,  Date: late 6th–early 5th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H. 2 15/16 in. (7.4 cm),  Classification: Bronzes,  Credit Line: Funds from various donors 1920,  Accession Number: 20.181
tempObjectNumber: 17, Title: Bowl rim,  Medium: Bronze,  Dimensions: Diam.: 1 3/4 in. (4.4 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.144
tempObjectNumber: 18, Title: Pin,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 4 1/4 in. (10.8 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.135
tempObjectNumber: 19, Title: Limestone statuette of a flute-player,  Period: Archaic,  Date: end of the 6th–early 5th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: 9 2/4 x 3 2/4 x 2 2/4 in.  (24.1 x 8.9 x 6.3 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2537
tempObjectNumber: 20, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Overall: 1 1/4 x 3 1/8 in. (3.2 x 7.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2123
tempObjectNumber: 21, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 5/8 x 1/2 x 3/16 in. (1.6 x 1.2 x 0.5 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.510
tempObjectNumber: 22, Title: Glass jug with trefoil rim,  Period: Early to Mid Imperial,  Date: 1st–early 2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 5 7/16 in. (13.8 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.99
tempObjectNumber: 23, Title: Lamp,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 x 3 1/2 in. (2.5 x 8.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2213
tempObjectNumber: 24, Title: Terracotta beaker with barbotine decoration,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 6.15 cm. Diameter 7.4 cm.,  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.841
tempObjectNumber: 25, Title: Serpentinite pendant,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Serpentinite,  Dimensions: H. 1 1/16 (2.7 cm); Diam. 9/16 in. (1.5 cm),  Classification: Miscellaneous-Stone,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5012
tempObjectNumber: 26, Title: Probe double,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 5 7/8in. (14.9cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5516
tempObjectNumber: 27, Title: Marble head of a horned youth wearing a diadem,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: Overall: 13 7/8 x 7 5/8 x 9 7/8 in. (35.2 x 19.4 x 25.1 cm),  Classification: Stone Sculpture,  Credit Line: ,  Accession Number: 2012.479.10
tempObjectNumber: 28, Title: Glass flask,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 5/8 in. (9.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.312
tempObjectNumber: 29, Title: Bronze hydria (water jar),  Period: Classical,  Date: early 4th century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: H. 20 3/16 in. (51.2 cm),  Classification: Bronzes,  Credit Line: Purchase Joseph Pulitzer Bequest 1956,  Accession Number: 56.11.3
tempObjectNumber: 30, Title: Carnelian scarab,  Period: Hellenistic,  Date: ca. 325–200 B.C.,  Culture: Etruscan,  Medium: Carnelian,  Dimensions: Other: 3/8 x 1/2 x 5/8 in. (0.9 x 1.2 x 1.6 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.485
tempObjectNumber: 31, Title: Vase fragment,  Period: Geometric,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 4 3/4 x 3 1/8in. (12 x 7.9cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.237
tempObjectNumber: 32, Title: Terracotta chalice,  Period: Archaic,  Date: 6th century B.C.,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: H.: 6 7/8 in. (17.5 cm),  Classification: Vases,  Credit Line: Gift of L. P. di Cesnola 1875,  Accession Number: 75.4.26
tempObjectNumber: 33, Title: Gold disk earring with a female head and cone pendants,  Period: Classical,  Date: ca. 350–300 B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Other: 2 1/8 in. (5.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3605
tempObjectNumber: 34, Title: Terracotta female head,  Period: Hellenistic,  Date: 3rd–1st century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 2 1/4 in. (5.72 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.130
tempObjectNumber: 35, Title: Kylix fragments,  Attribution: the Proto-Panaetian Group,  Period: Archaic,  Date: ca. 510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1969,  Accession Number: 69.44.1
tempObjectNumber: 36, Title: Glass pendant in the shape of an African’s head,  Period: Hellenistic,  Date: late 2nd–1st century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass,  Dimensions: H.: 11/16 in. (1.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.426
tempObjectNumber: 37, Title: Terracotta hydria (water jar),  Attribution: the Painter of London B 76,  Period: Archaic,  Date: ca. 560–550 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: diameter  11 3/8in. (28.9cm),  Classification: Vases,  Credit Line: Rogers Fund 1945,  Accession Number: 45.11.2
tempObjectNumber: 38, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 1/8 x 1 3/8 in. (2.9 x 3.5 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1740
tempObjectNumber: 39, Title: Bowl,  Period: Cypro-Geometric III ?,  Date: 850–750 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 10 1/4in. (26cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.995
tempObjectNumber: 40, Title: Chalcedony scaraboid,  Period: Classical,  Date: 2nd half of the 5th century B.C.,  Culture: Graeco-Persian,  Medium: Chalcedony,  Dimensions: H.: 7/8 in. (2.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.431
tempObjectNumber: 41, Title: Lamp,  Period: Hellenistic or Early Imperial,  Date: 1st century B.C.–1st century A.D.,  Culture: Greek or Roman,  Medium: Terracotta,  Dimensions: Overall: 1 x 3 9/16 in. (2.5 x 9.1 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1976
tempObjectNumber: 42, Title: Strigil,  Date: 5th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 8 7/16in. (21.4cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5470
tempObjectNumber: 43, Title: Dish,  Culture: Cypriot,  Medium: Alabaster,  Dimensions: Diam.: 3 11/16 in. (9.3 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2295b
tempObjectNumber: 44, Title: Marble stele with a Lydian inscription,  Period: Archaic,  Date: 6th century B.C.?,  Culture: Lydian,  Medium: Marble,  Dimensions: Overall: 64 3/16 x 24 1/2 x 8 in. (163 x 62.2 x 20.3 cm),  Classification: Stone Sculpture,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.59.7
tempObjectNumber: 45, Title: Terracotta kyathos (cup-shaped ladle),  Period: Archaic,  Date: ca. 520–510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 2 3/4 in. (7 cm); diameter  3 7/8 in. (9.9 cm); H. with handle  4 3/4 in. (12.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.115
tempObjectNumber: 46, Title: Terracotta jug,  Period: Middle Cypriot III,  Date: ca. 1725–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta; Black Slip Ware,  Dimensions: H. 5 3/16 in. (13.2 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1242
tempObjectNumber: 47, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Length 7.6 cm.  H. 3.3 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1867
tempObjectNumber: 48, Title: Glass 'Mercury' bottle,  Period: Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; mold-blown,  Dimensions: Overall: 4 1/2 x 1 1/8 in. (11.4 x 2.9 cm),  Classification: Glass,  Credit Line: Gift of Mr. and Mrs. Jonathan P. Rosen 1991,  Accession Number: 1991.171.1
tempObjectNumber: 49, Title: Glass oinochoe (perfume jug),  Period: Classical,  Date: late 6th–5th century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group I,  Dimensions: diameter of mouth  2 1/2 in. (6.4 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.788
tempObjectNumber: 50, Title: Spatula,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 6 7/8 in. (17.5 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.78
tempObjectNumber: 51, Title: Miniature chlorite bowl,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Chlorite,  Dimensions: Diam.: 2 1/8 in. (5.4 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5026
tempObjectNumber: 52, Title: Marble bust of a youth,  Period: Imperial,  Date: 1st or 2nd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: depth  12 in. (30.5 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1915,  Accession Number: 15.143
tempObjectNumber: 53, Title: Ring,  Medium: Garnet gold,  Dimensions: Other: 5/8 x 11/16 x 3/8 in. (1.6 x 1.7 x 0.9 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4249
tempObjectNumber: 54, Title: Ring with scarab,  Medium: Silver sard,  Dimensions: Diam. (ring diameter): 1 1/8 in. (2.8 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4196
tempObjectNumber: 55, Title: Part of the left foot of a colossal marble statue,  Period: Roman,  Date: 3rd–2nd century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: Other: 4 3/4 x 7 5/16 in. (12.1 x 18.6 cm),  Classification: Stone Sculpture,  Credit Line: Gift of Mrs. Lucy W. Drexel 1889,  Accession Number: 89.2.2142
tempObjectNumber: 56, Title: Pair of gold earrings with garnet pendants,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 1 1/2 in. (3.8 cm),  Classification: Gold and Silver,  Credit Line: Purchase 1897,  Accession Number: 97.28.4 .5
tempObjectNumber: 57, Title: Sestertius,  Date: ca. A.D. 71,  Culture: Roman,  Medium: Bronze,  Dimensions: Diameter: 11/16 × 1/8 in. 0.8oz. (1.8 × 0.3 cm 21.96g),  Classification: Coins,  Credit Line: Gift of Louis S. Levy 1950,  Accession Number: 50.194.3
tempObjectNumber: 58, Title: Carnelian scarab,  Period: Archaic,  Date: ca. early 6th century B.C.,  Culture: Greek Sardinian,  Medium: Carnelian,  Dimensions: Length: 5/8 in. (1.6 cm),  Classification: Gems,  Credit Line: Gift of Edward G. Harkness 1926,  Accession Number: 26.7.562
tempObjectNumber: 59, Title: Lamp,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 1/4 x 3 in. (3.2 x 7.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2230
tempObjectNumber: 60, Title: Oinochoe,  Date: 7th–6th century B.C.,  Culture: Etruscan,  Medium: Terracotta,  Classification: Vases,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.451
tempObjectNumber: 61, Title: Glass beaker (carchesium),  Period: Mid Imperial,  Date: late 2nd–mid-3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 3 1/16 in. (7.8 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.172
tempObjectNumber: 62, Title: Earring-loop type plain,  Medium: Gold,  Dimensions: Other: 9/16 x 9/16 x 1/8 in. (1.5 x 1.5 x 0.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3842
tempObjectNumber: 63, Title: Sardonyx cameo of a goddess flanked by attendants,  Period: Hellenistic or Early Imperial,  Date: 1st century B.C.–1st century A.D.,  Culture: Greek or Roman,  Medium: Sardonyx,  Dimensions: Overall: 1 in. (2.5 cm),  Classification: Gems,  Credit Line: Gift of Milton Weil 1929,  Accession Number: 29.175.2
tempObjectNumber: 64, Title: Part of a bronze bit,  Period: Archaic,  Date: ca. 600–480 B.C.,  Culture: Cypriot?,  Medium: Bronze,  Dimensions: length  5 1/16in. (12.8cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5386
tempObjectNumber: 65, Title: Terracotta lekythos (oil flask),  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 3 1/4 in. (8.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.161
tempObjectNumber: 66, Title: Terracotta kylix (drinking cup),  Attribution: the manner of the Epeleios Painter,  Period: Archaic,  Date: ca. 510 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 5 1/16 in. (12.8 cm); diameter  13 3/8 in. (33.9 cm); width with handles  16 3/4 in. (42.6 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.128
tempObjectNumber: 67, Title: Fragment of a terracotta kantharos (drinking cup with high handles),  Period: Late Archaic,  Date: early 5th century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta; black-figure,  Dimensions: greatest length  4 3/8 in. (11.1 cm); estimated diameter of lip  6 5/16 in. (16 cm),  Classification: Vases,  Credit Line: Gift of Nicolas Koutoulakis 1960,  Accession Number: 60.92.2
tempObjectNumber: 68, Title: Fragment of a terracotta plaque,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: 3 1/8 in. x 2 1/2 in. (7.9 cm x 6.3 cm),  Classification: Terracottas,  Credit Line: Gift of the Archaeological Institute of America 1953,  Accession Number: 53.5.42
tempObjectNumber: 69, Title: Glass skyphos (drinking cup),  Period: Hellenistic,  Date: late 3rd–early 2nd century B.C.,  Culture: Greek,  Medium: Glass; cast and cut,  Dimensions: Diameter: 5 1/4 in. (13.3 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.888
tempObjectNumber: 70, Title: Gold pendant,  Period: Classical,  Date: 4th century B.C.,  Culture: Greek,  Medium: Gold,  Dimensions: Overall: 1 1/2 x 9/16in. (3.8 x 1.4cm),  Classification: Gold and Silver,  Credit Line: Purchase Mr. and Mrs. Christos G. Bastis Gift 1999,  Accession Number: 1999.12
tempObjectNumber: 71, Title: Glass jar,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 1/4 in. (5.7 cm),  Classification: Glass,  Credit Line: Gift of Mrs. Elias Kempner 1934,  Accession Number: 34.132.4
tempObjectNumber: 72, Title: Faience bowl,  Period: Late Bronze Age,  Date: ca. 1300–1200 B.C.,  Culture: Cypriot,  Medium: Faience,  Dimensions: diameter  5 1/2 in. (14 cm),  Classification: Miscellaneous-Faience,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5070
tempObjectNumber: 73, Title: Glass base fragment,  Period: Late Imperial,  Date: ca. 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diameter: 2 7/16 in. (6.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1649
tempObjectNumber: 74, Title: Terracotta statuette of a ring dance,  Period: Cypro-Archaic II,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Terracotta; hand-made,  Dimensions: H. 3 3/4 in. (9.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1650
tempObjectNumber: 75, Title: Bowl,  Medium: Faience,  Dimensions: 2 1/16 × 7 3/8 in. (5.2 × 18.7 cm),  Classification: Miscellaneous-Faience,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5078
tempObjectNumber: 76, Title: Neck-amphora,  Attribution: the Antimenes Painter,  Period: Archaic,  Date: ca. 520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. /restored 41.50 cm.,  Classification: Vases,  Credit Line: Gift of Christos G. Bastis 1969,  Accession Number: 69.233.1
tempObjectNumber: 77, Title: Terracotta phiale (libation bowl),  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek South Italian Campanian Calenian,  Medium: Terracotta; black-glaze,  Dimensions: diameter  8in. (20.3cm),  Classification: Vases,  Credit Line: Rogers Fund 1923,  Accession Number: 23.160.12
tempObjectNumber: 78, Title: Terracotta hydria: kalpis (water jar),  Attribution: the Berlin Painter,  Period: Classical,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: diameter  12 1/4 in. (31.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.19
tempObjectNumber: 79, Title: Mirror cover,  Period: Imperial,  Culture: Roman Cypriot,  Medium: Bronze,  Dimensions: Other (Length with handle): 6 1/4in. (15.9cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5417
tempObjectNumber: 80, Title: Kylix fragments,  Attribution: the Euaion Painter,  Period: Classical,  Date: ca. 470 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1985,  Accession Number: 1985.228.3a b
tempObjectNumber: 81, Title: Terracotta jug with griffin protome handle,  Period: Archaic,  Date: 1st half of the 6th century B.C.,  Culture: Etruscan,  Medium: Terracotta; bucchero,  Dimensions: H. without handle 6 5/8 in. (16.8 cm.),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.142
tempObjectNumber: 82, Title: Serpentine blossom bowl,  Period: Late Minoan I,  Date: ca. 1600–1450 B.C.,  Culture: Minoan,  Medium: Serpentine,  Dimensions: H.: 3 3/16 in. (8.1 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: Funds from various donors 1924,  Accession Number: 24.150.2
tempObjectNumber: 83, Title: Statuette of a horseman,  Medium: Bronze,  Dimensions: H.: 4 1/2 x 2 x 1 1/2 in. (11.4 x 5.1 x 3.8 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.146
tempObjectNumber: 84, Title: Earring-hook type with discs of thin foil,  Medium: Gold,  Dimensions: Other: 9/16 × 3/16 × 7/16 in. (1.5 × 0.5 × 1.2 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4002
tempObjectNumber: 85, Title: Oinochoe chous,  Period: Classical,  Date: ca. 420 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diam. of foot: 1 9/16 in. (4 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.201
tempObjectNumber: 86, Title: Glass perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 1/2 in. (6.4 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.244
tempObjectNumber: 87, Title: Terracotta statuette of a horse and rider,  Period: Early Hellenistic,  Date: 3rd century B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made and handmade,  Dimensions: H. 5 1/2 in. (14 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1661
tempObjectNumber: 88, Title: Terracotta straight-sided cup,  Period: Middle Minoan IIB-IIIA,  Date: ca. 1800–1700 B.C.,  Culture: Minoan,  Medium: Terracotta; Kamares ware,  Dimensions: Diameter as restored 2 3/4 in. (7 cm.),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.28
