tempObjectNumber: 1, Title: Glass bowl,  Period: Early Imperial Flavian,  Date: 2nd half of 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 4 3/8 in. (11.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.122
tempObjectNumber: 36, Title: Glass rod,  Period: Imperial,  Date: 1st century A.D. or later,  Culture: Roman,  Medium: Glass; drawn and twisted,  Dimensions: Other: 6 3/4 in. (17.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.350
tempObjectNumber: 37, Title: Vase fragment,  Period: Early Minoan II,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 3 1/4 × 2 7/16 × 3/16 in. (8.2 × 6.2 × 0.5 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.58
tempObjectNumber: 38, Title: Glass beads,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 3/4 in. (1.9 cm),  Classification: Glass,  Credit Line: Purchase 1915,  Accession Number: 15.130.6
tempObjectNumber: 39, Title: Fibula or pin,  Medium: Bronze,  Dimensions: Other: 3 1/4 in. (8.3 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.77
tempObjectNumber: 40, Title: Terracotta jug,  Period: Late Cypriot I,  Date: ca. 1600–1450 B.C.,  Culture: Cypriot,  Medium: Terracotta; Base-Ring Ware,  Dimensions: H. 11 3/16 in. (28.4 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1090
tempObjectNumber: 41, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 3/16 x 7/8 in. (3 x 2.2 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1840
tempObjectNumber: 42, Title: Spirals,  Culture: Cypriot,  Medium: Gold,  Dimensions: Diameter: 3/8 x 1/16 in. (1 x 0.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3102
tempObjectNumber: 43, Title: Vase fragment,  Period: Early Minoan III,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 11/16 × 2 3/16 × 3/16 in. (4.4 × 5.6 × 0.4 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.216
tempObjectNumber: 44, Title: Amulet Khnum,  Medium: Clay glazed,  Dimensions: Other: 1 9/16 x 5/16 x 1/2 in. (4 x 0.9 x 1.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4482
tempObjectNumber: 45, Title: Vase fragment,  Period: Neolithic second period,  Date: ca. 4000–3000 B.C.,  Culture: Neolithic Thessaly,  Medium: Terracotta,  Dimensions: length  3 7/16in. (8.8cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.34
tempObjectNumber: 46, Title: Glass dish,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 6 3/4 in. (17.2 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1416
tempObjectNumber: 47, Title: Carnelian  ring stone,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Italic,  Medium: Carnelian,  Dimensions: Length: 1/2 in. (1.2 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.34
tempObjectNumber: 48, Title: Terracotta fragment of a cylindrical pyxis (box with lid) with part of handle and hatched squares,  Period: Early Minoan III,  Date: ca. 2300–2100 B.C.,  Culture: Minoan,  Medium: Terracotta; White-on-dark ware,  Dimensions: Other: 3 1/2 x 3 1/2 in. (8.9 x 8.9 cm),  Classification: Vases,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.71
tempObjectNumber: 49, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Length 7.5 cm.  H. 2.5 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1926
tempObjectNumber: 50, Title: Bronze statuette of a woman,  Period: Iron Age,  Date: ca. 1050–900 B.C.,  Culture: Cretan,  Medium: Bronze,  Dimensions: H. 2 7/8 in. (7.2 cm),  Classification: Bronzes,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.491
tempObjectNumber: 51, Title: Terracotta statuette of a draped woman,  Period: Hellenistic,  Date: 2nd century B.C.,  Culture: Greek Asia Minor,  Medium: Terracotta,  Dimensions: H.: 11 1/2 in. (29.2 cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.84
tempObjectNumber: 52, Title: Terracotta stemmed dish with two handles,  Period: Cypro-Geometric I,  Date: 1050–950 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 2 9/16 in. (6.5 cm); diameter  5 3/16 in. (13.2 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.869
tempObjectNumber: 53, Title: Terracotta lekythos (oil flask),  Attribution: the Brygos Painter,  Period: Late Archaic,  Date: ca. 490–480 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 15 7/8 in. (40.3 cm); diameter  5 5/8 in. (14.3 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1928,  Accession Number: 28.57.12
tempObjectNumber: 54, Title: Foot (toes) fragment,  Period: Hellenistic or Imperial,  Culture: East Greek/Sardis Lydian,  Medium: Bronze,  Dimensions: H.: 1 7/8 x 3 x 1 1/4 in. (4.8 x 7.6 x 3.2 cm),  Classification: Bronzes,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.151
tempObjectNumber: 55, Title: Gold statuette of Zeus Serapis,  Period: Mid-Imperial,  Date: 2nd century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: H.: 1 1/8 in. (2.9 cm),  Classification: Gold and Silver,  Credit Line: Gift of Mrs. Frank Knox 1953,  Accession Number: 53.191.2
tempObjectNumber: 56, Title: Vase fragments,  Culture: Roman,  Medium: Terracotta,  Dimensions: .b: 2 1/16 × 2 5/8 × 3/8 in. (5.3 × 6.7 × 1 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.2145b
tempObjectNumber: 57, Title: Limestone statuette of a seated female figure,  Period: Cypro-Archaic II,  Date: ca.525–500 B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 4 1/2 x 3 5/8 x 1 1/2 in. (11.4 x 9.2 x 3.8 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2564
tempObjectNumber: 58, Title: Terracotta neck-amphora (jar),  Period: Archaic,  Date: ca. 525–500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diameter 15.3 cm.,  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.78
tempObjectNumber: 59, Title: Terracotta alabastron (perfume vase) in the form of a right leg,  Period: Archaic,  Date: 1st quarter of the 6th century B.C.,  Culture: Rhodian,  Medium: Terracotta,  Dimensions: H. 6 7/16 in. (16.4 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.26
tempObjectNumber: 60, Title: Lid of a bowl with knob,  Period: Cypro-Archaic I–II,  Date: 750–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 7 1/16in. (18cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.929
tempObjectNumber: 61, Title: Rock crystal spindle whorl,  Period: Middle Minoan I-Late Minoan I,  Date: ca. 2200–1450 B.C.,  Culture: Minoan,  Medium: Rock crystal,  Dimensions: H. 9 mm.,  Classification: Miscellaneous-Stone,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.400
tempObjectNumber: 62, Title: Statuette of a woman,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: H. 10 13/16 in. (27.5 cm),  Classification: Terracottas,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.50
tempObjectNumber: 63, Title: Terracotta jug,  Period: Cypro-Archaic I,  Date: ca. 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 9 15/16 in. (25.3 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.503
tempObjectNumber: 64, Title: Terracotta rim or handle from a large vase,  Period: Middle Minoan III,  Date: ca. 1700–1600 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: Overall: 3 3/8 x 3 3/4in. (8.6 x 9.5cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.64
tempObjectNumber: 65, Title: Glass pendant in the form of a leaf,  Period: Imperial,  Date: ca. 1st century A.D.,  Culture: Roman,  Medium: Glass; molded or stamped,  Dimensions: 3/16 × 5/8 × 7/8 in. (0.5 × 1.5 × 2.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.510
tempObjectNumber: 66, Title: Terracotta stirrup jar,  Period: Late Helladic IIIA2 late,  Date: ca. 1325–1300 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: H. 7 3/8 in. (18.8 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1393
tempObjectNumber: 67, Title: Glass lentoid bottle,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 6 1/2 x 15/16 in. (16.5 x 2.4 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.51
tempObjectNumber: 68, Title: Mosaic glass bowl,  Period: Early Imperial,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman probably Italian,  Medium: Glass; cast,  Dimensions: Diam.: 3 11/16 in. (9.4 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1313
tempObjectNumber: 69, Title: Glass ribbed bowl,  Period: Early Imperial,  Date: mid-1st century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: greatest diameter: 2 5/16 in. (5.9 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.76
tempObjectNumber: 70, Title: Two silver roundels,  Period: Classical,  Date: 5th century B.C.,  Culture: Greek,  Medium: Silver,  Dimensions: diameter of b  1 9/16 in. (4 cm),  Classification: Gold and Silver,  Credit Line: Gift of Christos G. Bastis in honor of Philippe de Montebello 1995,  Accession Number: 1995.539.3a b
tempObjectNumber: 71, Title: Marble Statue Group of the Three Graces,  Period: Imperial,  Date: 2nd century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: Overall: 48 7/16 x 39 3/8in. (123 x 100cm),  Classification: Stone Sculpture,  Credit Line: Purchase Philodoroi Lila Acheson Wallace Mary and Michael Jaharis Annette and Oscar de la Renta Leon Levy Foundation The Robert A. and Renée E. Belfer Family Foundation Mr. and Mrs. John A. Moran Jeannette and Jonathan Rosen Malcolm Hewitt Wiener Foundation and Nicholas S. Zoullas Gifts 2010,  Accession Number: 2010.260
tempObjectNumber: 72, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 6 3/4 x 3 3/4 x 1 3/8 in. (17.1 x 9.5 x 3.5 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.19
tempObjectNumber: 73, Title: Terracotta kernos (vase for multiple offerings),  Period: Early Cycladic III–Middle Cycladic I,  Date: ca. 2300–2200 B.C.,  Culture: Cycladic,  Medium: Terracotta,  Dimensions: Other: 14in. (35.5cm),  Classification: Vases,  Credit Line: Purchase The Annenberg Foundation Gift 2004,  Accession Number: 2004.363.1
tempObjectNumber: 74, Title: Terracotta loutrophoros (ceremonial vase for water),  Period: Archaic,  Date: last quarter of 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H.: 27 7/8 in. (70.8 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.86
tempObjectNumber: 75, Title: Gabbro mace head,  Period: Early Bronze Age,  Date: ca. 2500–1900 B.C.,  Culture: Cypriot,  Medium: Gabbro,  Dimensions: Overall: 2 3/4 x 2 1/2 x 2 1/2in. (7 x 6.3 x 6.3cm),  Classification: Miscellaneous-Stone,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5016
tempObjectNumber: 76, Title: Intaglio,  Culture: Roman,  Medium: Jasper red,  Dimensions: Other: 7/16 x 3/8 x 1/8 in. (1.2 x 1 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.883
tempObjectNumber: 77, Title: Painted limestone funerary slab with a soldier standing at ease,  Period: Hellenistic,  Date: 2nd half of 3rd century B.C.,  Culture: Greek,  Medium: Limestone paint,  Dimensions: H.: 15 x 3 1/2 in. (38.1 x 8.9 cm),  Classification: Miscellaneous-Paintings,  Credit Line: Gift of Darius Ogden Mills 1904,  Accession Number: 04.17.5
tempObjectNumber: 78, Title: Fibula bow-shaped,  Culture: Italic,  Medium: Gold,  Dimensions: Other: 1/2 × 1/4 × 1 13/16 in. (1.3 × 0.6 × 4.6 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.239
tempObjectNumber: 79, Title: Glass mosaic perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown trailed and tooled,  Dimensions: Diameter: 2 3/16 × 1/2 in. (5.5 × 1.2 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.322
tempObjectNumber: 80, Title: Terracotta canopic urn,  Period: Archaic,  Date: 6th century B.C.,  Culture: Etruscan Chiusi or environs,  Medium: Terracotta,  Dimensions: H. with cover  21 3/4 in. (55.2 cm); H. without cover  13 5/16 in. (33.8 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.50a b
tempObjectNumber: 81, Title: Terracotta lebes gamikos (round-bottomed bowl with handles and stand used in weddings),  Attribution: the Painter of London 1923,  Period: Classical,  Date: ca. 440–430 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H.: 16 5/8 in. (42.2 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.299
tempObjectNumber: 82, Title: Coin,  Medium: Silver,  Dimensions: Diameter: 1 1/16 × 1/8 in. 0.4oz. (2.7 × 0.3 cm 11.88g),  Classification: Coins,  Credit Line: Gift of J. Pierpont Morgan 1905,  Accession Number: 05.44.569
tempObjectNumber: 83, Title: Marble calyx-krater with reliefs of maidens and dancing maenads,  Period: Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Marble Pentelic,  Dimensions: H. 31 3/4 in. (80.7 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1923,  Accession Number: 23.184
tempObjectNumber: 84, Title: Mug,  Attribution: the Xenon Group,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta,  Dimensions: Other (width w/ handle): 3 1/16 × 3 11/16 in. (7.8 × 9.4 cm),  Classification: Vases,  Credit Line: Rogers Fund 1971,  Accession Number: 1971.11.16
tempObjectNumber: 85, Title: Jug,  Period: Cypro-Classical II,  Date: 400–310 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 10 1/4in. (26cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.402
tempObjectNumber: 86, Title: Lekythos,  Attribution: the Aischines Painter,  Period: Classical,  Date: ca. 460–450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diameter: 2 7/8 × 1 5/8 × 2 1/16 in. (7.3 × 4.1 × 5.2 cm),  Classification: Vases,  Credit Line: Gift of Gisela M. A. Richter 1946,  Accession Number: 46.132
tempObjectNumber: 87, Title: Vase fragment,  Culture: Roman,  Medium: Terracotta,  Dimensions: 2 1/8in. (5.4cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1687
tempObjectNumber: 88, Title: Fibula boat-shaped type,  Medium: Bronze,  Dimensions: Other: 4 in. (10.2 cm),  Classification: Bronzes,  Credit Line: Purchase 1896,  Accession Number: 96.9.361
