tempObjectNumber: 1, Title: Nicolo intaglio: Two standing figures,  Period: Imperial,  Date: ca. 2nd–3rd century A.D.,  Culture: Roman,  Medium: Nicolo,  Dimensions: Other: 5/8 x 1/2 x 1/4 in. (1.6 x 1.3 x 0.6 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.291
tempObjectNumber: 12, Title: Terracotta jug,  Period: Late Helladic IIIA-B,  Date: ca. 1400–1190 B.C.,  Culture: Mycenaean,  Medium: Terracotta; Coarse ware,  Dimensions: H. 10 7/8 in. (27.6 cm.),  Classification: Vases,  Credit Line: Gift of the Greek Government 1927,  Accession Number: 27.120.6
tempObjectNumber: 13, Title: Two fragments of a terracotta oinochoe joins 1981.11.9,  : Signed by Euthymides,  Period: Archaic,  Date: ca. 520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Jonathan P. Rosen 1987,  Accession Number: 1987.181a b
tempObjectNumber: 14, Title: Vase fragment,  Period: Early Minoan II,  Culture: Minoan,  Medium: Terracotta,  Dimensions: 1 5/8 × 1 3/4 × 3/16 in. (4.2 × 4.5 × 0.4 cm),  Classification: Vases,  Credit Line: Gift of American Exploration Society 1907,  Accession Number: 07.232.37
tempObjectNumber: 15, Title: Ring,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Gold carnelian,  Dimensions: Other: 11/16 x 5/8 x 1/4 in. (1.8 x 1.6 x 0.6 cm),  Classification: Gems,  Credit Line: Purchase 1898,  Accession Number: 98.11.79
tempObjectNumber: 16, Title: Glass beaker,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 1/4 in. (8.3 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.88
tempObjectNumber: 17, Title: Glass base fragment of a cylindrical bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; mold-blown,  Dimensions: Overall: 2 11/16 x 2 3/16in. (6.8 x 5.6cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.315
tempObjectNumber: 18, Title: Terracotta olpe (jug),  Period: Archaic,  Date: ca. 550–525 B.C.,  Culture: Etruscan,  Medium: Terracotta; black-figure,  Dimensions: H. with handle 7 1/4 in. (18.5 cm),  Classification: Vases,  Credit Line: Purchase Richard A. Van Every Gift  1962,  Accession Number: 62.11.10
tempObjectNumber: 19, Title: Kylix Fragment,  Attribution: Epiktetos,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1980,  Accession Number: 1981.135.3
tempObjectNumber: 20, Title: Seated limestone kourotrophos,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: H.:7 1/4 x W.:3 1/4 xD.: 2 1/2 in.  (18.4 x 8.3 x 6.3 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2522
tempObjectNumber: 21, Title: Glass monochrome fragment,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Glass; cast,  Dimensions: Overall: 7/8 x 1 1/2 in. (2.2 x 3.8 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1642
tempObjectNumber: 22, Title: Bronze handles from a large volute-krater (vase for mixing wine and water),  Period: Late Archaic,  Date: ca. 500–475 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H. 9 in. (22.9 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1961,  Accession Number: 61.11.4a b
tempObjectNumber: 23, Title: Statue of a figure seated,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 2 7/8 x 2 3/4 in. (7.3 x 7 cm),  Classification: Terracottas,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.152
tempObjectNumber: 24, Title: Terracotta bell-krater (mixing bowl),  : Connected in style with the Painter of the Long Overfalls,  Period: Late Classical,  Date: ca. 380–360 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: H. 12 in. (30.5 cm),  Classification: Vases,  Credit Line: Gift of David Nelson in memory of Mark L. Davison 1984,  Accession Number: 1984.323.2
tempObjectNumber: 25, Title: Terracotta antefix (roof tile) with head of a satyr,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Etruscan Cerveteri,  Medium: Terracotta,  Dimensions: 17 3/8 x 17 7/16in. (44.1 x 44.3cm),  Classification: Terracottas,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.160
tempObjectNumber: 26, Title: Terracotta volute-lamp with sea monster,  Period: Imperial,  Date: 1st century B.C.– 1st century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 1 3/16 in. (3 cm.),  Classification: Terracottas,  Credit Line: Purchase 1927,  Accession Number: 27.94.5
tempObjectNumber: 27, Title: Feet on a plinth,  Period: Cypro-Classical I ?,  Date: ca. 480–400 B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made,  Dimensions: H. 2 3/4 in. (7 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1467
tempObjectNumber: 28, Title: Glass amphoriskos (perfume bottle),  Period: Late Hellenistic,  Date: 1st century B.C.,  Culture: Greek Cypriot,  Medium: Glass; core-formed Group III,  Dimensions: Overall: 5 11/16 x 2 5/16in. (14.5 x 5.8cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.321
tempObjectNumber: 29, Title: Terracotta skyphos (drinking cup),  Period: Archaic,  Date: 6th century B.C.,  Culture: Lydian,  Medium: Terracotta,  Dimensions: diameter  6 1/2 in. (16.5 cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Exploration of Sardis 1914,  Accession Number: 14.30.5
tempObjectNumber: 30, Title: Intaglio,  Culture: Roman,  Medium: Chalcedony,  Dimensions: Other: 7/16 x 1/8 in. (1.1 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.806
tempObjectNumber: 31, Title: Terracotta bowl,  Period: Early Cypriot,  Date: ca. 2500–1900 B.C.,  Culture: Cypriot,  Medium: Terracotta; Black Polished Ware,  Dimensions: H. 2 9/16 in. (6.5 cm); diameter  4 3/16 in. (10.6 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1200
tempObjectNumber: 32, Title: Mosaic glass bowl,  Period: Early Imperial,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Glass; cast,  Dimensions: Other: 1 11/16 x 3 15/16 in. (4.3 x 10 cm),  Classification: Glass,  Credit Line: Rogers Fund 1912,  Accession Number: 12.212.1
tempObjectNumber: 33, Title: Bronze punch,  Period: Bronze Age,  Date: ca. 3000–1050 B.C.,  Culture: Minoan,  Medium: Bronze,  Dimensions: L. 5 in. (12.7 cm.),  Classification: Bronzes,  Credit Line: Gift of the American Exploration Society 1907,  Accession Number: 07.232.2
tempObjectNumber: 34, Title: Limestone votive capital,  Period: Late Classical (or later),  Date: ca. 4th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 13 1/4 x 18 1/4 x 18 3/4 in. (33.7 x 46.4 x 47.6 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2797
tempObjectNumber: 35, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 3/8 x 1/16 in. (1 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.1024
tempObjectNumber: 36, Title: Limestone statuette of Artemis with a fawn,  Period: Hellenistic ?,  Date: 310–30 B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 25 1/4 x 11 1/8 x 6 5/8 in. (64.1 x 28.3 x 16.8 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2742
tempObjectNumber: 37, Title: Terracotta jug,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Mycenaean,  Medium: Terracotta,  Dimensions: 2 3/4 in. (7 cm.),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5857
tempObjectNumber: 38, Title: Terracotta antefix (roof tile),  Period: Archaic,  Date: late 6th century B.C.,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: 6 3/4 x 11 7/8 in.  (17.09 x 30.2 cm),  Classification: Terracottas,  Credit Line: Gift of Mr. and Mrs. Klaus G. Perls 1997,  Accession Number: 1997.145.2a
tempObjectNumber: 39, Title: Gold ring with carnelian intaglio: Head of Jupiter Ammon,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Carnelian gold,  Dimensions: H.: 2 1/16 x 1 1/4 in. (5.3 x 3.1 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.55
tempObjectNumber: 40, Title: Terracotta one-handled cup,  Period: Late Minoan I,  Date: ca. 1600–1450 B.C.,  Culture: Minoan,  Medium: Terracotta; Dark-on-light ware,  Dimensions: Diameter 4 1/2 in. (11.4 cm.),  Classification: Vases,  Credit Line: Gift of American Exploration Society 1907,  Accession Number: 07.232.32
tempObjectNumber: 41, Title: Gold boat-shaped earrings,  Period: Late Classical,  Date: ca. 350 B.C.,  Culture: Greek South Italian,  Medium: Gold,  Dimensions: length  1 3/4in. (4.5cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1916,  Accession Number: 16.174.35a b
tempObjectNumber: 42, Title: Dish,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; black-glaze,  Dimensions: diameter  12.14 cm.,  Classification: Vases,  Credit Line: Purchase Ruth Elizabeth White Gift 1971,  Accession Number: 1971.11.12
tempObjectNumber: 43, Title: Glass perfume bottle,  Period: Early Imperial,  Date: early 1st century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: Diam.: 2 1/2 x 3/4 in. (6.4 x 1.9 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.186
tempObjectNumber: 44, Title: Agate scarab,  Period: Classical,  Date: 5th–4th century B.C.,  Culture: Etruscan,  Medium: Agate,  Dimensions: H.: 9/16 x 3/8 in. (1.4 x 1 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.523
tempObjectNumber: 45, Title: Ring with carbuncle,  Medium: Gold carbuncle,  Dimensions: 15/16 × 3/8 in. (2.4 × 1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4277
tempObjectNumber: 46, Title: Glass ring stone,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Italic,  Medium: Glass blue paste,  Dimensions: Length: 9/16 in. (1.5 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.32
tempObjectNumber: 47, Title: Agate Lentoid,  Period: Late Minoan IIIA,  Date: ca. 1400–1375 B.C.,  Culture: Minoan,  Medium: Agate,  Dimensions: H.: 13/16 in. (2.1 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.292
tempObjectNumber: 48, Title: Limestone bearded head with a Corinthian helmet,  Period: Cypro-Archaic II,  Date: early 5th century B.C.,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 12 5/16 × 6 1/2 × 8 3/4 in. (31.3 × 16.5 × 22.2 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2810
tempObjectNumber: 49, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sardonyx,  Dimensions: Other: 3/4 x 5/8 x 1/4 in. (2 x 1.6 x 0.6 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.124
tempObjectNumber: 50, Title: Glass skyphos (drinking cup),  Period: Hellenistic,  Date: 3rd–1st century B.C.,  Culture: Greek,  Medium: Glass; cast and cut,  Dimensions: Overall: 6 x 13 1/4 in. (15.2 x 33.7 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.94
tempObjectNumber: 51, Title: Seal three-sided,  Period: Neolithic,  Date: 4th millennium B.C.,  Culture: Minoan,  Medium: Steatite,  Dimensions: Other: 1/2 x 9/16 x 3/8 x 3/8 in. (1.3 x 1.4 x 1 x 1 cm),  Classification: Gems,  Credit Line: Gift of Alexander Boyd Hawes in memory of his mother Harriet Boyd Hawes 1946,  Accession Number: 46.111.3
tempObjectNumber: 52, Title: Lekythos,  Attribution: the Capodimonte Group,  Period: Archaic,  Date: late 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: 11 3/4in. (29.8cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.62
tempObjectNumber: 53, Title: Lamp,  Culture: Roman,  Medium: Terracotta,  Dimensions: Overall: 1 1/2 x 3 1/2 in. (3.8 x 8.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2260
tempObjectNumber: 54, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sard,  Dimensions: Other: 9/16 x 7/16 x 1/8 in. (1.4 x 1.2 x 0.4 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.1069
tempObjectNumber: 55, Title: Terracotta amphora (jar),  Attribution: the Acheloös Painter,  Period: Archaic,  Date: last quarter of 6th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 15 1/8 in. (38.4 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.29
tempObjectNumber: 56, Title: Cameo with head of medusa,  Period: Late Hellenistic or Early Imperial,  Date: 1st century B.C.–1st century A.D.,  Culture: Greek or Roman,  Medium: banded agate,  Dimensions: Other: 5/8 x 9/16 in. (1.6 x 1.4 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1431
tempObjectNumber: 57, Title: Glass cup,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown and tooled,  Dimensions: Diam.: 2 5/8 in. (6.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.154
tempObjectNumber: 58, Title: Vase fragment,  Period: Neolithic second period,  Date: ca. 4000–3000 B.C.,  Culture: Neolithic Gonia,  Medium: Terracotta,  Dimensions: length  1 7/8in. (4.8cm),  Classification: Vases,  Credit Line: Anonymous Gift 1930,  Accession Number: 30.119.66
tempObjectNumber: 59, Title: Terracotta kylix (drinking cup),  Period: Late Archaic,  Date: ca. 480–470 B.C.,  Culture: Greek Attic or Boeotian,  Medium: Terracotta; black-figure,  Dimensions: 3 5/8 x 12in. (9.2 x 30.5cm); diameter  8 3/4in. (22.2cm),  Classification: Vases,  Credit Line: Gift of Ernest Brummer 1957,  Accession Number: 57.12.4
tempObjectNumber: 60, Title: Jug,  Period: Middle Cypriot,  Date: 1900–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 10 7/16in. (26.5cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1070
tempObjectNumber: 61, Title: Earring or spiral,  Period: Archaic,  Date: 7th century B.C.,  Culture: Greek,  Medium: Silver,  Dimensions: Other (.133): 13/16 × 11/16 × 1 1/4 in. (2.1 × 1.8 × 3.2 cm),  Classification: Gold and Silver,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.192.132 .133
tempObjectNumber: 62, Title: Terracotta dish,  Period: Classical,  Date: 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-glaze,  Dimensions: H. 1 3/16 in. (3 cm); diameter  3 9/16 in. (9.1 cm),  Classification: Vases,  Credit Line: Purchase 1940,  Accession Number: 40.11.24
tempObjectNumber: 63, Title: Terracotta plaque,  Period: Classical,  Date: ca. 460–450 B.C.,  Culture: Greek Melian,  Medium: Terracotta,  Dimensions: Overall: 7 3/8 x 10 15/16in. (18.7 x 27.8cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1930,  Accession Number: 30.11.9
tempObjectNumber: 64, Title: Terracotta bell-krater (bowl for mixing wine and water),  Attribution: the Nikias Painter,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: width with handles  14 5/16 in. (36.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.4
tempObjectNumber: 65, Title: Bottle,  Period: Middle Cypriot,  Date: 1900–1600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 3 13/16in. (9.7cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1120
tempObjectNumber: 66, Title: Terracotta juglet,  Period: Late Cypriot I-IIIA,  Date: ca. 1600–1150 B.C.,  Culture: Cypriot,  Medium: Terracotta; White slip ware,  Dimensions: H. 4 3/4 in. (12.1 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1064
tempObjectNumber: 67, Title: Jug barrel-shaped,  Period: Cypro-Geometric II,  Date: 950–850 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 6 in. (15.3 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.707
tempObjectNumber: 68, Title: Peg,  Medium: Bone,  Dimensions: Other: 13/16 x 1/4 in. (2.1 x 0.6 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5188
tempObjectNumber: 69, Title: Terracotta hydria (water jar),  Attribution: the APZ Painter,  Period: Late Classical,  Date: ca. 330–300 B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta; red-figure,  Dimensions: H. 27 1/2 in. (69.9 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.227
tempObjectNumber: 70, Title: Ring with scaraboid,  Medium: Gold sard,  Dimensions: Other: 7/16 x 5/16 x 1/8 in. (1.1 x 0.7 x 0.3 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4146
tempObjectNumber: 71, Title: Pendant in the form of a lamp,  Period: Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Other: 7/8 in. 9.5lb. 2 5/16 in. (2.2 x 4.3 x 5.9 cm),  Classification: Terracottas,  Credit Line: Gift of Dr. Herbert Cahn 1955,  Accession Number: 55.196
tempObjectNumber: 72, Title: Lead coiled wire,  Period: Middle Bronze Age,  Date: ca. 1900–1600 B.C.,  Culture: Cypriot,  Medium: Lead,  Dimensions: Other: 1 3/16 in. (3 cm),  Classification: Miscellaneous-Lead,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3000d
tempObjectNumber: 73, Title: Ring with Scarab,  Medium: Gold glass paste,  Dimensions: Other: 3/8 x 1/4 x 1/4 in. (1 x 0.6 x 0.6 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4148
tempObjectNumber: 74, Title: Electrum vase with lid,  Period: Latter part of the Early Bronze Age,  Date: ca. 2300–2000 B.C.,  Culture: Anatolian,  Medium: Electrum,  Dimensions: H. with lid  9 1/16 in. (23 cm),  Classification: Gold and Silver,  Credit Line: Gift of Norbert Schimmel Trust 1989,  Accession Number: 1989.281.45a b
tempObjectNumber: 75, Title: Head of a woman,  Medium: Terracotta,  Dimensions: H. 2 9/16 in. (6.5 cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1925,  Accession Number: 25.78.79
tempObjectNumber: 76, Title: Necklace with 16 beads,  Medium: Glass,  Dimensions: Other (largest losenge): 1 1/16 x 5/16 in. (2.7 x 0.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1219
tempObjectNumber: 77, Title: Chlorite mortar or plate,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Chlorite,  Dimensions: Overall: H. 1 1/16 x D. 6 3/8 in. (2.7 x 16.2 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5042
tempObjectNumber: 78, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1/2 x 1 9/16 in. (1.2 x 4 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1982
tempObjectNumber: 79, Title: Gold spiral,  Period: Late Bronze Age,  Date: ca. 1600–1100 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: L. 15/16 in. (2.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3068
tempObjectNumber: 80, Title: Vase fragment,  Culture: East Greek/Sardis Lydian,  Medium: Terracotta,  Dimensions: Overall: 2 1/4 x 1 1/2in. (5.7 x 3.8cm),  Classification: Vases,  Credit Line: Gift of The American Society for the Excavation of Sardis 1926,  Accession Number: 26.199.269
tempObjectNumber: 81, Title: Ribbed glass bowl,  Period: Early Imperial Augustan or Julio-Claudian,  Date: late 1st century B.C.–mid-1st century A.D.,  Culture: Roman,  Medium: Glass; cast tooled and cut,  Dimensions: Diam.: 5 1/16 in. (12.8 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.200
tempObjectNumber: 82, Title: Jug,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 7 13/16in. (19.9cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.617
tempObjectNumber: 83, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Carnelian,  Dimensions: Other: 3/8 x 3/8 x 1/16 in. (1 x 0.9 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.529
tempObjectNumber: 84, Title: Bowl,  Period: Cypro-Geometric III,  Date: 850–750 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 4 1/2in. (11.4cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.627
tempObjectNumber: 85, Title: Bead,  Period: Archaic–Classical,  Date: 7th–5th century B.C.,  Culture: Italic,  Medium: Amber,  Dimensions: Diam.: 1 3/4 in. (4.4 cm),  Classification: Miscellaneous-Amber,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.43
tempObjectNumber: 86, Title: Mosaic pavement fragment,  Culture: Roman,  Medium: Tile mortar,  Dimensions: Other: 3 7/8 × 3 in. (9.8 × 7.6 cm),  Classification: Miscellaneous-Mosaic,  Credit Line: Purchase 1896,  Accession Number: 96.9.476
tempObjectNumber: 87, Title: Coin,  Medium: Silver,  Dimensions: Diameter: 1 1/16 × 3/16 in. 0.6oz. (2.7 × 0.5 cm 17.06g),  Classification: Coins,  Credit Line: Gift of J. Pierpont Morgan 1905,  Accession Number: 05.44.281
