tempObjectNumber: 1, Title: Bronze bust of a Silenus,  Period: Imperial,  Date: ca. A.D. 50–125,  Culture: Roman,  Medium: Bronze,  Dimensions: H. 4 3/4 in. (12 cm),  Classification: Bronzes,  Credit Line: Gift of the Estate of Jacob Hirsch in memory of Dr. & Mrs. Jacob Hirsch,  Accession Number: 55.129.2
tempObjectNumber: 27, Title: Jug,  Culture: Roman,  Medium: Glass,  Dimensions: H.: 3 1/2 in. (8.9 cm),  Classification: Glass,  Credit Line: Gift of Mrs. Elias Kempner 1934,  Accession Number: 34.132.10
tempObjectNumber: 28, Title: Glass perfume bottle,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Overall: 1 5/8 x 1 1/8in. (4.1 x 2.8cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.170
tempObjectNumber: 29, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 1/8 x 1/2 in. (2.9 x 1.2 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.2022
tempObjectNumber: 30, Title: Statuette of a girl armless,  Period: Hellenistic,  Date: late 4th–early 3rd century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta,  Dimensions: H. 7 in. (17.8 cm),  Classification: Terracottas,  Credit Line: Purchase 1901,  Accession Number: 01.13.2
tempObjectNumber: 31, Title: Bronze razor,  Period: Middle Cypriot II,  Date: ca. 1800–1725 B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: length  3 3/4 in. (9.5 cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5297
tempObjectNumber: 32, Title: Terracotta head of an old woman,  Period: Hellenistic,  Date: 3rd–2nd century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 2 1/8 in. (5.4 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.94
tempObjectNumber: 33, Title: Glass cinerary urn with lid,  Period: Early or Mid Imperial,  Date: second half of 1st–early 2nd century AD,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Overall H34.6cm,  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.147
tempObjectNumber: 34, Title: Wreaths 6,  Culture: Greek Laconian,  Medium: Lead,  Dimensions: 1 1/8 × 15/16 in. (2.9 × 2.4 cm),  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.174
tempObjectNumber: 35, Title: Fibula,  Culture: Cypriot,  Medium: Silver,  Dimensions: Other: 1 1/16 x 1 1/8 x 3/16 in. (2.8 x 2.8 x 0.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3205
tempObjectNumber: 36, Title: Ivory furniture attachment,  Period: Early Imperial,  Date: early 1st century A.D.,  Culture: Roman,  Medium: Ivory,  Dimensions: Overall: 2 5/16 x 1 7/8 in. (5.9 x 4.8 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.190.70
tempObjectNumber: 37, Title: Head of a youth,  Medium: Terracotta,  Dimensions: H. 3 1/2 in. (8.9 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.65
tempObjectNumber: 38, Title: Fragmentary marble inscription,  Period: Late Imperial,  Date: 1st half of 3rd century A.D.,  Culture: Roman Cypriot,  Medium: Marble white,  Dimensions: H.: 16 11/16 in. (42.4 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2377
tempObjectNumber: 39, Title: Plate,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 10 3/8in. (26.4cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.985
tempObjectNumber: 40, Title: Iron fire-tongs,  Period: Late Classical or Hellenistic,  Date: late 4th or early 3rd century B.C.,  Culture: Etruscan,  Medium: Iron,  Dimensions: Other: 21 5/8 in. (54.9 cm),  Classification: Miscellaneous-Iron,  Credit Line: Rogers Fund 1903,  Accession Number: 03.24.15
tempObjectNumber: 41, Title: Oinochoe miniature,  Medium: Silver,  Dimensions: B: 13/16 × 3/8 in. (2.1 × 0.9 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3655a b
tempObjectNumber: 42, Title: Amphora,  Period: Hellenic,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 15 5/8 in. (39.7 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.662
tempObjectNumber: 43, Title: Torch-holder,  Date: 6th–4th century B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: diameter of saucer  5 3/4 in. (14.6 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.424
tempObjectNumber: 44, Title: Limestone statuette of a beardless male votary in Greek dress,  Culture: Cypriot,  Medium: Limestone,  Dimensions: H.: 26 1/2 x 9 3/4 x 5 3/4 in. (67.3 x 24.8 x 14.6 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2634
tempObjectNumber: 45, Title: Squat lekythos,  Culture: Greek South Italian Apulian,  Medium: Terracotta,  Dimensions: 7 3/4in. (19.7cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.33
tempObjectNumber: 46, Title: Marble female figure,  Attribution: the Bastis Master,  Period: Early Cycladic II,  Date: 2600–2400 B.C.,  Culture: Cycladic,  Medium: Marble,  Dimensions: H. 24 3/4 in. (62.79 cm),  Classification: Stone Sculpture,  Credit Line: Gift of Christos G. Bastis 1968,  Accession Number: 68.148
tempObjectNumber: 47, Title: Ornament flower-shaped mount for stone base,  Medium: Gold,  Dimensions: Height: 3/16 x 1/4 in. (0.5 x 0.6 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3648
tempObjectNumber: 48, Title: Kylix Fragment,  Attribution: the Painter of the Paris Gigantomachy,  Period: Archaic,  Date: ca. 490 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: in  3 pieces: 1 3/4 × 4 15/16 × 5 3/8 × 3/16 in. (4.4 × 12.6 × 13.6 × 0.5 cm),  Classification: Vases,  Credit Line: Purchase Norbert Schimmel Gift and The Bothmer Purchase Fund 1978,  Accession Number: 1978.11.11
tempObjectNumber: 49, Title: Limestone statuette of a bearded male votary in Greek dress,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 11 7/8 x 5 1/2 x 2 1/2 in. (30.2 x 14 x 6.4 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2620
tempObjectNumber: 50, Title: Terracotta olpe (jug),  Period: Archaic,  Date: ca. 600–575 B.C.,  Culture: Etruscan Italo-Corinthian,  Medium: Terracotta,  Dimensions: Other (height without handle): 11 15/16in. (30.4cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.39
tempObjectNumber: 51, Title: Vase fragment,  Period: Helladic,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: 1 1/2 x 1 9/16in. (3.8 x 4cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1923,  Accession Number: 23.119.20
tempObjectNumber: 52, Title: Cameo fragment,  Culture: Modern,  Medium: Glass,  Dimensions: Other: 1 3/4 x 1 in. (4.4 x 2.6 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1782
tempObjectNumber: 53, Title: Terracotta skyphos (deep drinking cup),  Period: Archaic,  Date: late 7th–early 6th century B.C.,  Culture: East Greek,  Medium: Terracotta; black-figure,  Dimensions: Overall: 5 9/16 x 11 1/2in. (14.2 x 29.2cm); diameter  8 7/8in. (22.5cm),  Classification: Vases,  Credit Line: Rogers Fund 1966,  Accession Number: 66.11.1
tempObjectNumber: 54, Title: Bronze kylix (drinking cup),  Period: Late Classical or Hellenistic,  Date: 4th–3rd century B.C.,  Culture: Greek,  Medium: Bronze,  Dimensions: diameter  3 in. (7.6 cm),  Classification: Bronzes,  Credit Line: Gift of Garrett Chatfield Pier 1911,  Accession Number: 11.106
tempObjectNumber: 55, Title: Vase fragment,  Period: Helladic,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: 1 3/4 x 1 1/4in. (4.5 x 3.2cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1923,  Accession Number: 23.119.14
tempObjectNumber: 56, Title: Head of a youth,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 4 1/2 in. (11.43 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.145
tempObjectNumber: 57, Title: Terracotta amphora (jar),  Period: Early Imperial,  Date: 2nd half of 1st century A.D.,  Culture: Roman,  Medium: Terracotta; Eastern Sigillata A ware,  Dimensions: diameter  6 3/8 in. (16.2 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.856
tempObjectNumber: 58, Title: Hematite intaglio: Isis and Harpocrates,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman,  Medium: Hematite black jasper,  Dimensions: Other: 3/4 x 1/16 x 1/8 in. (1.9 x 0.2 x 0.3 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.296
tempObjectNumber: 59, Title: Glass jug,  Period: Early to Mid Imperial,  Date: 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 4 in. (10.2 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.211
tempObjectNumber: 60, Title: Jug in the form of a bull,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 10.01 cm.,  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.200
tempObjectNumber: 61, Title: Vase fragment,  Period: Helladic,  Culture: Aegean,  Medium: Terracotta,  Dimensions: 1 5/8 × 2 3/8 × 3/16 in. (4.1 × 6.1 × 0.4 cm),  Classification: Vases,  Credit Line: Anonymous Gift 1933,  Accession Number: 33.138.25
tempObjectNumber: 62, Title: Spindle whorl,  Culture: Cypriot,  Medium: Bone ?,  Dimensions: Height: 5/16 in. (0.8 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5238
tempObjectNumber: 63, Title: Terracotta kylix: lip-cup (drinking cup),  Attribution: the Tleson Painter,  Period: Archaic,  Date: ca. 550–540 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Diameter 6 in. (15.3 cm.),  Classification: Vases,  Credit Line: Rogers Fund 1918,  Accession Number: 18.74.2
tempObjectNumber: 64, Title: Handle of a jug,  Date: 7th–6th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other: 5in. (12.7cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5458
tempObjectNumber: 65, Title: Volute-krater fragment,  Period: Late Classical,  Date: ca. 370–340 B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: 8 15/16 x 5 7/16in. (22.7 x 13.8cm),  Classification: Vases,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.81.9
tempObjectNumber: 66, Title: Amphora,  Period: Cypro-Archaic I,  Date: 7th century B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Height: 7 3/4 in. (19.7 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1001
tempObjectNumber: 67, Title: Electrum earring with lobes and rosettes,  Date: 6th century B.C.,  Culture: Cypriot,  Medium: Electrum,  Dimensions: Diam.: 11/16 in. (1.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3251
tempObjectNumber: 68, Title: Glass lentoid aryballos (perfume bottle),  Period: Late Classical or Early Hellenistic,  Date: late 4th–early 3rd century B.C.,  Culture: Greek,  Medium: Glass; core-formed Group II,  Dimensions: 3 7/16 x 2 7/8 x 2 1/16 in.  (8.8 x 7.26 x 5.25 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1327
tempObjectNumber: 69, Title: Bronze statuette of a double-headed lion,  Period: Archaic,  Date: ca. 550–500 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 2 1/4 in. 12.3 cm (5.7 x 12.3 cm),  Classification: Bronzes,  Credit Line: Gift of Norbert Schimmel Trust 1989,  Accession Number: 1989.281.76
tempObjectNumber: 70, Title: Cup,  Period: Early Bronze Age,  Date: ca. 3200–2000 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Diam.: 3 1/2 in. (8.9 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1300
tempObjectNumber: 71, Title: Bowl fragments,  Medium: Glass,  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.912
tempObjectNumber: 72, Title: Terracotta kylix (drinking cup),  Attribution: the Euaion Painter,  Period: Classical,  Date: ca. 460–450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: Diam.: 6 7/8 in. (17.5 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.177
tempObjectNumber: 73, Title: Terracotta roundels in the form of theatrical masks,  Period: Hellenistic,  Date: 1st century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: diameter  5 13/16 in. (14.7 cm),  Classification: Terracottas,  Credit Line: Purchase The Fried Foundation Gift 2001,  Accession Number: 2001.767.1 .2
tempObjectNumber: 74, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Glass blue paste,  Dimensions: Other: 1/2 x 5/8 x 3/16 in. (1.3 x 1.6 x 0.5 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.55
tempObjectNumber: 75, Title: Terracotta statuette of a woman,  Period: Hellenistic,  Date: late 3rd–2nd century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H. 12 5/8 in. (32.1 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1913,  Accession Number: 13.227.12
tempObjectNumber: 76, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 5/8 x 15/16 in. (1.6 x 2.4 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1865
tempObjectNumber: 77, Title: Marble bust of a man,  Period: Early Imperial Julio-Claudian,  Date: mid-1st century A.D.,  Culture: Roman,  Medium: Marble,  Dimensions: H. 14 3/8 in. (36.5 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1912,  Accession Number: 12.233
tempObjectNumber: 78, Title: Alabaster alabastron (perfume vase),  Period: Archaic or Classical,  Date: 6th–5th century B.C.,  Culture: Cypriot,  Medium: Calcite (alabaster),  Dimensions: H. 10 1/4 x 2 1/8 in. (26 x 5.4 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5124
tempObjectNumber: 79, Title: Neck-amphora,  Attribution: the Doubleens Class,  Period: Archaic,  Date: ca. 500 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Height: 12 1/4 in. (31.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.239
tempObjectNumber: 80, Title: Glass network mosaic bowl fragment,  Period: Early Imperial,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Glass; cast,  Dimensions: H.: 13/16 x 1 7/16 in. (2.1 x 3.6 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1727
tempObjectNumber: 81, Title: Glass cylindrical bottle,  Period: Late Imperial,  Date: 3rd–5th century A.D.,  Culture: Roman,  Medium: Glass; blown and trailed,  Dimensions: H.: 6 7/16 in. (16.4 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.256
tempObjectNumber: 82, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Length 9.2 cm.  H. 2.5 cm.,  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1934
tempObjectNumber: 83, Title: Stamnos fragment,  Attribution: the Triptolemos Painter,  Period: Late Archaic,  Date: ca. 490 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1985,  Accession Number: 1985.60.2
tempObjectNumber: 84, Title: Terracotta bridge-spouted jar,  Period: Middle Minoan II–III,  Date: ca. 1900–1600 B.C.,  Culture: Minoan,  Medium: Terracotta; Kamares ware,  Dimensions: Total height as restored 6 1/8 in. (15.6 cm.),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.10
tempObjectNumber: 85, Title: Terracotta dish,  Period: Hellenistic,  Date: ca. 330–300 B.C.,  Culture: Greek South Italian Campanian Teano,  Medium: Terracotta; applied color,  Dimensions: Other: 1 5/8 x 9 1/2 in. (4.1 x 24.1 cm),  Classification: Vases,  Credit Line: Rogers Fund 1909,  Accession Number: 09.221.46g
tempObjectNumber: 86, Title: Jug miniature,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Italic-Native South Italian (Tarentine),  Medium: Terracotta,  Dimensions: H. 6.71 cm.,  Classification: Vases,  Credit Line: Rogers Fund 1966,  Accession Number: 66.11.11
tempObjectNumber: 87, Title: Glass serving dish,  Period: Early Imperial,  Date: Second half of the 1st–2nd century A.D.,  Culture: Roman,  Medium: Glass greenish colorless; cast and cut,  Dimensions: Length of handles: 2 1/16 in. (5.2 cm),  Classification: Glass,  Credit Line: Gift of Renée E. and Robert A. Belfer 2012,  Accession Number: 2012.479.3
tempObjectNumber: 88, Title: Bronze statuette of Mercury,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: Overall: 6 3/16 x 2 3/4 x 1 7/8 in. (15.7 x 6.9 x 4.8 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1057
tempObjectNumber: 89, Title: Marble trapezophoros (table support),  Period: Late Republican,  Date: 1st century B.C.,  Culture: Roman,  Medium: Marble,  Dimensions: width  50 3/4in. (128.9cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1913,  Accession Number: 13.115.1
tempObjectNumber: 90, Title: Jug,  Period: Iron Age,  Date: ca. 1050–900 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H.: 5 1/8 in. (13 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.850
