tempObjectNumber: 1, Title: Bronze stylus,  Period: Imperial,  Date: 1st‒2nd century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: 2 15/16 in. (7.5 cm.),  Classification: Bronzes,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.35
tempObjectNumber: 29, Title: Terracotta neck-amphora (jar),  Attribution: the Antimenes Painter,  Period: Archaic,  Date: ca. 520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: H. 40.49 cm.,  Classification: Vases,  Credit Line: Fletcher Fund 1956,  Accession Number: 56.171.19
tempObjectNumber: 30, Title: Ring with scaraboid,  Medium: Gold carnelian,  Dimensions: Width (bezel): 1/16 in. (0.1 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4151
tempObjectNumber: 31, Title: Intaglio,  Culture: Roman,  Medium: Agate banded,  Dimensions: Other: 3/16 x 3/8 x 1/8 in. (0.5 x 1 x 0.2 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.884
tempObjectNumber: 32, Title: Bone pin,  Period: Imperial,  Date: mid-1st–3rd century A.D.,  Culture: Roman,  Medium: Ivory or bone,  Dimensions: H.: 8 7/16 in. (21.4 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Purchase 1896,  Accession Number: 96.9.457
tempObjectNumber: 33, Title: Glass pyxis (box with lid),  Period: Hellenistic,  Date: 3rd–1st century B.C.,  Culture: Greek,  Medium: Glass; cast and cut,  Dimensions: diameter  3 3/4 in. (9.5 cm),  Classification: Glass,  Credit Line: Fletcher Fund 1959,  Accession Number: 59.11.7
tempObjectNumber: 34, Title: Relief of a head of woman,  Medium: Ivory,  Dimensions: Other: 1 11/16 x 1 1/4 x 1/4 in. (4.3 x 3.2 x 0.7 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.190.72
tempObjectNumber: 35, Title: Bone pyxis with lid,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Bone,  Dimensions: diameter of lid  2 in. (5.1 cm),  Classifications: Miscellaneous-Bone Ivory,  Credit Line: Purchase The Concordia Foundation Gift 2000,  Accession Number: 2000.5a b
tempObjectNumber: 36, Title: Relief of a torso of a woman,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: H.: 7 1/8 in. (18.1 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.108
tempObjectNumber: 37, Title: Mold fragment,  Period: Early Imperial Augustan,  Date: ca. 25 B.C.–10 A.D.,  Culture: Roman,  Medium: Terracotta,  Dimensions: Other: 6 3/16in. (15.7cm),  Classification: Vases,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.30
tempObjectNumber: 38, Title: Ribbed glass bowl,  Period: Late Hellenistic,  Date: 1st century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; cast tooled and cut,  Dimensions: Diam.: 5 7/16 in. (13.8 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.197
tempObjectNumber: 39, Title: Statuette of a woman,  Medium: Terracotta,  Dimensions: H. 10 3/8 in. (26.4 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1140
tempObjectNumber: 40, Title: Lampstand with hoof feet,  Medium: Bronze,  Dimensions: H.: 25 3/4 in. (65.4 cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5663
tempObjectNumber: 41, Title: Terracotta straight-sided cup,  Period: Middle Minoan IIIA-B,  Date: ca. 1750–1600 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: Diameter 3 5/8 in. (9.2 cm.),  Classification: Vases,  Credit Line: Gift of American Exploration Society 1907,  Accession Number: 07.232.16
tempObjectNumber: 42, Title: Marble head of a youth from a relief,  Period: Late Classical,  Date: late 4th century B.C.,  Culture: Greek,  Medium: Marble,  Dimensions: H. 13 in. (33 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1911,  Accession Number: 11.91.1
tempObjectNumber: 43, Title: Glass stirring rod,  Period: Imperial,  Date: ca. 1st–4th century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 3/16in. (0.5cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.155
tempObjectNumber: 44, Title: Terracotta stamnoid cinerary urn with lid,  Period: Archaic,  Date: ca. 650–600 B.C.,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Height (Height without lid): 5 1/2 x 6 x 6 7/8 in. (14 x 15.2 x 17.5 cm),  Classification: Vases,  Credit Line: Purchase 1896,  Accession Number: 96.9.163a b
tempObjectNumber: 45, Title: Seal,  Culture: Minoan Crete,  Medium: Serpentine (burnt),  Dimensions: Other: 3/8 x 3/4 in. (1 x 1.9 cm),  Classification: Gems,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.135
tempObjectNumber: 46, Title: Fragment of a terracotta kylix joins 1979.11.8,  Attribution: Makron,  Period: Late Archaic,  Date: ca. 490 B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1994,  Accession Number: 1994.172
tempObjectNumber: 47, Title: Pendant in the form of a phallos,  Date: 2nd century B.C.–4th century A.D.,  Culture: Roman,  Medium: Gold,  Dimensions: Other: 1/4 × 3/16 × 7/16 in. (0.6 × 0.5 × 1.2 cm),  Classification: Gold and Silver,  Credit Line: Purchase by subscription 1895,  Accession Number: 95.15.270
tempObjectNumber: 48, Title: Glass perfume bottle,  Period: Mid or Late Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 3 3/8in. (8.6cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.50
tempObjectNumber: 49, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 3 15/16 in. (10 cm),  Classification: Glass,  Credit Line: Bequest of Theodore M. Davis 1915,  Accession Number: 30.115.63
tempObjectNumber: 50, Title: Limestone head of a bearded male with a wreath of leaves,  Culture: Cypriot,  Medium: Limestone,  Dimensions: Overall: 10 x 7 5/8 x 10 in. (25.4 x 19.4 x 25.4 cm),  Classification: Stone Sculpture,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2858
tempObjectNumber: 51, Title: Fibula,  Period: Geometric,  Date: 9th–8th century B.C.,  Culture: Italic Villanovan,  Medium: Bronze,  Dimensions: H.: 1 7/16 x 3 5/8 x 15/16 in. (3.7 x 9.2 x 2.4 cm),  Classification: Bronzes,  Credit Line: Gift of Mr. and Mrs. Jonathan P. Rosen 1991,  Accession Number: 1991.171.7
tempObjectNumber: 52, Title: Bowl fragment Phoenician inscription,  Date: ca. 389 B.C.,  Culture: Cypriot,  Medium: Marble white,  Dimensions: Overall: 1 1/4 x 3 3/8 x 1 in. (3.2 x 8.6 x 2.5 cm),  Classification: Cesnola Inscriptions,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2276
tempObjectNumber: 53, Title: Silver denarius of Aemilius Scaurus,  Period: Late Republican,  Date: 58 B.C.,  Culture: Roman,  Medium: Silver,  Dimensions: 3.9g (3.9g),  Classification: Coins,  Credit Line: Rogers Fund 1908,  Accession Number: 08.170.67
tempObjectNumber: 54, Title: Bowl fragment,  Culture: Etruscan,  Medium: Terracotta,  Dimensions: Other: 6 3/16in. (15.7cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.123
tempObjectNumber: 55, Title: Terracotta bowl,  Period: Early Imperial Julio-Claudian,  Date: 1st half of 1st century A.D.,  Culture: Roman,  Medium: Terracotta; Arretine ware,  Dimensions: H. 1 9/16 in. (4 cm); diameter  2 15/16 in. (7.4 cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.862
tempObjectNumber: 56, Title: Bronze cauldron,  Period: Archaic,  Date: ca. 550 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: Diam.: 15 5/8 in. (39.7 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.58
tempObjectNumber: 57, Title: Glass bottle in the shape of a bunch of grapes,  Period: Late Imperial,  Date: ca. 3rd century A.D.,  Culture: Roman Syrian,  Medium: Glass; blown in a three-part mold,  Dimensions: H.: 5 1/8 in. (13 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.252
tempObjectNumber: 58, Title: Faience amulet plaque of Isis nourishing a pharaoh,  Period: Third Intermediate Period,  Date: ca. 1090–900 B.C.,  Culture: Egyptian,  Medium: Clay glazed,  Dimensions: H.: 1 1/4 in. (3.1 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4533
tempObjectNumber: 59, Title: Lamp,  Period: Late Imperial,  Date: 3rd century A.D.,  Culture: Roman Cypriot,  Medium: Terracotta,  Dimensions: Overall: 1 1/2 x 3 1/2 in. (3.8 x 8.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2248
tempObjectNumber: 60, Title: Terracotta loom weight,  Period: Late Corinthian,  Date: ca. 575–525 B.C.,  Culture: Greek Corinthian,  Medium: Terracotta,  Dimensions: H.: 1 11/16 x 2 1/16 in. (4.3 x 5.2 cm),  Classification: Terracottas,  Credit Line: Fletcher Fund 1926,  Accession Number: 26.60.58
tempObjectNumber: 61, Title: Carnelian ring stone,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek,  Medium: Carnelian,  Dimensions: Length: 9/16 in. (1.4 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.11
tempObjectNumber: 62, Title: Stucco relief panel,  Period: Early Imperial,  Date: 2nd half of 1st century A.D.,  Culture: Roman,  Medium: Stucco,  Dimensions: Overall: 12 x 13 7/16 in. (30.5 x 34.1 cm),  Classification: Miscellaneous-Stucco,  Credit Line: Gift of Henry G. Marquand 1892,  Accession Number: 92.11.7
tempObjectNumber: 63, Title: Bronze handle of a vessel,  Period: Late Archaic,  Date: ca. 550–490 B.C.,  Culture: Greek or Etruscan,  Medium: Bronze,  Dimensions: H.: 5 5/8 in. (14.3 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1907,  Accession Number: 07.286.103
tempObjectNumber: 64, Title: Stucco relief panel,  Period: Early Imperial Neronian,  Date: mid-1st century A.D.,  Culture: Roman,  Medium: Stucco,  Dimensions: H. 14 in (35.6 cm); width 13 3/8 in (34 cm); depth 2 3/4 in (7 cm),  Classification: Miscellaneous-Stucco,  Credit Line: Gift of Henry G. Marquand 1892,  Accession Number: 92.11.1
tempObjectNumber: 65, Title: Vase fragment,  Culture: Roman,  Medium: Terracotta; lead-glazed,  Dimensions: 2 3/8in. (6.1cm),  Classification: Vases,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.1667
tempObjectNumber: 66, Title: Seated boy,  Period: Late Cypro-Classical II–Early Hellenistic,  Date: ca. 325–300 B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made,  Dimensions: H. 13 5/8 in. (34.6 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1449
tempObjectNumber: 67, Title: Terracotta statuette of Harpokrates,  Period: Imperial,  Date: 1st–3rd century A.D.,  Culture: Roman,  Medium: Terracotta; mold-made,  Dimensions: 3 1/2 x 3 5/8 in.  (8.9 x 9.2 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5872
tempObjectNumber: 68, Title: Glass jug,  Period: Mid Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Other: 2 1/8in. (5.5cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.118
tempObjectNumber: 69, Title: Terracotta pyxis (box),  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta; black-glaze,  Dimensions: H. with cover  2 1/2 in. (6.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.109a b
tempObjectNumber: 70, Title: Terracotta votive plaque,  Period: Archaic,  Date: ca. 580–570 B.C.,  Culture: Greek Attic,  Medium: Terracotta; black-figure,  Dimensions: Overall: 4 3/4 x 1 1/2in. (12.1 x 3.8cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.81
tempObjectNumber: 71, Title: Silver bracelet with gold calf's head finial,  Period: Classical,  Date: late 6th–5th century B.C.,  Culture: Greek,  Medium: Gold Silver,  Dimensions: width  2 3/4in. (7cm),  Classification: Gold and Silver,  Credit Line: The Bothmer Purchase Fund 1986,  Accession Number: 1986.11.10
tempObjectNumber: 72, Title: Mirror,  Medium: Bronze,  Dimensions: Diam.: 9 5/16 in. (23.7 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1921,  Accession Number: 21.88.30
tempObjectNumber: 73, Title: Terracotta squat lekythos (oil flask),  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta; black-glaze,  Dimensions: H. 4 1/16 in. (10.3 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.238
tempObjectNumber: 74, Title: Fibula,  Date: 2nd century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 1 1/8 x 2 3/8 x 1 in. (2.9 x 6 x 2.5 cm),  Classification: Bronzes,  Credit Line: Gift of Miriam Schaar Schloessinger 1966,  Accession Number: 66.119.3
tempObjectNumber: 75, Title: Mosaic glass fragment,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 1/4 x 1 9/16 in. (3.1 x 3.9 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.2011
tempObjectNumber: 76, Title: Indented glass beaker,  Period: Imperial,  Date: mid-2nd–early 3rd century A.D.,  Culture: Roman,  Medium: Glass; blown tooled and trailed,  Dimensions: H.: 4 3/16 in. (10.6 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.208
tempObjectNumber: 77, Title: Terracotta antefix (roof tile) with head of a satyr,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Etruscan Cerveteri,  Medium: Terracotta,  Dimensions: 19 9/16 x 19 5/8in. (49.7 x 49.9cm),  Classification: Terracottas,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.159
tempObjectNumber: 78, Title: Pendant,  Medium: Gold,  Dimensions: Diameter: 5/16 × 1/8 in. (0.8 × 0.3 cm),  Classification: Gold and Silver,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.424
tempObjectNumber: 79, Title: Terracotta hydria: kalpis (water jar),  Attribution: the Owl-Pillar Group,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek South Italian Campanian,  Medium: Terracotta; black-glaze,  Dimensions: H. 5 1/8 in. (13 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.234
tempObjectNumber: 80, Title: Jug,  Period: Late Cypriot,  Date: 1600–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 8 5/16in. (21.1cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1028
tempObjectNumber: 81, Title: Head of a man,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 1 1/4 in. (3.2 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.93
tempObjectNumber: 82, Title: Glass dish,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 2 1/8 in. (5.4 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.141
tempObjectNumber: 83, Title: Intaglio,  Culture: Roman,  Medium: Agate,  Dimensions: Other: 9/16 x 7/16 x 1/4 in. (1.4 x 1.1 x 0.7 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.930
tempObjectNumber: 84, Title: Beads 10,  Medium: Glass,  Dimensions: Diameter (Smallest bead): 1/4 in. (0.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.657
tempObjectNumber: 85, Title: Terracotta aryballos (oil flask),  Period: Archaic,  Date: 7th century or later,  Culture: East Greek ?,  Medium: Terracotta,  Dimensions: H.: 2 1/4 in. (5.7 cm),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.267
tempObjectNumber: 86, Title: Flask with two handles,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman Cypriot,  Medium: Glass; blown,  Dimensions: Other: 2 1/8in. (5.5cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.108
tempObjectNumber: 87, Title: Terracotta hydria: kalpis (water jar),  Attribution: the Niobid Painter,  Period: Classical,  Date: ca. 460–450 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Dimensions: H. 10 15/16 in. (27.7 cm); diameter  8 7/8 in. (22.6 cm); width with handles 10 15/16 in. (27.8 cm),  Classification: Vases,  Credit Line: Rogers Fund 1941,  Accession Number: 41.162.98
tempObjectNumber: 88, Title: Bronze cauldron,  Period: Cypro-Archaic,  Date: 7th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other (approx. diameter of mouth): 9 1/16in. (23cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5636
tempObjectNumber: 89, Title: Fragment of a terracotta oinochoe (jug),  Attribution: the Cesnola Painter,  Period: Geometric,  Date: ca. 750–740 B.C.,  Culture: Greek Euboean,  Medium: Terracotta,  Dimensions: H. 6 9/16 in. (16.7 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5885
tempObjectNumber: 90, Title: Carnelian scarab,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Etruscan,  Medium: Carnelian,  Dimensions: H.: 5/8 in. (1.6 cm),  Classification: Gems,  Credit Line: Gift of Rupert L. Joseph 1955,  Accession Number: 55.128.2
