tempObjectNumber: 1, Title: Spacer beads from an apron-like garment,  Period: Archaic,  Date: 7th century B.C.,  Culture: Italic,  Medium: Amber,  Dimensions: H.: 13/16 x 1 1/16 in. (2 x 2.7 cm)average,  Classification: Miscellaneous-Faience,  Credit Line: Purchase Renée E. and Robert A. Belfer Patti Cadby Birch and The Joseph Rosen Foundation Inc. Gifts and Harris Brisbane Dick Fund 1992,  Accession Number: 1992.11.48
tempObjectNumber: 47, Title: Glass jug,  Period: Late Imperial,  Date: 4th–5th century A.D.,  Culture: Roman,  Medium: Glass; blown in a dip mold,  Dimensions: H.: 4 1/2 x 1 3/4 x 1 3/4 in. (11.4 x 4.4 x 4.4 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.239
tempObjectNumber: 48, Title: Juglet,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 3 3/8in. (8.6cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.529
tempObjectNumber: 49, Title: Chisel or ligula,  Culture: Roman,  Medium: Bronze,  Dimensions: Other: 3 3/4 in. (9.5 cm),  Classification: Bronzes,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.99
tempObjectNumber: 50, Title: Marble statue of a fighting Gaul,  Period: Late Hellenistic,  Date: 2nd or 1st century B.C.,  Culture: Greek,  Medium: Marble Island,  Dimensions: H. 36 5/8 in. (93 cm),  Classification: Stone Sculpture,  Credit Line: Rogers Fund 1908,  Accession Number: 08.258.48
tempObjectNumber: 51, Title: Mosaic glass inlay,  Period: Early Imperial,  Date: late 1st century B.C.–1st century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 1 1/8 in. (2.9 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.389
tempObjectNumber: 52, Title: Glass jar,  Period: Imperial,  Date: mid-1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 8 5/8 x 6 5/8 in. (21.9 x 16.8 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.7
tempObjectNumber: 53, Title: Terracotta aryballos (oil flask) in the form of two blacks' heads,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: H. 2 5/8 in. (6.7 cm),  Classification: Vases,  Credit Line: Fletcher Fund 1927,  Accession Number: 27.122.21
tempObjectNumber: 54, Title: Intaglio,  Medium: Glass,  Dimensions: Other: 1/2 x 7/16 x 1/16 in. (1.3 x 1.2 x 0.2 cm),  Classification: Gems,  Credit Line: Gift of Miss Helen Miller Gould 1910,  Accession Number: 10.130.1404
tempObjectNumber: 55, Title: Statuette of Eros,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta,  Dimensions: H. 3 in. (7.6 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1909,  Accession Number: 10.117
tempObjectNumber: 56, Title: Dinos,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 13 3/8in. (34cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.691
tempObjectNumber: 57, Title: Glass head of a child,  Medium: Glass,  Dimensions: H.: 2 1/4 in. (5.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.254
tempObjectNumber: 58, Title: Glass bracelet,  Period: Imperial,  Date: ca. 2nd–4th century A.D.,  Culture: Roman,  Medium: Glass; drawn and tooled,  Dimensions: Diam.: 3 1/16 in. (7.8 cm),  Classification: Glass,  Credit Line: Bequest of Mary Anna Palmer Draper 1914,  Accession Number: 15.43.194
tempObjectNumber: 59, Title: Earring fragment,  Culture: Cypriot,  Medium: Gold bronze,  Dimensions: Other (gold piece): 3/4 x 1/8 in. (1.9 x 0.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3336
tempObjectNumber: 60, Title: Jug,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 8in. (20.3cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.581
tempObjectNumber: 61, Title: Shell,  Medium: Shell,  Dimensions: Other: 2 13/16 x 3 5/8 x 4 7/16 in. (7.1 x 9.2 x 11.3 cm),  Classification: Miscellaneous-Shell,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5252
tempObjectNumber: 62, Title: Intaglio,  Culture: Roman,  Medium: Chalcedony,  Dimensions: Other: 9/16 x 7/16 x 1/8 in. (1.4 x 1.2 x 0.3 cm),  Classification: Gems,  Credit Line: Bequest of W. Gedney Beatty 1941,  Accession Number: 41.160.928
tempObjectNumber: 63, Title: Earring crescent-shaped,  Medium: Gold,  Dimensions: Other: 11/16 × 11/16 × 1/8 in. (1.8 × 1.7 × 0.3 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3884
tempObjectNumber: 64, Title: Cup,  Period: Geometric,  Date: 8th century B.C.,  Culture: Greek Attic,  Medium: Terracotta,  Dimensions: 1 7/8in. (4.7cm),  Classification: Vases,  Credit Line: Gift of the Greek Government 1930,  Accession Number: 30.118.8
tempObjectNumber: 65, Title: Terracotta amphora (jug),  Period: Mid-Imperial,  Date: 2nd–3rd century A.D.,  Culture: Roman,  Medium: Terracotta; Cnidian relief ware,  Dimensions: H. 10 3/8 in. (26.4 cm),  Classification: Vases,  Credit Line: Gift of Arthur L. Gale 1949,  Accession Number: 49.94.5
tempObjectNumber: 66, Title: Krater,  Period: Cypro-Archaic I,  Date: 750–600 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 8 3/8in. (21.3cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.601
tempObjectNumber: 67, Title: Bronze dagger blade,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: length  5 5/16 in. (13.5 cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5290
tempObjectNumber: 68, Title: Bronze stamp,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman Asia Minor,  Medium: Bronze,  Dimensions: Overall: 1 7/16 x 3 3/8 in. (3.7 x 8.6 cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1924,  Accession Number: 24.97.101
tempObjectNumber: 69, Title: Glass sprinkler flask,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman Syrian,  Medium: Glass; blown trailed and tooled,  Dimensions: H.: 4 3/8 in. (11.1 cm),  Classification: Glass,  Credit Line: Gift of Mrs. Elias Kempner 1934,  Accession Number: 34.132.38
tempObjectNumber: 70, Title: Terracotta statuette of a girl playing ball,  Period: Hellenistic,  Date: 3rd century B.C.,  Culture: Greek South Italian,  Medium: Terracotta,  Dimensions: H. 7 1/4 in. (18.3 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1907,  Accession Number: 07.286.18
tempObjectNumber: 71, Title: Beads 7,  Culture: Roman,  Medium: Glass,  Dimensions: Other: 1 7/16 x 5/16 in. (3.7 x 0.8 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.553
tempObjectNumber: 72, Title: Askos in the form of a bird,  Period: Cypro-Archaic I,  Date: 750–480 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: 4 1/2in. (11.4cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.837
tempObjectNumber: 73, Title: Carnelian ring stone,  Period: Late Republican or Imperial,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Sard,  Dimensions: Length: 5/8 in. (1.6 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.261
tempObjectNumber: 74, Title: Fibula,  Date: 2nd century B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: H.: 2 1/8 x 3 5/16 x 1 1/2 in. (5.4 x 8.4 x 3.8 cm),  Classification: Bronzes,  Credit Line: Gift of Miriam Schaar Schloessinger 1966,  Accession Number: 66.119.2
tempObjectNumber: 75, Title: Lead votive figurine,  Date: 7th–5th century B.C.,  Culture: Greek Laconian,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.95
tempObjectNumber: 76, Title: Ladle bowl,  Date: 6th–5th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: Other (height of bowl): 1 5/16in. (3.3cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5608
tempObjectNumber: 77, Title: Fragmentary glass beaker with snake-thread decoration,  Period: Late Imperial,  Date: ca. 3rd century A.D.,  Culture: Roman,  Medium: Glass; blown trailed and tooled,  Dimensions: H.: 5 13/16 x 3 1/8 x 2 7/8 in. (14.8 x 7.9 x 7.3 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.210
tempObjectNumber: 78, Title: Glass bead,  Period: Imperial,  Date: ca. 2nd–4th century A.D.,  Culture: Roman,  Medium: Glass,  Dimensions: Diam.: 7/16 in. (1.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.190.115
tempObjectNumber: 79, Title: Fragmentary terracotta relief of a reclining figure,  Period: Archaic,  Date: late 6th–early 5th century B.C.,  Culture: Greek South Italian Tarentine,  Medium: Terracotta,  Dimensions: Other: 7 5/8 x 5 1/8 in. (19.4 x 13 cm),  Classification: Terracottas,  Credit Line: Rogers Fund 1910,  Accession Number: 10.210.84
tempObjectNumber: 80, Title: Glass octagonal jug,  Period: Late Imperial,  Date: 3rd–4th century A.D.,  Culture: Roman,  Medium: Glass; mold-blown,  Dimensions: H.: 3 3/4 in. (9.5 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.212
tempObjectNumber: 81, Title: Bracelet spirals pair,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Etruscan,  Medium: Electrum,  Dimensions: .1158: 7/8 × 1 11/16 in. (2.2 × 4.3 cm),  Classification: Gold and Silver,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1157 .1158
tempObjectNumber: 82, Title: Terracotta finial with three flanges,  Period: Archaic,  Date: 7th–6th century B.C.,  Culture: Greek Laconian,  Medium: Terracotta,  Dimensions: H. 2 3/16 in. (5.6 cm),  Classification: Vases,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.198
tempObjectNumber: 83, Title: Glass cameo: Apollo,  Period: Late Republican or Imperial,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Glass ? opaque white,  Dimensions: Length: 5/8 in. (1.6 cm),  Classification: Gems,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.3
tempObjectNumber: 84, Title: Earring delta-shaped,  Medium: Gold,  Dimensions: Other: 11/16 × 1/16 × 3/4 in. (1.7 × 0.2 × 1.8 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3924
tempObjectNumber: 85, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Overall: 1 1/4 x 3 7/8 in. (3.2 x 9.8 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2093
tempObjectNumber: 86, Title: Gold pendant in the form of a bull's head,  Period: Late Bronze Age,  Date: ca. 1400–1050 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: L. 1. 3/8 in. (3.5 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3128
tempObjectNumber: 87, Title: Lamp,  Date: 1st century B.C.–1st century A.D.,  Medium: Terracotta,  Dimensions: Overall: 1 5/8 x 4 1/8 in. (4.1 x 10.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.2055
tempObjectNumber: 88, Title: Glass jar,  Period: Imperial,  Date: mid-1st–2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 5 3/16 in. (13.2 cm),  Classification: Glass,  Credit Line: Gift of Henry G. Marquand 1881,  Accession Number: 81.10.17
tempObjectNumber: 89, Title: Gold boat-shaped earring,  Period: Late Bronze Age,  Date: ca. 1200–1050 B.C.,  Culture: Cypriot,  Medium: Gold,  Dimensions: Other: 1 7/16 in. (3.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3116
tempObjectNumber: 90, Title: Terracotta skyphos (deep drinking cup),  Attribution: the Painter of Villa Giulia 1664,  Period: Late Classical,  Date: mid-4th century B.C.,  Culture: Etruscan Faliscan,  Medium: Terracotta; red-figure,  Dimensions: diameter  24 13/16 in. (63 cm),  Classification: Vases,  Credit Line: Purchase by subscription 1896,  Accession Number: 96.18.26
