tempObjectNumber: 1, Title: Wall painting fragment,  Period: Early Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Fresco,  Dimensions: Overall: 4 7/16 x 4 5/16 x 3/8 in. (11.2 x 11 x 1 cm),  Classification: Miscellaneous-Paintings,  Credit Line: Gift of Miss A. Rivier 1930,  Accession Number: 30.142.9
tempObjectNumber: 16, Title: Oinochoe,  Period: Iron Age,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: Other: 9 3/8 in. (23.8 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.672
tempObjectNumber: 17, Title: Terracotta vase fragment with white inlay,  Period: Middle Minoan II,  Date: ca. 1800–1700 B.C.,  Culture: Minoan,  Medium: Terracotta,  Dimensions: Overall: 1 13/16 x 2 3/4in. (4.6 x 7cm),  Classification: Vases,  Credit Line: Gift of Ashmolean Museum by exchange 1911,  Accession Number: 11.186.43
tempObjectNumber: 18, Title: Terracotta lamp with a nereid riding a hippocamp,  Period: Imperial,  Date: ca. A.D. 150–200,  Culture: Roman,  Medium: Terracotta; mold-made,  Dimensions: Overall: 1 7/8 x 3 3/4 in. (4.8 x 9.5 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1952
tempObjectNumber: 19, Title: Pendant in the form of a goddess,  Culture: Cypriot,  Medium: Gold,  Dimensions: Other: 15/16 x 1/4 x 1/4 in. (2.5 x 0.7 x 0.7 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3287
tempObjectNumber: 20, Title: Terracotta bell-krater (mixing bowl) with lid,  Attribution: the Group of the Würzburg Scylla,  Period: Classical,  Date: late 5th century B.C.,  Culture: Greek Boeotian,  Medium: Terracotta; red-figure,  Dimensions: D. 6 1/2 in. (16.5 cm.),  Classification: Vases,  Credit Line: Rogers Fund 1906,  Accession Number: 06.1021.232a b
tempObjectNumber: 21, Title: Glass dish,  Period: Late Imperial,  Date: 4th century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 8 1/4 x 4 5/16 in. (21 x 11 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.305
tempObjectNumber: 22, Title: Lead figure of a warrior with a helmet and shield,  Period: Archaic,  Date: 6th–5th century B.C.,  Culture: Greek Laconian,  Medium: Lead,  Classification: Miscellaneous-Lead,  Credit Line: Gift of A. J. B. Wace 1924,  Accession Number: 24.195.66
tempObjectNumber: 23, Title: Bronze jar with two handles,  Period: Imperial,  Date: 1st century A.D.,  Culture: Roman,  Medium: Bronze,  Dimensions: H. 16 1/16 in. (40.3 cm),  Classification: Bronzes,  Credit Line: Bequest of Walter C. Baker 1971,  Accession Number: 1972.118.99
tempObjectNumber: 24, Title: Glass pendant in the form of a bull’s head,  Period: Late Hellenistic,  Date: late 2nd–1st century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; cast in a two-part mold,  Dimensions: H.: 13/16 in. (2.1 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.458
tempObjectNumber: 25, Title: Conical glass bowl,  Period: Late Hellenistic,  Date: mid–2nd to early 1st century B.C.,  Culture: Greek,  Medium: Glass; cast and cut,  Dimensions: Diam.: 5 1/4 in. (13.3 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1404
tempObjectNumber: 26, Title: Glass perfume bottle,  Period: Imperial,  Date: late 1st–3rd century A.D.,  Culture: Roman,  Medium: Free-blown; blown,  Dimensions: H.: 6 3/4 in. (17.2 cm),  Classification: Glass,  Credit Line: Gift of Mrs. Edward S. Harkness 1940,  Accession Number: 40.61.1
tempObjectNumber: 27, Title: Fibula fragment,  Culture: Greek Cypriot,  Medium: Bronze,  Dimensions: Other: 2 1/8in. (5.4cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5548
tempObjectNumber: 28, Title: Standing female figurine,  Period: Cypro-Archaic II,  Date: ca. 600–480 B.C.,  Culture: Cypriot,  Medium: Terracotta; mold-made and hand-made,  Dimensions: H. 6 1/4 in. (15.9 cm),  Classification: Terracottas,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1557
tempObjectNumber: 29, Title: Volute-krater fragment,  Period: Late Classical,  Date: 4th century B.C.,  Culture: Greek South Italian Apulian,  Medium: Terracotta; red-figure,  Dimensions: 3 3/16 x 3 1/4in. (8.1 x 8.3cm),  Classification: Vases,  Credit Line: Rogers Fund 1919,  Accession Number: 19.192.81.41
tempObjectNumber: 30, Title: Glass flask,  Period: Late Roman,  Date: ca. 3rd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: Diam.: 3 1/4 x 1 3/4 in. (8.3 x 4.4 cm),  Classification: Glass,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5753
tempObjectNumber: 31, Title: Glass perfume bottle,  Period: Mid Imperial,  Date: ca. 2nd century A.D.,  Culture: Roman,  Medium: Glass; blown,  Dimensions: H.: 5 3/8 in. (13.7 cm),  Classification: Glass,  Credit Line: Gift of J. Pierpont Morgan 1917,  Accession Number: 17.194.101
tempObjectNumber: 32, Title: Glass alabastron (perfume bottle),  Period: Classical,  Date: late 6th–5th century B.C.,  Culture: Greek Eastern Mediterranean,  Medium: Glass; core-formed Group I,  Dimensions: H.: 3 7/8 in. (9.8 cm),  Classification: Glass,  Credit Line: Edward C. Moore Collection Bequest of Edward C. Moore 1891,  Accession Number: 91.1.1373
tempObjectNumber: 33, Title: Two terracotta amphorae (jars),  Period: Mid-Imperial,  Date: ca. A.D. 100–225,  Culture: Roman,  Medium: Terracotta; alkaline-glazed ware,  Dimensions: 14 1/16in. (35.8cm),  Classification: Vases,  Credit Line: Purchase 1923,  Accession Number: 23.228
tempObjectNumber: 34, Title: Chariot fragments facings,  Period: Archaic,  Date: ca. 500–480 B.C.,  Culture: Etruscan,  Medium: Bronze,  Dimensions: width  4 3/4in. (12.1cm),  Classification: Bronzes,  Credit Line: Fletcher Fund 1929,  Accession Number: 29.131.3t1–t2
tempObjectNumber: 35, Title: Bronze spearhead,  Period: Late Cypriot IIIA,  Date: 12th century B.C.,  Culture: Cypriot,  Medium: Bronze,  Dimensions: length  12 3/4in. (32.4cm),  Classification: Bronzes,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.5307
tempObjectNumber: 36, Title: Terracotta jug with incised decoration,  Period: Late Bronze Age,  Date: ca. 1600–1050 B.C.,  Culture: Cypriot,  Medium: Terracotta,  Dimensions: H. 3 in. (7.6 cm),  Classification: Vases,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.1250
tempObjectNumber: 37, Title: Pendant: woman carrying a child,  Period: Archaic or Classical,  Date: 5th century B.C.,  Culture: Etruscan,  Medium: Amber,  Dimensions: H.: 2 1/2 in. (6.4 cm),  Classification: Miscellaneous-Amber,  Credit Line: Rogers Fund 1917,  Accession Number: 17.230.52
tempObjectNumber: 38, Title: Silver pendant ring with agate scarab,  Period: Classical,  Date: 5th–4th century B.C.,  Culture: Cypro-Phoenician,  Medium: Silver agate,  Dimensions: Diam.: 1 3/16 in. (3 cm),  Classification: Gems,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.4167
tempObjectNumber: 39, Title: Frontlet of gold leaf,  Medium: Gold,  Dimensions: Other: 1 1/4 × 4 1/16 in. (3.2 × 10.4 cm),  Classification: Gold and Silver,  Credit Line: The Cesnola Collection Purchased by subscription 1874–76,  Accession Number: 74.51.3545
tempObjectNumber: 40, Title: Intaglio,  Date: 1st century B.C.–3rd century A.D.,  Culture: Roman,  Medium: Jasper black,  Dimensions: Other: 5/8 x 1/2 x 1/8 in. (1.5 x 1.2 x 0.4 cm),  Classification: Gems,  Credit Line: Gift of John Taylor Johnston 1881,  Accession Number: 81.6.112
tempObjectNumber: 41, Title: Terracotta head of a horse,  Period: Iron Age,  Date: ca. 11th–8th century B.C.,  Culture: Greek,  Medium: Terracotta,  Dimensions: H. 5 7/8 in. (14.8 cm),  Classification: Terracottas,  Credit Line: Bequest of Richard B. Seager 1926,  Accession Number: 26.31.455
tempObjectNumber: 42, Title: Cup fragments,  Attribution: Euphronios,  Period: Archaic,  Date: ca. 520 B.C.,  Culture: Greek Attic,  Medium: Terracotta; red-figure,  Classification: Vases,  Credit Line: Gift of Dietrich von Bothmer 1989,  Accession Number: 1989.382.1a–k
tempObjectNumber: 43, Title: Terracotta cantharus (drinking cup),  Date: 1st century B.C.,  Culture: Roman,  Medium: Terracotta,  Dimensions: H. 3 3/16 in. (8.1 cm),  Classification: Vases,  Credit Line: Gift of Mr. Norman Jacobson 1983,  Accession Number: 1983.571.9
tempObjectNumber: 44, Title: Banded agate amphoriskos (perfume bottle),  Period: Early Imperial Augustan or early Julio-Claudian,  Date: late 1st century B.C.–early 1st century A.D.,  Culture: Roman,  Medium: Banded agate,  Dimensions: diameter  1 7/8 in. (4.8 cm),  Classification: Miscellaneous-Stone Vases,  Credit Line: Purchase Mr. and Mrs. Sid R. Bass Gift in honor of Annette de la Renta and Rogers Fund 2001,  Accession Number: 2001.253
tempObjectNumber: 45, Title: Terracotta Hadra hydria (water jar),  Period: Hellenistic,  Date: ca. 213 B.C.,  Culture: Greek Ptolemaic Cretan,  Medium: Terracotta,  Dimensions: h. 17 5/8 in (44.8 cm); d. 9 7/8 in (25.1 cm),  Classification: Vases,  Credit Line: Purchase 1890,  Accession Number: 90.9.18
